tweet_id,hashtags,mentions,uppercase,nonalpha,urls,len,numbers,spam
11123,0,0,10,15,2,132,0,n
11415,0,0,12,17,2,118,0,n
13905,0,0,7,8,1,74,0,n
12734,1,0,9,21,2,120,0,n
11161,0,0,12,19,2,109,0,y
13125,0,0,8,13,1,113,2,n
13445,0,0,6,13,1,113,0,n
13852,0,0,5,6,1,98,2,n
11614,0,0,3,10,1,95,0,n
12649,1,0,12,20,2,119,0,y
11154,1,0,4,10,1,104,1,n
12561,0,0,11,18,2,120,0,y
11845,1,0,8,13,1,137,0,n
11106,0,0,14,15,2,129,0,n
13171,0,0,11,18,1,127,1,y
13521,0,0,4,6,1,91,0,n
12256,2,0,16,24,2,131,0,n
12011,0,0,10,11,2,120,0,n
12295,0,0,7,18,2,117,1,y
12116,1,0,15,12,2,122,0,n
11599,0,0,12,12,2,137,0,y
13007,1,0,9,10,1,136,0,n
12038,0,0,7,14,2,131,1,n
11794,1,0,10,13,2,94,0,y
11492,0,0,21,9,1,117,0,n
12036,1,1,19,24,2,114,0,y
11309,0,0,4,7,1,100,0,n
10989,0,1,9,13,1,68,0,n
11128,0,0,11,12,2,135,0,n
12784,1,0,10,15,2,125,2,n
12732,1,0,13,17,2,122,2,n
13459,0,0,6,8,1,64,0,n
10950,0,0,7,9,1,54,1,n
11635,0,0,7,10,1,79,0,y
12342,1,0,7,8,1,96,0,y
12825,1,0,14,15,2,117,1,n
11080,1,0,17,23,2,135,0,n
13290,0,0,9,9,1,107,1,n
13507,0,0,11,8,1,102,0,n
12578,1,0,10,22,2,127,0,y
13137,0,0,5,8,1,93,1,n
13066,0,0,7,8,1,86,2,y
11890,0,0,10,7,1,91,2,n
13182,0,0,5,6,1,76,1,n
11817,0,0,16,22,2,133,0,n
12033,2,0,17,17,2,109,0,y
13001,1,0,6,12,1,110,0,n
11331,0,0,9,13,2,108,0,n
13935,0,0,6,10,1,71,0,n
11152,0,0,7,12,1,102,0,n
12967,1,0,11,18,1,136,2,n
11005,0,0,12,10,2,120,0,n
11656,0,0,10,9,1,114,0,n
11550,1,2,10,12,0,123,1,n
11511,0,0,10,15,2,116,0,n
12586,0,0,11,14,2,120,0,n
11117,0,0,6,7,1,63,0,n
13283,0,0,5,11,1,86,3,y
13055,0,0,6,13,1,115,2,n
12801,0,0,19,13,2,125,1,n
11660,0,0,11,10,2,131,0,n
12792,1,0,11,13,2,133,1,n
11298,0,0,4,16,1,131,2,y
11279,1,0,8,5,0,87,0,n
12925,0,0,13,16,2,129,0,n
12355,1,0,11,13,2,94,0,n
12124,0,0,15,16,2,135,0,n
13720,0,0,11,11,1,129,0,n
11389,0,0,10,18,2,141,1,n
12463,0,0,12,16,2,115,0,n
12490,1,0,15,16,2,128,0,n
11570,1,0,17,10,1,108,0,n
12094,1,1,19,27,2,120,0,y
13819,0,0,10,18,2,121,0,n
12854,0,0,7,20,2,130,1,n
12370,1,0,5,19,2,130,0,n
12058,1,0,17,15,2,120,0,n
12243,0,0,13,13,2,115,1,y
13114,0,0,14,9,1,113,2,n
11268,0,0,11,14,2,137,1,n
12270,1,0,7,16,2,132,0,y
11505,0,0,18,7,1,110,0,n
12251,0,0,9,12,2,106,0,n
12805,1,0,15,14,2,115,0,n
11704,1,1,13,8,0,137,0,n
12548,1,0,11,11,2,79,0,y
11430,1,0,9,9,1,104,1,n
11983,1,0,13,20,2,119,0,y
11766,0,0,12,13,2,99,0,n
11593,0,0,4,11,1,104,1,n
12508,0,1,13,13,2,84,0,n
13002,1,0,20,15,1,130,0,n
13065,0,0,7,13,1,120,3,n
10958,0,1,12,10,1,98,0,n
12890,1,0,10,14,1,122,0,n
13764,0,0,13,12,2,112,0,n
13216,0,0,6,9,1,117,0,n
11133,0,0,4,15,1,103,1,y
13680,0,0,7,8,1,84,0,n
13495,0,0,4,10,1,95,1,n
13515,0,0,14,14,2,124,0,n
11186,0,0,9,17,2,138,0,n
12170,1,0,14,15,2,116,0,n
13098,0,0,6,8,1,110,1,n
12325,0,0,14,16,2,98,0,y
13892,0,1,8,6,1,86,0,n
12313,2,0,9,14,2,133,0,n
12269,1,0,19,21,2,140,0,n
11222,1,1,5,11,1,140,0,n
11481,0,0,16,18,2,96,0,n
12090,2,0,13,24,2,131,0,n
12420,0,0,14,23,2,129,0,n
11260,1,0,8,11,1,132,0,n
12161,1,0,8,15,2,121,0,n
13291,0,0,11,16,1,87,1,y
11695,0,0,12,10,1,107,0,n
12341,0,0,15,16,2,135,0,n
