tweet_id,hashtags,mentions,uppercase,nonalpha,urls,len,numbers,cluster
13921,0,0,0.15625,0.214286,0.333333,0.413462,0,y
13866,0,0,0.25,0.142857,0.333333,0.567308,0.25,y
11034,0,0,0.15625,0.357143,0.333333,0.394231,0,y
11548,0.25,0.333333,0.5625,0.464286,0,0.951923,0.25,n
13516,0,0,0.15625,0.464286,0.666667,0.817308,0,n
12567,0,0,0.3125,0.321429,0.666667,0.586538,0,n
11915,0,0,0.1875,0.214286,0.333333,0.625,0,y
13631,0,0,0.28125,0.285714,0.333333,0.451923,0,y
11604,0,0,0.46875,0.428571,0.666667,0.817308,0,n
13507,0,0,0.28125,0.25,0.333333,0.548077,0,y
12619,0,0,0.3125,0.535714,0.666667,0.730769,0,n
13044,0.25,0,0.21875,0.357143,0.333333,0.673077,0.5,y
11833,0,0,0.25,0.25,0.333333,0.490385,0,y
13894,0,0,0.09375,0.357143,0.333333,0.211538,0,y
13902,0,0,0.1875,0.142857,0.333333,0.471154,0,y
12219,0.25,0,0.3125,0.535714,0.666667,0.692308,0,n
13794,0,0,0.28125,0.464286,0.666667,0.586538,0,n
13467,0,0,0.125,0.25,0.333333,0.451923,0.25,y
13898,0,0,0.1875,0.214286,0.333333,0.307692,0,y
13832,0,0,0.375,0.678571,0.666667,0.826923,0.25,n
13478,0,0,0.125,0.428571,0.333333,0.442308,0,y
12941,0.25,0,0.28125,0.25,0.333333,0.471154,0,y
12177,0.25,0,0.34375,0.571429,0.666667,0.673077,0,n
12249,0,0,0.15625,0.321429,0.666667,0.711538,0.75,n
11513,0,0,0.25,0.321429,0.666667,0.692308,0,n
13386,0,0,0.1875,0.321429,0.333333,0.528846,0.25,y
11461,0,0,0.28125,0.535714,0.666667,0.846154,0,n
13375,0,0,0.0625,0.428571,0.333333,0.298077,0.25,y
11530,0,0,0.09375,0.214286,0.333333,0.384615,0,y
13424,0,0.166667,0.28125,0.25,0.333333,0.586538,0,y
13521,0,0,0.0625,0.178571,0.333333,0.442308,0,y
13632,0,0,0.125,0.321429,0.333333,0.25,0,y
13705,0,0,0.375,0.892857,0.666667,0.903846,0,n
12069,0,0,0.3125,0.964286,0.666667,0.961538,0,n
12165,0,0,0.25,0.5,0.666667,0.682692,0.5,n
12135,0,0,0.375,0.535714,0.666667,0.865385,0,n
12189,0.25,0,0.1875,0.607143,0.333333,0.759615,0,n
11964,0,0,0.34375,0.392857,0.666667,0.75,0.25,n
12857,0.25,0,0.3125,0.5,0.666667,0.634615,0.25,n
13678,0,0,0.1875,0.214286,0.333333,0.519231,0.25,y
12547,0.5,0,0.1875,0.857143,0.333333,0.663462,0,n
13052,0.25,0.333333,0.5,0.285714,0.333333,0.663462,0.25,y
12104,0.25,0,0.1875,0.428571,0.666667,0.625,0,n
11943,0.25,0,0.25,0.5,0.666667,0.538462,0,n
12813,0.25,0,0.34375,0.5,0.666667,0.846154,0.25,n
11625,0.25,0.333333,0.28125,0.428571,0,0.961538,0,y
12035,0.25,0,0.5,0.5,0.666667,0.769231,0,n
13352,0,0,0.28125,0.214286,0.333333,0.538462,0,y
10995,0,0,0.5625,0.285714,0.333333,0.826923,0,n
13290,0,0,0.21875,0.285714,0.333333,0.596154,0.25,y
13712,0,0,0.25,0.321429,0.666667,0.490385,0.5,y
11590,0,0,0.21875,0.321429,0.666667,0.625,0,n
11870,0.25,0,0.34375,0.892857,0.666667,0.836538,0,n
12621,0,0,0.21875,0.571429,0.666667,0.846154,0,n
12575,0.5,0,0.375,0.785714,0.333333,0.730769,0,n
12764,0.25,0,0.34375,0.535714,0.666667,0.692308,0,n
11702,0,0,0.21875,0.392857,0.333333,0.269231,0,y
13158,0,0,0.1875,0.678571,0.333333,0.923077,0.5,n
12429,0.25,0,0.15625,0.5,0.666667,0.778846,0,n
12596,0,0,0.28125,0.392857,0.666667,0.451923,0,n
13502,0,0,0.1875,0.321429,0.666667,0.740385,0,n
11075,0.25,0.166667,0.25,0.464286,0,0.519231,0.25,y
13387,0,0,0.375,0.285714,0.333333,0.644231,0.5,y
12552,0.25,0,0.15625,0.5,0.666667,0.615385,0,n
11587,0,0,0.28125,0.5,0.333333,0.403846,0,y
13325,0,0,0.125,0.357143,0.333333,0.432692,0.25,y
12947,0.25,0,0.34375,0.571429,0.666667,0.759615,0,n
12376,0.25,0,0.28125,0.535714,0.666667,0.759615,0,n
13181,0,0,0.09375,0.285714,0.333333,0.375,0,y
13318,0,0,0.09375,0.285714,0.333333,0.730769,0.25,y
13623,0,0,0.21875,0.607143,0.333333,0.692308,0.25,n
12698,0.25,0,0.28125,0.607143,0.333333,0.605769,0,n
12926,0.5,0,0.25,0.857143,0.333333,0.663462,0,n
10969,0,0,0.15625,0.321429,0.666667,0.346154,0.25,y
12735,0.25,0,0.28125,0.5,0.666667,0.615385,0,n
11880,0,0,0.28125,0.25,0.333333,0.403846,0,y
12305,0,0,0.28125,0.428571,0.666667,0.788462,0,n
13782,0.25,0,0.3125,0.464286,0.666667,0.682692,0,n
11312,0,0,0.46875,0.5,0.666667,0.913462,0.25,n
12122,0,0,0.28125,0.607143,0.666667,0.913462,0.25,n
13120,0,0,0.09375,0.535714,0.333333,0.884615,0.75,n
12897,0.25,0,0.21875,0.392857,0.333333,0.653846,0,y
12790,0,0,0.5,0.857143,0.666667,0.971154,1,n
12228,0.25,0,0.46875,0.5,0.666667,0.721154,0,n
13082,0,0,0.21875,0.321429,0.333333,0.769231,0.5,y
11128,0,0,0.28125,0.392857,0.666667,0.865385,0,n
12139,0.25,0,0.34375,0.535714,0.666667,0.807692,0.25,n
11026,0,0,0.125,0.25,0.333333,0.336538,0,y
11385,0,0,0.3125,0.321429,0.666667,0.413462,0,y
13863,0,0,0.15625,0.142857,0.333333,0.346154,0,y
11965,0,0,0.3125,0.535714,0.666667,0.865385,0,n
13604,0,0,0.25,0.428571,0.333333,0.576923,0,y
11453,0.25,0.166667,0.375,0.5,0.333333,0.923077,0,n
12842,0,0,0.21875,0.714286,0.666667,0.634615,0.25,n
13594,0,0,0.21875,0.5,0.333333,0.788462,0,n
13549,0,0,0.4375,0.785714,0.666667,0.778846,0,n
11265,0,0,0.25,0.357143,0.666667,0.528846,0.25,n
12966,0.25,0,0.1875,0.321429,0.333333,0.865385,0.5,n
12519,0.25,0,0.1875,0.607143,0.333333,0.75,0,n
13527,0,0,0.09375,0.357143,0.333333,0.769231,0,y
11227,0,0,0.125,0.214286,0.333333,0.884615,0,y
11306,0,0,0.1875,0.428571,0.333333,0.769231,0,y
13876,0,0,0.15625,0.892857,0.333333,0.807692,0,n
11426,0,0,0.09375,0.321429,0.333333,0.375,0,y
12067,0,0,0.375,0.785714,0.666667,0.807692,0,n
12524,0.25,0,0.25,0.5,0.666667,0.75,0,n
12209,0.5,0,0.34375,0.571429,0.666667,0.615385,0,n
11369,0,0.166667,0.25,0.5,0.333333,0.923077,0,n
12751,0.25,0,0.3125,0.571429,0.666667,0.653846,0,n
13320,0,0,0.09375,0.285714,0.333333,0.288462,0.25,y
13331,0,0,0.125,0.321429,0.333333,0.442308,0.5,y
11522,0,1,0.3125,0.464286,0.333333,0.903846,0,n
11264,0,0,0.3125,0.392857,0.666667,0.913462,0,n
12508,0,0.166667,0.34375,0.428571,0.666667,0.375,0,n
11328,0,0,0.3125,0.714286,0.666667,0.913462,0.25,n
13349,0,0,0.1875,0.357143,0.333333,0.375,0,y
11445,0.25,0.333333,0.09375,0.321429,0,0.807692,0.5,y
12946,0.5,0,0.25,0.392857,0.333333,0.673077,0,n
11657,0,0,0.40625,0.321429,0.666667,0.855769,0,n
12179,0.25,0,0.34375,0.607143,0.666667,0.528846,0,n
11087,0,0,0.09375,0.142857,0.333333,0.673077,0,y
12426,0,0,0.15625,0.5,0.666667,0.471154,0,n
11893,0,0,0.15625,0.428571,0.333333,0.528846,0,y
13071,0,0,0.3125,0.214286,0.333333,0.576923,0,y
11459,0,0.166667,0.25,0.75,0.333333,0.971154,0,n
13805,0,0,0.125,0.464286,0.666667,0.548077,0,n
12993,0.25,0,0.28125,0.178571,0.333333,0.461538,0,y
11004,0,0,0.09375,0.25,0.333333,0.807692,0,y
10986,0.25,0.333333,0.15625,0.428571,0,0.644231,0,y
12730,0.25,0,0.34375,0.5,0.666667,0.769231,0.25,n
12559,0.25,0,0.3125,0.535714,0.666667,0.692308,0,n
11641,0.25,0.333333,0.09375,0.392857,0,0.528846,0.25,y
13554,0,0,0.25,0.571429,0.333333,0.375,0.25,y
11324,0,0,0.1875,0.321429,0.666667,0.605769,0,n
13360,0,0,0.1875,0.321429,0.333333,0.451923,0.25,y
12048,0.25,0,0.40625,0.464286,0.666667,0.701923,0,n
12740,0.5,0,0.3125,0.607143,0.666667,0.769231,0,n
11163,0,0,0.375,0.321429,0.666667,0.798077,0,n
13750,0,0,0.34375,0.321429,0.666667,0.798077,0.25,n
12770,0.25,0,0.3125,0.357143,0.666667,0.730769,0.75,n
11280,0.5,0,0.28125,0.142857,0,0.480769,0,y
13208,0,0,0.15625,0.285714,0.333333,0.586538,0,y
12166,0.5,0,0.25,0.464286,0.666667,0.634615,0,n
13713,0,0,0.34375,0.392857,0.666667,0.701923,0,n
12285,0,0,0.25,0.428571,0.666667,0.769231,0,n
12672,0.25,0,0.28125,0.571429,0.666667,0.759615,0,n
11600,0,0,0.25,0.392857,0.333333,0.932692,0,n
13600,0,0,0.21875,0.357143,0.333333,0.538462,0,y
11616,0,0,0.15625,0.285714,0.333333,0.528846,0,y
12090,0.5,0,0.34375,0.821429,0.666667,0.826923,0,n
12708,0,0,0.28125,0.392857,0.666667,0.605769,0.25,n
13693,0,0,0.125,0.214286,0.333333,0.240385,0,y
11544,0.25,0.333333,0.34375,0.428571,0.333333,0.548077,0.25,y
13500,0,0,0.1875,0.321429,0.333333,0.730769,0,y
11123,0,0,0.25,0.5,0.666667,0.836538,0,n
11290,0,0,0.5625,0.607143,0.333333,0.875,0,n
11866,0.25,0,0,0.321429,0.333333,0.576923,0,y
11812,0,0,0.21875,0.321429,0.333333,0.817308,0,y
13697,0,0,0.40625,0.392857,0.666667,0.490385,0.25,n
11455,0.25,0.333333,0.3125,0.464286,0,0.961538,0,y
11002,0,0,0.25,0.5,0.333333,0.798077,0,n
13653,0.25,0,0.15625,0.285714,0.333333,0.451923,0,y
13854,0,0,0.15625,0.285714,0.333333,0.317308,0,y
11716,0,0,0.21875,0.392857,0.666667,0.884615,0,n
11481,0,0,0.4375,0.607143,0.666667,0.490385,0,n
12692,0.25,0,0.34375,0.571429,0.666667,0.807692,0,n
13226,0,0,0.15625,0.428571,0.333333,0.692308,0,y
12931,0,0,0.28125,0.535714,0.666667,0.807692,0,n
13121,0,0,0.1875,0.285714,0.333333,0.673077,0.5,y
11667,0,0,0.5625,0.75,0.666667,0.740385,0,n
13690,0,0,0.15625,0.428571,0.333333,0.451923,0,y
11538,0,0,0.09375,0.142857,0.333333,0.25,0,y
12123,0,0,0.28125,0.535714,0.666667,0.807692,0,n
12374,0.25,0,0.3125,0.5,0.666667,0.798077,0.25,n
12272,0,0,0.28125,0.5,0.666667,0.615385,0,n
11433,0,0.166667,0.34375,0.464286,0.333333,0.403846,0,y
12273,0,0,0.28125,0.535714,0.666667,0.807692,0,n
12427,0.25,0,0.40625,0.464286,0.666667,0.875,0,n
13218,0,0,0.125,0.321429,0.333333,0.442308,0.5,y
13459,0,0,0.125,0.25,0.333333,0.182692,0,y
11239,0,0,0.21875,0.357143,0.666667,0.807692,0,n
12239,0.25,0,0.4375,0.571429,0.666667,0.846154,0,n
12096,0,0,0.21875,0.5,0.666667,0.615385,0,n
12795,0,0,0.375,0.321429,0.666667,0.586538,0,n
13145,0,0,0.09375,0.285714,0.333333,0.730769,0.25,y
12720,0.25,0,0.40625,0.464286,0.666667,0.826923,0.5,n
12080,0,0,0.34375,0.428571,0.666667,0.673077,0.25,n
13134,0,0,0.15625,0.642857,0.333333,0.605769,0.5,y
13496,0,0,0.28125,0.642857,0.333333,0.567308,0,y
12525,0.25,0,0.28125,0.535714,0.666667,0.807692,0,n
13091,0,0,0.15625,0.5,0.333333,0.596154,0.25,y
13662,0,0,0.1875,0.321429,0.666667,0.509615,0,n
13702,0,0,0.15625,0.392857,0.333333,0.701923,0,y
11850,0.25,0,0.21875,0.428571,0.333333,0.788462,0,n
12849,0.25,0,0.28125,0.75,0.666667,0.788462,0,n
13490,0,0,0.28125,0.178571,0.333333,0.721154,0,y
13588,0,0,0.1875,0.321429,0.333333,0.557692,0,y
13709,0,0,0.25,0.392857,0.666667,0.788462,0,n
12297,0.25,0,0.3125,0.714286,0.666667,0.711538,0,n
11717,0,0,0.5625,0.321429,0.333333,0.605769,0,y
11528,0,0,0.1875,0.571429,0.333333,0.413462,0,y
11046,0,0,0.1875,0.214286,0.333333,0.125,0,y
12816,0,0,0.25,0.535714,0.666667,0.711538,0.25,n
13607,0,0,0.09375,0.285714,0.333333,0.451923,0,y
11336,0,0,0.34375,0.428571,0.666667,0.865385,0.25,n
11168,0.25,0,0.34375,0.714286,0.666667,0.798077,0,n
11610,0,0,0.1875,0.428571,0.333333,0.5,0,y
13668,0,0,0.21875,0.428571,0.666667,0.865385,0,n
12408,0,0,0.28125,0.321429,0.666667,0.586538,0,n
11631,0,0,0.09375,0.392857,0.333333,0.586538,0,y
13924,0,0,0.09375,0.214286,0.333333,0.413462,0,y
11824,0,0,0.4375,0.321429,0.666667,0.615385,0,n
13412,0,0,0.1875,0.285714,0.333333,0.653846,0,y
11626,0,0,0.6875,0.392857,0.666667,0.846154,0,n
11108,0,0,0.125,0.392857,0.333333,0.663462,0,y
12110,0,0,0.3125,0.535714,0.666667,0.778846,0,n
13763,0,0,0.25,0.5,0.666667,0.75,0,n
13416,0,0.166667,0.3125,0.25,0.333333,0.586538,0,y
11420,0,0.166667,0.25,0.321429,0.333333,0.519231,0,y
11388,0,0,0.09375,0.214286,0.333333,0.317308,0,y
12643,0.5,0,0.25,0.464286,0.666667,0.846154,0,n
13711,0,0,0.3125,0.428571,0.666667,0.605769,0,n
11323,0,0,0.28125,0.392857,0.666667,0.855769,0,n
13043,0.25,0,0.34375,0.321429,0.333333,0.634615,0.5,y
13419,0,0,0.125,0.321429,0.333333,0.423077,0,y
12786,0.25,0,0.25,0.5,0.666667,0.836538,0,n
12094,0.25,0.166667,0.53125,0.928571,0.666667,0.721154,0,n
11512,0,0,0.15625,0.214286,0.333333,0.634615,0,y
13642,0,0,0.21875,0.214286,0.333333,0.384615,0.25,y
11945,0,0,0.375,0.392857,0.666667,0.490385,0,n
12496,0,0,0.5,0.857143,0.666667,0.961538,0.75,n
11524,0,0.166667,0.15625,0.214286,0.333333,0.538462,0,y
11994,0,0,0.28125,0.428571,0.666667,0.875,0,n
11639,0.25,0.333333,0.125,0.428571,0,0.894231,0.25,y
12337,0.25,0,0.15625,0.5,0.666667,0.730769,0,n
11814,0.25,0,0.375,0.5,0.666667,0.701923,0,n
13860,0,0,0.1875,0.178571,0.333333,0.317308,0.5,y
11897,0,0,0.25,0.25,0.333333,0.711538,0,y
12616,0,0,0.34375,0.535714,0.666667,0.807692,0,n
12996,0.25,0,0.25,0.535714,0.333333,0.721154,0.5,n
12206,0.25,0.166667,0.5625,0.821429,0.666667,0.673077,0,n
12130,0.5,0,0.34375,0.464286,0.666667,0.701923,0.25,n
11564,0.25,0,0.34375,0.357143,0.666667,0.163462,0,y
13117,0,0,0.28125,0.571429,0.333333,0.519231,0.5,y
13245,0,0,0.125,0.214286,0.333333,0.615385,0.5,y
12180,0,0,0.34375,0.357143,0.666667,0.721154,0,n
11199,0.25,0,0.28125,0.285714,0.333333,0.615385,0,y
12977,0.25,0,0.15625,0.357143,0.333333,0.384615,0.5,y
13216,0,0,0.125,0.285714,0.333333,0.692308,0,y
11259,0,0,0.3125,0.428571,0.666667,0.586538,0,n
12482,0,0,0.34375,0.535714,0.666667,0.701923,0,n
13280,0,0,0.09375,0.357143,0.333333,0.394231,0.75,y
13747,0,0,0.3125,0.535714,0.666667,0.875,0,n
12052,0.25,0,0.40625,0.535714,0.666667,0.692308,0,n
11415,0,0,0.3125,0.571429,0.666667,0.701923,0,n
12688,0.25,0,0.28125,0.5,0.666667,0.586538,0,n
12100,0.25,0,0.3125,0.464286,0.666667,0.75,0,n
13837,0,0,0.34375,0.464286,0.333333,0.528846,0,y
12259,0,0,0.25,0.535714,0.666667,0.711538,0,n
13807,0,0,0.25,0.285714,0.333333,0.201923,0,y
12510,0.25,0,0.375,0.5,0.666667,0.682692,0,n
11793,0,0,0.125,0.142857,0.333333,0.125,0,y
11375,0,0,0.28125,0.321429,0.666667,0.586538,0,n
12919,0.25,0,0.1875,0.428571,0.666667,0.625,0,n
12579,0.25,0,0.46875,0.571429,0.666667,0.846154,0,n
12365,0.25,0,0.1875,0.607143,0.333333,0.759615,0,n
13404,0,0,0.09375,0.285714,0.333333,0.278846,0,y
11213,0,0.166667,0.21875,0.607143,0.333333,0.951923,0,n
11766,0,0,0.3125,0.428571,0.666667,0.519231,0,n
13449,0,0,0.1875,0.357143,0.333333,0.682692,0,y
13473,0,0,0.1875,0.464286,0.333333,0.519231,0,y
12948,0,0,0.25,0.392857,0.666667,0.586538,0,n
13418,0,0,0.1875,0.285714,0.333333,0.615385,0.25,y
12379,0.25,0,0.25,0.535714,0.666667,0.788462,0.25,n
11382,0.25,0,0.25,0.571429,0.666667,0.673077,0,n
12979,0.25,0,0.21875,0.285714,0.333333,0.759615,0.5,y
11661,0,0,0.1875,0.321429,0.333333,0.375,0,y
13073,0,0,0.15625,0.642857,0.333333,0.596154,0.25,y
12354,0.25,0,0.28125,0.428571,0.666667,0.865385,0,n
13519,0,0,0.34375,0.571429,0.666667,0.923077,0,n
12012,0.25,0,0.25,0.5,0.666667,0.586538,0,n
13240,0,0,0.375,0.285714,0.333333,0.644231,0.5,y
11258,0,0,0.25,0.464286,0.333333,0.846154,0,n
12772,0.25,0,0.34375,0.428571,0.666667,0.894231,0.75,n
12862,0.25,0,0.25,0.464286,0.666667,0.759615,0.25,n
12776,0.25,0,0.375,0.642857,0.666667,0.865385,0.5,n
11787,0,0,0.15625,0.535714,0.333333,0.942308,0,n
13123,0,0,0.40625,0.285714,0.333333,0.865385,0.5,y
13183,0,0,0.09375,0.321429,0.333333,0.269231,0.5,y
13598,0,0,0.125,0.285714,0.333333,0.596154,0,y
12622,0,0,0.25,0.535714,0.666667,0.673077,0,n
11458,0.5,0,0.34375,0.428571,0.333333,0.846154,0,n
13084,0,0,0.15625,0.285714,0.333333,0.769231,0.25,y
12615,0,0,0.3125,0.535714,0.666667,0.778846,0,n
11341,0,0,0.0625,0.25,0.333333,0.567308,0,y
13330,0,0,0.15625,0.25,0.333333,0.394231,0.25,y
11463,0.25,0.166667,0.34375,0.5,0.666667,0.875,0,n
11983,0.25,0,0.34375,0.678571,0.666667,0.711538,0,n
10982,0.25,0.333333,0.15625,0.285714,0,0.538462,0,y
11223,0,0,0.5,0.5,0.333333,0.875,0.5,n
13582,0,0,0.28125,0.5,0.333333,0.576923,0,y
13714,0.25,0,0.4375,0.464286,0.666667,0.778846,0,n
11796,0.25,0,0.09375,0.714286,0.333333,0.942308,0,n
12821,0,0,0.3125,0.678571,0.666667,0.884615,0.25,n
11727,0,0,0.375,0.392857,0.333333,0.317308,0,y
13147,0,0,0.15625,0.285714,0.333333,0.596154,0.25,y
13361,0,0,0.125,0.214286,0.333333,0.442308,0.5,y
11969,0,0,0.34375,0.535714,0.666667,0.576923,0,n
12940,0.25,0,0.28125,0.357143,0.666667,0.576923,0,n
11091,0.25,0.333333,0.125,0.285714,0,0.682692,0.25,y
13380,0,0,0.125,0.321429,0.333333,0.432692,0.25,y
12441,0,0,0.15625,0.464286,0.666667,0.692308,0.25,n
12397,0.5,0,0.40625,0.428571,0.666667,0.807692,0,n
13786,0,0,0.1875,0.464286,0.666667,0.903846,0.5,n
12459,0,0,0.40625,0.5,0.666667,0.634615,0,n
13273,0,0,0.8125,0.535714,0.333333,0.865385,0.5,n
12907,0.25,0,0.1875,0.428571,0.666667,0.701923,0,n
13819,0,0,0.25,0.607143,0.666667,0.730769,0,n
13182,0,0,0.09375,0.178571,0.333333,0.298077,0.25,y
12983,0.25,0,0.25,0.321429,0.333333,0.884615,0.25,n
12286,0.25,0,0.34375,0.392857,0.666667,0.740385,0,n
13677,0,0,0.65625,0.357143,0.666667,0.692308,0.25,n
13729,0,0,0.09375,0.357143,0.333333,0.740385,0,y
13189,0,0,0.15625,0.285714,0.333333,0.355769,0,y
11542,0.25,0.333333,0.28125,0.357143,0,0.75,0.25,y
12454,0.25,0,0.34375,0.535714,0.666667,0.644231,0.25,n
11417,0,0,0.1875,0.357143,0.666667,0.557692,0,n
12085,0,0,0.21875,0.392857,0.666667,0.586538,0,n
11889,0,0,0.21875,0.142857,0.333333,0.471154,0,y
12237,0,0,0.3125,0.714286,0.666667,0.875,0,n
11976,0,0,0.3125,0.5,0.666667,0.817308,0.5,n
12502,0,0,0.28125,0.678571,0.666667,0.788462,0.25,n
11080,0.25,0,0.46875,0.785714,0.666667,0.865385,0,n
13154,0,0,0.46875,0.464286,0.333333,0.721154,0.5,n
13567,0,0,0.59375,0.464286,0.666667,0.865385,0.25,n
13075,0,0,0.1875,0.285714,0.333333,0.663462,0.25,y
11066,0,0.166667,0.09375,0.321429,0.333333,0.634615,0,y
11707,0,0,0.4375,0.392857,0.666667,0.557692,0,n
13635,0,0,0.09375,0.214286,0.333333,0.413462,0,y
11686,0,0,0.375,0.571429,0.666667,0.480769,0,n
11627,0,0,0.21875,0.214286,0.333333,0.509615,0,y
11387,0,0,0.28125,0.392857,0.333333,0.451923,0,y
11650,0,0,0.25,0.571429,0.333333,0.875,0,n
13829,0,0,0.09375,0.214286,0.333333,0.403846,0,y
13560,0,0,0.15625,0.5,0.666667,0.75,0,n
13528,0,0,0.40625,0.357143,0.333333,0.807692,0,n
11284,0,0,0.1875,0.035714,0,0.471154,0,y
13041,0.25,0,0.25,0.535714,0.333333,0.721154,0.5,n
12526,0.25,0,0.15625,0.428571,0.666667,0.576923,0,n
13065,0,0,0.15625,0.428571,0.333333,0.721154,0.75,y
11446,0.25,0.333333,0.09375,0.428571,0,0.817308,0.25,y
13063,0,0,0.09375,0.285714,0.333333,0.75,0.75,y
11110,0,0,0.28125,0.321429,0.333333,0.615385,0,y
13810,0,0,0.3125,0.321429,0.666667,0.778846,0,n
13254,0,0,0.09375,0.357143,0.333333,0.394231,0.75,y
13286,0,0,0.09375,0.214286,0.333333,0.423077,0.5,y
11878,0,0,0.09375,0.214286,0.333333,0.336538,0,y
13335,0,0,0.28125,0.607143,0.333333,0.778846,0,n
11759,0.25,0,0.09375,0.428571,0.333333,0.663462,0,y
13630,0,0,0.3125,0.714286,0.666667,0.682692,0.75,n
11675,0,0,0.375,0.464286,0.666667,0.875,0,n
12522,0.25,0,0.4375,0.5,0.666667,0.759615,0,n
13097,0,0,0.21875,0.214286,0.333333,0.394231,0,y
12777,0,0,0.4375,0.607143,0.666667,0.682692,0.5,n
11591,0,0,0.0625,0.25,0.333333,0.394231,0,y
12887,0.5,0,0.3125,0.392857,0.333333,0.673077,0,n
13356,0,0,0.125,0.142857,0.333333,0.480769,0.25,y
13556,0,0,0.1875,0.142857,0.333333,0.740385,0,y
11038,0,0,0.15625,0.25,0.333333,0.519231,0,y
11096,0,0,0.15625,0.464286,0.666667,0.365385,0,y
13013,0.25,0,0.25,0.464286,0.333333,0.807692,0,n
13504,0,0,0.3125,0.571429,0.666667,0.653846,0,n
11460,0.25,0.166667,0.125,0.428571,0.333333,0.769231,0,n
12577,0,0,0.25,0.714286,0.666667,0.875,0,n
13278,0,0,0.09375,0.535714,0.333333,0.865385,0.5,n
11959,0,0,0.34375,0.571429,0.666667,0.846154,0,n
12229,0,0,0.1875,0.678571,0.666667,0.875,0,n
12451,0,0,0.1875,0.535714,0.666667,0.807692,0,n
13571,0,0,0.3125,0.5,0.666667,0.490385,0.25,n
12449,0,0,0.375,0.428571,0.666667,0.759615,0,n
12828,0,0,0.21875,0.428571,0.666667,0.5,0.5,n
11718,0,0,0.1875,0.25,0.333333,0.384615,0,y
12434,0.25,0,0.25,0.428571,0.666667,0.701923,0,n
11867,0.25,0,0.15625,0.464286,0.333333,0.807692,0,n
11903,0,0,0.1875,0.142857,0.333333,0.298077,0,y
12906,0,0,0.21875,0.535714,0.666667,0.711538,0,n
11474,0.25,0.333333,0.3125,0.571429,0.333333,0.692308,0,n
13497,0,0,0.1875,0.392857,0.666667,0.788462,0,n
12963,0.25,0,0.15625,0.25,0.333333,0.721154,0,y
13365,0,0,0.1875,0.571429,0.333333,0.653846,0.25,y
12075,0.25,0,0.375,0.571429,0.666667,0.846154,0,n
13281,0,0,0.15625,0.285714,0.333333,0.538462,0.25,y
12852,0,0,0.34375,0.714286,0.666667,0.826923,0,n
13889,0,0,0.09375,0.142857,0.333333,0.548077,0,y
11586,0,0,0.15625,0.142857,0.333333,0.394231,0,y
12187,0.25,0,0.375,0.5,0.666667,0.759615,0,n
13125,0,0,0.1875,0.428571,0.333333,0.653846,0.5,y
11768,0,0,0.0625,0.5,0.666667,0.692308,0.25,n
11487,0.25,0.333333,0.3125,0.642857,0.333333,0.769231,0,n
12731,0.25,0,0.28125,0.464286,0.666667,0.807692,0.25,n
12517,0,0,0.25,0.535714,0.666667,0.798077,0,n
11622,0,0,0.09375,0.214286,0.333333,0.25,0,y
13633,0,0,0.09375,0.392857,0.333333,0.528846,0,y
11169,0,0,0.34375,0.321429,0.666667,0.615385,0,n
11488,0,0,0.03125,0.214286,0.333333,0.163462,0,y
13608,0,0,0.15625,0.464286,0.333333,0.788462,0.25,y
12604,0.25,0,0.4375,0.714286,0.666667,0.913462,0,n
13381,0,0,0.09375,0.142857,0.333333,0.413462,0.25,y
12923,0,0,0.3125,0.428571,0.666667,0.875,0,n
13823,0,0,0.34375,0.285714,0.333333,0.778846,0,y
12542,0,0,0.21875,0.392857,0.666667,0.798077,0,n
12934,0,0,0.46875,0.535714,0.666667,0.865385,0,n
13206,0,0,0.125,0.321429,0.333333,0.538462,0,y
11508,0,0,0.3125,0.535714,0.666667,0.692308,0,n
11152,0,0,0.15625,0.392857,0.333333,0.548077,0,y
10965,0.25,0.333333,0.15625,0.428571,0,0.490385,0.25,y
13541,0,0,0.40625,0.428571,0.666667,0.644231,0,n
13659,0,0,0.28125,0.464286,0.666667,0.865385,0.25,n
11166,0.25,0,0.15625,0.5,0.666667,0.759615,0,n
11190,0,0,0.21875,0.535714,0.666667,0.855769,0,n
13721,0,0,0.40625,0.535714,0.666667,0.75,0.25,n
11612,0,0,0.21875,0.321429,0.333333,0.653846,0.25,y
11200,0,0,0.125,0.5,0.333333,0.875,0,n
12380,0.25,0,0.28125,0.428571,0.666667,0.865385,0.25,n
11962,0.25,0,0.40625,0.571429,0.666667,0.826923,0,n
12352,0,0,0.25,0.535714,0.666667,0.798077,0,n
12937,0,0,0.28125,0.428571,0.666667,0.817308,0,n
12822,0,0,0.21875,0.535714,0.666667,0.903846,0.25,n
13321,0,0,0.1875,0.25,0.333333,0.423077,0.25,y
12860,0,0,0.25,0.607143,0.666667,0.730769,0.25,n
11489,0,0,0.25,0.357143,0.666667,0.653846,0.25,n
11516,0,0,0.25,0.392857,0.333333,0.615385,0,y
12949,0,0,0.34375,0.535714,0.666667,0.75,0.5,n
11990,0,0,0.25,0.678571,0.666667,0.788462,0.25,n
12127,0.25,0,0.40625,0.571429,0.666667,0.826923,0,n
13088,0,0,0.1875,0.571429,0.333333,0.663462,0.25,y
11412,0,0.166667,0.3125,0.392857,0.333333,0.788462,0.25,y
13559,0,0,0.1875,0.25,0.333333,0.384615,0,y
