tweet_id,hashtags,mentions,uppercase,nonalpha,urls,len,numbers,cluster
12850,0.25,0,0.4375,0.571429,0.666667,0.846154,0,n
12836,0.5,0,0.40625,0.571429,0.666667,0.625,0.25,n
12824,0.25,0,0.25,0.535714,0.666667,0.798077,0.5,n
13812,0,0,0.25,0.642857,0.666667,0.903846,0.25,n
11882,0,0,0.15625,0.285714,0.333333,0.480769,0,y
13515,0,0,0.375,0.464286,0.666667,0.759615,0,n
10976,0,0.166667,0.3125,0.464286,0.333333,0.951923,0,n
12065,0.25,0,0.34375,0.464286,0.666667,0.673077,0,n
11859,0,0,0.3125,0.428571,0.333333,0.615385,0,y
12535,0.25,0,0.34375,0.357143,0.666667,0.586538,0,n
11996,0.5,0,0.1875,0.392857,0.666667,0.836538,0,n
12752,0.25,0,0.34375,0.571429,0.666667,0.836538,0.5,n
11654,0,0.166667,0.3125,0.535714,0.666667,0.528846,0,n
13323,0,0,0.125,0.5,0.333333,0.538462,0.5,y
12163,0,0,0.3125,0.464286,0.666667,0.826923,0,n
13333,0,0,0.1875,0.321429,0.333333,0.528846,0.25,y
11946,0,0,0.1875,0.642857,0.333333,0.855769,0,n
11583,0,0,0.03125,0.321429,0.333333,0.240385,0,y
12564,0,0,0.1875,0.392857,0.666667,0.625,0,n
11668,0,0,0.09375,0.392857,0.333333,0.913462,0,n
13344,0,0,0.15625,0.285714,0.333333,0.769231,0.25,y
11909,0,0,0.09375,0.285714,0.333333,0.230769,0.25,y
11917,0,0,0.0625,0.392857,0.333333,0.692308,0,y
12994,0.25,0,0.3125,0.321429,0.333333,0.701923,0,y
11871,0.25,0,0.4375,0.571429,0.666667,0.711538,0,n
13197,0,0,0.3125,0.571429,0.666667,0.932692,0,n
11769,0,0,0.375,0.392857,0.666667,0.519231,0,n
13645,0,0,0.1875,0.142857,0.333333,0.442308,0,y
13669,0,0,0.0625,0.214286,0.333333,0.384615,0,y
12505,0.25,0,0.1875,0.5,0.666667,0.730769,0,n
13171,0,0,0.28125,0.607143,0.333333,0.788462,0.25,n
13543,0,0,0.28125,0.678571,0.666667,0.759615,0.25,n
13766,0,0,0.125,0.214286,0.333333,0.230769,0,y
11879,0,0,0.1875,0.285714,0.333333,0.490385,0,y
12358,0,0,0.25,0.392857,0.666667,0.538462,0.5,n
11045,0,0,0.15625,0.428571,0.333333,0.557692,0,y
13437,0,0,0.28125,0.285714,0.333333,0.528846,0.25,y
11642,0,0,0.21875,0.535714,0.333333,0.932692,0,n
13940,0,0,0.0625,0.285714,0.333333,0.692308,0.75,y
12227,0.75,0,0.28125,0.607143,0.666667,0.740385,0,n
11739,0,0,0.1875,0.321429,0.333333,0.259615,0,y
13905,0,0,0.15625,0.25,0.333333,0.278846,0,y
13118,0,0,0.25,0.285714,0.333333,0.509615,0.25,y
12470,0.25,0,0.25,0.357143,0.666667,0.326923,0,y
12611,0.25,0,0.1875,0.535714,0.666667,0.586538,0,n
11431,0,0,0.125,0.285714,0.333333,0.211538,0,y
12243,0,0,0.34375,0.428571,0.666667,0.673077,0.25,n
13864,0,0,0.15625,0.357143,0.333333,0.471154,0,y
11763,0,0,0.28125,0.392857,0.666667,0.442308,0,n
13446,0,0,0.28125,0.464286,0.666667,0.923077,0,n
12149,0.25,0,0.15625,0.464286,0.666667,0.759615,0.5,n
13276,0,0,0.15625,0.285714,0.333333,0.769231,0.25,y
13305,0,0,0.1875,0.321429,0.333333,0.451923,0.25,y
12965,0.25,0,0.28125,0.321429,0.333333,0.730769,0.5,y
13566,0,0,0.15625,0.285714,0.333333,0.471154,0,y
13248,0.25,0,0.1875,0.392857,0.333333,0.461538,0,y
12715,0.5,0,0.4375,0.571429,0.666667,0.615385,0,n
11285,0,0,0.09375,0.25,0.333333,0.528846,0,y
12405,0.25,0,0.46875,0.5,0.666667,0.721154,0,n
12981,0.25,0,0.15625,0.357143,0.333333,0.557692,0.5,y
11927,0,0,0.25,0.285714,0.333333,0.653846,0,y
12099,0.5,0,0.34375,0.464286,0.666667,0.653846,0,n
13637,0,0,0.25,0.75,0.666667,0.875,0,n
13051,0,0,0.1875,0.285714,0.333333,0.432692,0,y
11370,0,0,0.125,0.214286,0.333333,0.163462,0,y
13409,0,0,0.8125,0.535714,0.333333,0.855769,0.25,n
12446,0,0,0.28125,0.535714,0.666667,0.807692,0,n
13345,0,0,0.09375,0.535714,0.333333,0.855769,0.25,n
12706,0,0,0.1875,0.392857,0.666667,0.798077,0,n
11503,0,0,0.25,0.392857,0.333333,0.144231,0,y
11835,0.25,0,0.34375,0.571429,0.666667,0.759615,0,n
13735,0,0,0.28125,0.785714,0.666667,0.932692,0.25,n
12464,0.25,0,0.46875,0.571429,0.666667,0.826923,0,n
13922,0,0,0.0625,0.285714,0.333333,0.307692,0,y
12847,0.25,0,0.28125,0.714286,0.666667,0.730769,0.25,n
12679,0.25,0,0.28125,0.428571,0.666667,0.471154,0,n
13036,0.25,0,0.28125,0.607143,0.333333,0.788462,0.5,n
11698,0,0,0.5,0.285714,0.333333,0.528846,0,y
11143,0,0,0.125,0.142857,0.333333,0.230769,0,y
11708,0,0,0.1875,0.535714,0.666667,0.663462,0,n
12132,0,0,0.1875,0.464286,0.666667,0.673077,0,n
13498,0,0,0.25,0.321429,0.666667,0.490385,0.5,y
13062,0,0,0.21875,0.285714,0.333333,0.567308,0.5,y
13457,0,0,0.25,0.321429,0.333333,0.221154,0,y
11047,0,0,0.1875,0.142857,0.333333,0.221154,0,y
11266,0,0,0.34375,0.464286,0.666667,0.528846,0,n
13244,0,0,0.09375,0.214286,0.333333,0.432692,0.5,y
13548,0,0,0.15625,0.142857,0.333333,0.375,0,y
12884,0.25,0,0.21875,0.607143,0.333333,0.75,0,n
11208,0.25,0,0.40625,0.678571,0.666667,0.942308,0.25,n
12418,0.25,0,0.4375,0.571429,0.666667,0.846154,0,n
11836,0,0,0.15625,0.142857,0.333333,0.423077,0,y
12984,0.25,0,0.28125,0.321429,0.333333,0.788462,0.5,y
12267,0.25,0,0.34375,0.428571,0.666667,0.884615,0,n
12386,0.25,0,0.21875,0.714286,0.666667,0.721154,0.25,n
13083,0,0,0.25,0.714286,0.333333,0.826923,0.5,n
13634,0,0,0.28125,0.392857,0.333333,0.798077,0,n
13947,0,0,0.09375,0.142857,0.333333,0.5,0,y
12461,0,0,0.375,0.535714,0.666667,0.894231,0,n
13476,0,0,0.125,0.392857,0.333333,0.442308,0,y
13006,0.25,0,0.21875,0.678571,0.333333,0.701923,0,n
13402,0,0,0.125,0.321429,0.333333,0.432692,0.25,y
12240,0,0,0.375,0.607143,0.666667,0.721154,0,n
11701,0,0,0.6875,0.428571,0.666667,0.730769,0,n
11092,0.25,0.333333,0.15625,0.392857,0,0.759615,0.25,y
13156,0,0,0.09375,0.25,0.333333,0.740385,0,y
12882,0.25,0,0.28125,0.464286,0.666667,0.875,0,n
12955,0,0.333333,0.28125,0.428571,0.333333,0.826923,0,n
11147,0,0,0.09375,0.321429,0.333333,0.25,0,y
12325,0,0,0.375,0.535714,0.666667,0.509615,0,n
12437,0.5,0,0.34375,0.607143,0.666667,0.682692,0.25,n
12101,0.5,0,0.375,0.75,0.666667,0.807692,0.25,n
12944,0.25,0,0.375,0.5,0.666667,0.682692,0,n
12476,0,0,0.3125,0.464286,0.666667,0.673077,0,n
12042,0.5,0,0.3125,0.607143,0.666667,0.769231,0,n
11347,0,0,0.15625,0.392857,0.333333,0.211538,0,y
13339,0,0,0.53125,0.178571,0.333333,0.471154,0.5,y
11912,0,0,0.21875,0.428571,0.333333,0.548077,0,y
11346,0,0,0.25,0.214286,0.333333,0.346154,0,y
11176,0,0,0.3125,0.535714,0.666667,0.711538,0,n
12721,0,0,0.28125,0.535714,0.666667,0.740385,0.5,n
11839,0,0,0.3125,0.25,0.333333,0.538462,0,y
13743,0,0,0.1875,0.392857,0.666667,0.644231,0,n
11148,0,0,0.28125,0.214286,0.333333,0.365385,0,y
11391,0,0,0.3125,0.535714,0.666667,0.884615,0,n
11040,0,0,0.1875,0.285714,0.333333,0.375,0,y
12181,0,0,0.25,0.392857,0.666667,0.817308,0.25,n
12648,0.25,0,0.34375,0.357143,0.666667,0.75,0,n
13191,0,0,0.1875,0.357143,0.333333,0.442308,0,y
13000,0.25,0,0.21875,0.464286,0.333333,0.451923,0,y
12964,0,0,0.3125,0.607143,0.666667,0.942308,0,n
11061,0,0,0.0625,0.285714,0.333333,0.365385,0,y
11399,0,0,0.4375,0.464286,0.666667,0.913462,0,n
13933,0,0,0.1875,0.428571,0.333333,0.567308,0,y
11268,0,0,0.28125,0.464286,0.666667,0.884615,0.25,n
12236,0,0,0.28125,0.321429,0.666667,0.567308,0,n
12958,0,0,0.3125,0.714286,0.666667,0.625,0,n
11118,0,0,0.1875,0.321429,0.333333,0.317308,0,y
13407,0,0,0.15625,0.178571,0.333333,0.576923,0.5,y
11042,0,0,0.1875,0.214286,0.333333,0.288462,0,y
11527,0,0,0.1875,0.214286,0.333333,0.278846,0,y
12581,0,0,0.3125,0.607143,0.666667,0.721154,0,n
11141,0.25,0,0.125,0.464286,0.333333,0.615385,0,y
12500,0,0,0.40625,0.428571,0.666667,0.875,0,n
12051,0.25,0,0.4375,0.5,0.666667,0.567308,0,n
12812,0.5,0,0.25,0.464286,0.666667,0.644231,0.25,n
13483,0,0,0.21875,0.428571,0.333333,0.682692,0,y
11890,0,0,0.25,0.214286,0.333333,0.442308,0.5,y
13792,0,0,0.21875,0.428571,0.666667,0.509615,0,n
13722,0,0,0.1875,0.571429,0.666667,0.778846,0,n
11670,0,0,0.4375,0.214286,0.333333,0.278846,0,y
11709,0,0.333333,0.25,0.535714,0.333333,0.932692,0,n
11744,0,0,0.03125,0.642857,0.333333,0.788462,0,n
11971,0.25,0,0.3125,0.5,0.666667,0.865385,0,n
13130,0,0,0.21875,0.678571,0.333333,0.759615,0,n
12814,0.25,0,0.125,0.5,0.333333,0.711538,0,n
13078,0,0,0.09375,0.285714,0.333333,0.298077,0.5,y
12171,0,0,0.25,0.571429,0.666667,0.692308,0,n
12793,0.25,0,0.1875,0.75,0.666667,0.798077,0.25,n
12613,0,0,0.40625,0.428571,0.666667,0.759615,0,n
13264,0,0,0.40625,0.678571,0.333333,0.605769,0.25,n
11361,0,0,0.21875,0.428571,0.333333,0.423077,0,y
12503,0.5,0,0.46875,0.678571,0.666667,0.817308,0,n
11194,0.25,0,0.5,0.428571,0.666667,0.634615,0,n
11025,0,0,0.15625,0.214286,0.333333,0.230769,0.25,y
12890,0.25,0,0.25,0.464286,0.333333,0.740385,0,n
12199,0.25,0,0.28125,0.535714,0.666667,0.788462,0.25,n
13114,0,0,0.375,0.285714,0.333333,0.653846,0.5,y
11348,0,0,0.1875,0.285714,0.333333,0.221154,0.25,y
13108,0,0,0.09375,0.214286,0.333333,0.442308,0.75,y
11401,0,0,0.28125,0.357143,0.666667,0.653846,0,n
11117,0,0,0.125,0.214286,0.333333,0.173077,0,y
12627,0,0,0.34375,0.607143,0.666667,0.913462,0.25,n
13089,0,0,0.15625,0.428571,0.333333,0.711538,0.5,y
11353,0.5,0.166667,0.53125,0.464286,0.333333,0.826923,0,n
13621,0,0,0.28125,0.321429,0.666667,0.769231,0,n
13079,0,0,0.8125,0.535714,0.333333,0.865385,0.5,n
11081,0,0.333333,0.21875,0.607143,0.333333,0.759615,0,n
12561,0,0,0.28125,0.607143,0.666667,0.721154,0,n
13436,0,0,0.28125,0.357143,0.333333,0.557692,0,y
13410,0,0,0.125,0.321429,0.333333,0.432692,0.25,y
13757,0,0,0.3125,0.535714,0.666667,0.701923,0,n
13802,0,0,0.15625,0.178571,0.333333,0.125,0,y
11785,0.25,0.166667,0.28125,0.571429,0.666667,0.884615,0,n
11106,0,0,0.375,0.5,0.666667,0.807692,0,n
12105,0,0,0.34375,0.428571,0.666667,0.875,0,n
11294,0,0,0.28125,0.571429,0.666667,0.644231,0,n
13455,0,0,0.1875,0.392857,0.333333,0.605769,0,y
13530,0,0,0.21875,0.321429,0.666667,0.634615,0,n
11344,0,0.166667,0.125,0.464286,0.333333,0.490385,0,y
12641,0,0,0.1875,0.535714,0.666667,0.701923,0,n
11248,0.25,0,0.5,0.678571,0.666667,0.788462,0,n
12657,0,0,0.375,0.857143,0.666667,0.961538,0.75,n
11150,0,0,0.1875,0.25,0.333333,0.634615,0,y
11334,0,0,0.53125,0.464286,0.666667,0.528846,0.25,n
11888,0,0,0.125,0.214286,0.333333,0.480769,0,y
13135,0,0,0.125,0.321429,0.333333,0.451923,0.75,y
11192,0,0,0.59375,0.5,0.666667,0.894231,0,n
11293,0,0,0.21875,0.392857,0.666667,0.673077,0,n
12501,0,0,0.28125,0.464286,0.666667,0.567308,0,n
13250,0,0,0.15625,0.25,0.333333,0.403846,0.75,y
12157,0,0,0.25,0.428571,0.666667,0.875,0,n
13002,0.25,0,0.5625,0.5,0.333333,0.817308,0,n
12246,0,0,0.15625,0.464286,0.666667,0.721154,0,n
13464,0,0,0.21875,0.928571,0.333333,0.826923,0,n
12280,0.25,0,0.375,0.535714,0.666667,0.644231,0.25,n
13891,0,0,0.25,0.285714,0.333333,0.528846,0,y
12312,0,0,0.375,0.535714,0.666667,0.865385,0,n
13265,0,0,0.15625,0.428571,0.333333,0.701923,0.25,y
12479,0,0,0.34375,0.535714,0.666667,0.865385,0,n
11303,0,0,0.125,0.357143,0.333333,0.932692,0,n
12742,0.25,0,0.3125,0.678571,0.666667,0.903846,0.25,n
13544,0,0,0.34375,0.607143,0.666667,0.519231,0,n
12006,0,0,0.46875,0.392857,0.666667,0.75,0.25,n
13780,0.25,0,0.15625,0.321429,0.333333,0.211538,0,y
12626,0,0,0.3125,0.535714,0.666667,0.807692,0,n
13256,0,0,0.09375,0.535714,0.333333,0.875,0.75,n
13362,0,0,0.1875,0.142857,0.333333,0.355769,0.25,y
12153,0.25,0,0.3125,0.642857,0.666667,0.663462,0,n
12792,0.25,0,0.28125,0.428571,0.666667,0.846154,0.25,n
11595,0,0,0.125,0.142857,0.333333,0.365385,0,y
11242,0,0,0.21875,0.321429,0.666667,0.663462,0,n
12590,0.25,0,0.1875,0.678571,0.666667,0.942308,0,n
13309,0,0,0.15625,0.285714,0.333333,0.336538,0.5,y
13718,0,0,0.34375,0.321429,0.666667,0.557692,0,n
13076,0,0,0.25,0.607143,0.333333,0.884615,0.25,n
11340,0.25,0,0.15625,0.464286,0.333333,0.653846,0.25,y
13584,0,0,0.1875,0.321429,0.333333,0.644231,0,y
12916,0.5,0,0.28125,0.464286,0.666667,0.653846,0,n
11826,0,0,0.25,0.464286,0.666667,0.836538,0,n
11035,0,0,0.25,0.214286,0.333333,0.451923,0,y
13682,0,0,0.09375,0.142857,0.333333,0.403846,0,y
13845,0,0,0.21875,0.428571,0.333333,0.826923,0,n
11480,0.25,0.333333,0.9375,0.392857,0.333333,0.711538,0.25,n
11683,0,0,0.1875,0.678571,0.333333,0.961538,0,n
13025,0.25,0,0.1875,0.535714,0.666667,0.471154,0,n
13462,0,0,0.15625,0.178571,0.333333,0.259615,0,y
11007,0,0,0.28125,0.321429,0.666667,0.432692,0,y
12970,0.25,0,0.75,0.5,0.333333,0.942308,0.75,n
13910,0,0,0.4375,0.25,0.333333,0.605769,0,y
12074,0.25,0,0.1875,0.75,0.666667,0.788462,0,n
12493,0.25,0.166667,0.40625,0.821429,0.666667,0.740385,0.25,n
13456,0,0,0.15625,0.142857,0.333333,0.490385,0.5,y
13732,0.25,0,0.34375,0.464286,0.333333,0.759615,0,n
12320,0.25,0,0.53125,0.571429,0.666667,0.759615,0.25,n
12733,0,0,0.21875,0.714286,0.666667,0.836538,0.25,n
13680,0,0,0.15625,0.25,0.333333,0.375,0,y
12319,0.25,0,0.3125,0.357143,0.666667,0.75,0,n
13399,0,0,0.1875,0.357143,0.333333,0.480769,0.25,y
12044,0,0,0.21875,0.392857,0.666667,0.596154,0,n
11041,0,0,0.15625,0.214286,0.333333,0.298077,0.25,y
13010,0.25,0,0.28125,0.714286,0.333333,0.875,0,n
12683,0.25,0,0.34375,0.5,0.666667,0.759615,0,n
12169,0.25,0,0.375,0.464286,0.666667,0.798077,0,n
12369,0.5,0,0.1875,0.464286,0.666667,0.653846,0,n
13366,0,0,0.78125,0.535714,0.333333,0.865385,0.5,n
11099,0,0,0.09375,0.214286,0.333333,0.25,0,y
12746,0,0,0.34375,0.464286,0.666667,0.75,0.5,n
12103,0.25,0,0.25,0.535714,0.666667,0.836538,0,n
12894,0.5,0,0.3125,0.285714,0.333333,0.634615,0,y
11857,0.25,0,0.25,0.464286,0.333333,0.711538,0,n
12295,0,0,0.15625,0.607143,0.666667,0.692308,0.25,n
12146,0.25,0,0.5,0.571429,0.666667,0.759615,0.25,n
13896,0,0,0.1875,0.142857,0.333333,0.317308,0,y
12015,0.25,0,0.1875,0.5,0.666667,0.75,0,n
12515,0.25,0,0.46875,0.428571,0.666667,0.855769,0,n
13007,0.25,0,0.21875,0.321429,0.333333,0.875,0,n
11205,0,0,0.375,0.428571,0.666667,0.836538,0,n
13074,0,0,0.1875,0.571429,0.333333,0.730769,0,n
13058,0,0,0.40625,0.678571,0.333333,0.615385,0.5,n
13647,0.25,0,0.15625,0.357143,0.333333,0.115385,0.25,y
13746,0,0,0.125,0.25,0.333333,0.173077,0.25,y
12106,0,0,0.53125,0.428571,0.666667,0.759615,0,n
11609,0,0,0.25,0.535714,0.333333,0.423077,0,y
11543,0.25,0.333333,0.21875,0.428571,0,0.903846,0.25,y
11197,0.25,0,0.21875,0.428571,0.333333,0.519231,0,y
12162,0.25,0,0.25,0.357143,0.666667,0.576923,0,n
12384,0.25,0,0.1875,0.571429,0.666667,0.932692,0,n
13857,0,0,0.25,0.5,0.333333,0.923077,0,n
13641,0,0,0.25,0.142857,0.333333,0.509615,0,y
12572,0,0,0.3125,0.392857,0.666667,0.817308,0,n
11811,0,0,0.46875,0.642857,0.666667,0.730769,0,n
12442,0.5,0,0.375,0.464286,0.666667,0.653846,0,n
11831,0.25,0,0.15625,0.25,0.333333,0.221154,0,y
13046,0.25,0,0.25,0.25,0.333333,0.394231,0.5,y
12133,0.25,0,0.21875,0.607143,0.333333,0.605769,0,n
13439,0,0,0.1875,0.392857,0.333333,0.923077,0,n
12367,0,0,0.3125,0.464286,0.666667,0.721154,0,n
11465,0.25,0.166667,0.28125,0.285714,0.333333,0.355769,0,y
11302,0.25,0,0.21875,0.357143,0.666667,0.75,0,n
11967,0.25,0,0.40625,0.642857,0.666667,0.836538,0,n
11442,0.25,0.333333,0.15625,0.535714,0,0.769231,0.5,y
13512,0,0,0.375,0.464286,0.666667,0.682692,0,n
12389,0,0,0.1875,0.714286,0.666667,0.625,0,n
12689,0,0,0.34375,0.535714,0.666667,0.778846,0,n
11140,0,0,0.21875,0.178571,0.333333,0.307692,0,y
11473,0,0,0.28125,0.321429,0.666667,0.326923,0,y
13494,0,0,0.21875,0.178571,0.333333,0.634615,0,y
13574,0,0,0.0625,0.357143,0.333333,0.528846,0,y
12749,0.25,0,0.21875,0.5,0.666667,0.759615,0.5,n
12980,0.25,0,0.1875,0.321429,0.333333,0.413462,0.5,y
12244,0,0,0.28125,0.5,0.666667,0.471154,0,n
13243,0,0,0.34375,0.535714,0.333333,0.596154,0.25,y
13143,0,0,0.15625,0.142857,0.333333,0.673077,0.25,y
12896,0.25,0,0.28125,0.607143,0.333333,0.605769,0,n
13795,0,0,0.21875,0.5,0.333333,0.826923,0,n
11485,0,0,0.15625,0.25,0.333333,0.538462,0,y
12248,0.5,0,0.28125,0.857143,0.333333,0.663462,0,n
12558,0.25,0,0.40625,0.464286,0.666667,0.701923,0,n
13042,0.25,0,0.46875,0.321429,0.333333,0.855769,0.25,n
13304,0,0,0.1875,0.142857,0.333333,0.355769,0.25,y
12175,0.25,0,0.3125,0.5,0.666667,0.596154,0,n
13679,0,0,0.125,0.5,0.333333,0.538462,0.5,y
12425,0.25,0,0.34375,0.357143,0.666667,0.730769,0,n
13314,0,0,0.09375,0.25,0.333333,0.75,0.25,y
13403,0,0,0.125,0.25,0.333333,0.384615,0.25,y
12830,0.5,0,0.40625,0.821429,0.666667,0.836538,0.25,n
11257,0,0,0.28125,0.428571,0.666667,0.644231,0,n
12323,0.25,0,0.40625,0.678571,0.666667,0.711538,0,n
12020,0.25,0,0.3125,0.571429,0.666667,0.807692,0,n
13855,0,0,0.125,0.285714,0.333333,0.682692,0,y
12815,0.25,0,0.40625,0.392857,0.666667,0.75,0.25,n
13451,0,0,0.1875,0.428571,0.333333,0.586538,0,y
13565,0,0,0.1875,0.321429,0.333333,0.586538,0,y
13622,0,0,0.21875,0.464286,0.666667,0.528846,0,n
12759,0.25,0,0.375,0.714286,0.666667,0.817308,0.5,n
13194,0,0,0.5625,0.178571,0.333333,0.461538,0.25,y
12260,0.5,0,0.3125,0.607143,0.666667,0.682692,0.25,n
12002,0.25,0,0.5,0.428571,0.666667,0.855769,0,n
11672,0,0,0.21875,0.392857,0.666667,0.586538,0.25,n
11498,0,0,0.28125,0.392857,0.666667,0.480769,0,n
11592,0,0,0.21875,0.214286,0.333333,0.346154,0,y
12592,0.25,0,0.25,0.428571,0.666667,0.615385,0,n
12371,0.25,0,0.4375,0.464286,0.666667,0.701923,0,n
11322,0,0,0.28125,0.464286,0.666667,0.740385,0,n
13031,0.25,0,0.375,0.75,0.333333,0.942308,0.5,n
11999,0.25,0,0.375,0.714286,0.666667,0.798077,0,n
12095,0.25,0,0.28125,0.428571,0.666667,0.884615,0,n
11919,0,0,0.09375,0.285714,0.333333,0.461538,0,y
12800,0.25,0,0.21875,0.428571,0.666667,0.480769,0.25,n
11762,0,0,0.0625,0.214286,0.333333,0.288462,0,y
11120,0.25,0,0.21875,0.571429,0.666667,0.759615,0,n
11684,0,0,0.28125,0.464286,0.666667,0.788462,0,n
10961,0.25,0.333333,0.21875,0.321429,0,0.942308,0.25,y
13411,0,0,0.1875,0.285714,0.333333,0.673077,0.5,y
12909,0.5,0,0.375,0.607143,0.666667,0.682692,0.25,n
13057,0,0,0.03125,0.357143,0.333333,0.528846,0.5,y
13303,0,0,0.3125,0.178571,0.333333,0.519231,0,y
12841,0.25,0,0.28125,0.607143,0.666667,0.538462,0.25,n
13809,0,0,0.21875,0.535714,0.666667,0.442308,0,n
13625,0,0,0.15625,0.142857,0.333333,0.240385,0,y
10977,0,0,0.21875,0.25,0.333333,0.317308,0,y
11338,0,0,0.21875,0.321429,0.333333,0.490385,0,y
11016,0,0,0.1875,0.321429,0.666667,0.759615,0,n
11813,0.25,0,0.1875,0.392857,0.666667,0.528846,0,n
11202,0.25,0,0.4375,0.428571,0.666667,0.759615,0,n
13814,0,0,0.125,0.142857,0.333333,0.298077,0.25,y
11624,0,0,0.09375,0.571429,0.333333,0.778846,0.25,n
11579,0,0,0.21875,0.214286,0.333333,0.269231,0,y
12113,0.25,0,0.28125,0.428571,0.666667,0.759615,0.25,n
11630,0,0.333333,0.125,0.357143,0.333333,0.548077,0,y
13094,0,0,0.15625,0.214286,0.333333,0.269231,0.25,y
11594,0,0,0.40625,0.428571,0.666667,0.855769,0,n
11275,0.25,0,0.21875,0.071429,0,0.259615,0,y
12691,0,0,0.4375,0.464286,0.666667,0.721154,0,n
11809,0.25,0.166667,0.28125,0.642857,0.666667,0.855769,0.25,n
11873,0.25,0,0.15625,0.642857,0.333333,0.884615,0,n
11700,0.25,0.333333,0.34375,0.428571,0,0.557692,0.25,y
11408,0,0,0.25,0.535714,0.666667,0.836538,0.25,n
13168,0,0,0.8125,0.535714,0.333333,0.865385,0.5,n
11937,0,0,0.21875,0.214286,0.333333,0.384615,0,y
12370,0.25,0,0.09375,0.642857,0.666667,0.817308,0,n
11846,0,0,0.3125,0.178571,0.333333,0.346154,0,y
11736,0,0,0.09375,0.25,0.333333,0.317308,0,y
12562,0.25,0,0.25,0.464286,0.333333,0.740385,0,n
11546,0,0,0.25,0.5,0.666667,0.673077,0.25,n
12961,0,0,0.25,0.321429,0.666667,0.615385,0,n
12383,0,0,0.125,0.392857,0.666667,0.798077,0,n
10990,0.25,0.166667,0.4375,0.607143,0.333333,0.894231,0,n
13236,0,0,0.25,0.285714,0.333333,0.5,0,y
11570,0.25,0,0.46875,0.321429,0.333333,0.605769,0,y
13373,0,0,0.1875,0.25,0.333333,0.423077,0.25,y
12361,0.25,0,0.25,0.5,0.666667,0.75,0,n
11289,0,0,0.15625,0.535714,0.333333,0.951923,0,n
11960,0,0,0.28125,0.392857,0.666667,0.711538,0,n
11993,0,0,0.28125,0.464286,0.666667,0.567308,0,n
12718,0.25,0,0.40625,0.464286,0.666667,0.692308,0.5,n
12716,0.25,0,0.34375,0.5,0.666667,0.625,0.5,n
12711,0,0,0.25,0.392857,0.666667,0.471154,0.25,n
11376,0,0,0.3125,0.464286,0.666667,0.605769,0,n
11847,0.25,0,0.46875,0.357143,0.666667,0.557692,0.25,n
12930,0,0,0.25,0.535714,0.666667,0.894231,0,n
12869,0.25,0,0.34375,0.571429,0.666667,0.932692,0,n
12310,0.25,0,0.3125,0.428571,0.666667,0.576923,0,n
11621,0,0.333333,0.40625,0.428571,0.333333,0.682692,0,y
11526,0,0,0.1875,0.285714,0.333333,0.442308,0,y
12328,0,0,0.34375,0.857143,0.666667,0.961538,0.75,n
12650,0.25,0,0.375,0.571429,0.666667,0.759615,0.25,n
13421,0,0,0.15625,0.178571,0.333333,0.567308,0.25,y
13311,0,0,0.1875,0.571429,0.333333,0.653846,0.25,y
12423,0.25,0,0.25,0.428571,0.666667,0.471154,0,n
12091,0,0,0.28125,0.321429,0.666667,0.807692,0,n
11477,0.25,0.333333,0.125,0.5,0,0.932692,0,y
12717,0,0,0.21875,0.392857,0.666667,0.817308,0.5,n
11578,0,0,0.4375,0.607143,0.666667,0.75,0,n
12022,0.25,0,0.25,0.642857,0.666667,0.817308,0,n
12603,0.5,0,0.40625,0.464286,0.666667,0.653846,0,n
12078,0,0,0.1875,0.464286,0.666667,0.721154,0,n
13688,0,0,0.1875,0.285714,0.333333,0.778846,0,y
12599,0,0,0.25,0.464286,0.666667,0.644231,0.5,n
12773,0,0,0.28125,0.607143,0.666667,0.721154,0,n
13468,0,0,0.3125,0.464286,0.666667,0.769231,0.75,n
11499,0,0,0.25,0.357143,0.666667,0.769231,0,n
12951,0,0,0.1875,0.75,0.666667,0.740385,0.25,n
12685,0.25,0.166667,0.40625,0.392857,0.666667,0.701923,0,n
12875,0,0,0.1875,0.464286,0.666667,0.721154,0,n
13883,0,0,0.28125,0.178571,0.333333,0.75,0,y
11908,0,0,0.125,0.142857,0.333333,0.317308,0,y
11572,0,0,0.09375,0.75,0.333333,0.769231,0,n
11904,0,0,0.21875,0.392857,0.333333,0.663462,0,y
12304,0,0,0.1875,0.464286,0.666667,0.673077,0,n
11430,0.25,0,0.21875,0.285714,0.333333,0.567308,0.25,y
13064,0,0,0.15625,0.285714,0.333333,0.605769,0.5,y
12879,0.25,0,0.21875,0.642857,0.666667,0.826923,0.25,n
11407,0,0,0.03125,0.678571,0.333333,0.836538,0,n
12589,0.25,0,0.40625,0.464286,0.666667,0.875,0,n
12410,0.25,0,0.1875,0.5,0.666667,0.836538,0,n
12640,0.25,0,0.4375,0.428571,0.666667,0.576923,0,n
10967,0,0.333333,0.34375,0.607143,0.333333,0.961538,0,n
11129,0,0,0.15625,0.464286,0.333333,0.557692,0,y
13066,0,0,0.15625,0.25,0.333333,0.394231,0.5,y
12754,0.25,0,0.40625,0.5,0.666667,0.596154,0.5,n
11270,0,0,0.21875,0.428571,0.666667,0.894231,0,n
13661,0,0,0.15625,0.142857,0.333333,0.5,0,y
11635,0,0,0.15625,0.321429,0.333333,0.326923,0,y
12863,0,0,0.25,0.464286,0.666667,0.682692,0.25,n
