tweet_id,hashtags,mentions,uppercase,nonalpha,urls,len,numbers
12557,1,0,14,17,2,113,0
12763,0,0,13,12,2,110,0
12400,1,0,13,17,2,113,0
12881,0,0,13,15,2,95,1
11712,0,0,14,13,1,132,0
11060,0,0,6,9,1,63,0
11936,0,0,12,3,0,74,0
12880,0,0,7,12,2,112,1
13916,0,0,5,12,1,100,0
12442,2,0,14,14,2,113,0
12262,0,0,5,12,2,99,0
12143,1,0,12,16,2,100,0
13147,0,0,7,9,1,107,1
12076,1,0,17,13,2,94,0
11511,0,0,10,15,2,116,0
13496,0,0,11,19,1,104,0
13517,0,0,16,18,2,116,0
13593,0,0,6,10,1,73,0
10954,0,0,5,9,1,109,0
12233,0,0,13,18,2,142,0
13045,1,0,10,6,1,127,1
11847,1,0,17,11,2,103,1
11730,0,0,12,7,1,96,0
12494,1,0,11,15,2,126,2
12740,2,0,12,18,2,125,0
13442,0,0,7,17,1,84,1
13096,0,0,8,13,1,112,1
11611,0,0,9,7,1,68,0
13815,0,0,8,23,2,142,0
11164,1,0,9,14,1,136,1
12774,2,0,8,15,1,120,0
13896,0,0,8,5,1,78,0
13731,0,0,10,12,2,114,1
13352,0,0,11,7,1,101,0
11243,0,0,10,9,1,84,0
12890,1,0,10,14,1,122,0
11997,0,0,10,12,2,126,1
11970,2,0,9,16,2,118,0
13182,0,0,5,6,1,76,1
12427,1,0,15,14,2,136,0
13256,0,0,5,16,1,136,3
12271,1,0,4,13,2,110,0
13114,0,0,14,9,1,113,2
12192,1,0,12,17,2,129,0
13491,0,0,4,12,1,106,0
13067,0,0,5,16,1,137,4
12730,1,0,13,15,2,125,1
11764,0,0,8,10,2,94,0
13099,0,0,10,7,1,99,1
12908,0,1,15,13,2,84,0
12699,1,0,10,19,2,130,0
12318,0,0,15,10,2,114,0
13547,0,0,7,10,1,116,1
13661,0,0,7,5,1,97,0
12121,0,0,9,17,2,133,0
11501,0,0,5,8,1,64,0
12046,1,0,13,21,2,119,0
13301,0,0,6,5,1,95,1
11025,0,0,7,7,1,69,1
12520,1,0,14,14,2,128,0
11420,0,1,10,10,1,99,0
12189,1,0,8,18,1,124,0
13468,0,0,12,14,2,125,3
11384,1,1,10,8,0,118,0
11016,0,0,8,10,2,124,0
13131,0,0,7,9,1,125,1
13252,0,0,9,12,1,119,2
11019,0,0,7,18,2,117,0
12118,0,0,11,12,2,119,0
13220,0,0,8,9,1,114,1
12978,1,0,17,10,1,135,2
11968,0,0,11,13,2,121,1
13127,0,0,7,13,1,117,0
12633,1,0,15,15,2,135,0
13378,0,0,8,9,1,114,1
11316,0,0,9,14,1,78,0
12428,1,0,9,12,1,113,0
13626,0,0,5,9,1,84,0
11854,1,0,12,15,1,103,0
13066,0,0,7,8,1,86,2
13138,0,0,6,5,1,96,2
12556,2,0,15,13,2,129,0
11294,0,0,11,17,2,112,0
13043,1,0,13,10,1,111,2
11554,1,2,10,12,0,137,1
13223,0,0,5,16,1,133,0
13769,0,0,10,15,2,115,0
12208,1,0,7,21,2,120,0
11491,0,0,9,17,2,115,0
12848,0,0,15,20,2,126,2
13446,0,0,11,14,2,141,0
11131,0,0,14,14,2,120,0
13081,0,0,8,8,1,95,1
10993,0,0,5,7,1,71,0
13421,0,0,7,6,1,104,1
11650,0,0,10,17,1,136,0
11365,1,1,7,11,0,144,0
12340,2,0,12,12,1,115,0
11048,0,0,4,5,1,78,0
12483,1,0,16,15,2,123,1
12839,1,0,11,13,2,115,1
13798,0,0,9,20,2,128,0
12603,2,0,15,14,2,113,0
12780,1,0,12,16,2,129,2
12618,0,0,19,10,2,111,1
13556,0,0,8,5,1,122,0
11013,0,0,8,14,1,144,0
13261,0,0,9,9,1,103,1
12379,1,0,10,16,2,127,1
12911,0,0,4,12,2,110,0
11588,0,0,5,16,1,125,1
11395,0,0,17,16,1,133,0
13608,0,0,7,14,1,127,1
13903,0,0,4,12,1,128,0
13871,0,0,8,5,1,86,0
12448,0,0,9,13,2,136,0
12363,1,0,13,16,2,129,0
11173,0,0,10,17,2,134,1
11397,0,0,3,7,1,91,0
11621,0,2,15,13,1,116,0
11340,1,0,7,14,1,113,1
13224,0,0,7,9,1,125,1
11359,1,1,16,22,2,126,0
12222,0,0,10,12,2,110,0
12154,2,0,10,16,2,118,0
13685,0,0,9,9,1,106,0
11210,1,0,9,6,1,124,0
11720,0,0,20,12,1,129,0
13835,0,0,7,7,1,104,0
13799,0,0,10,9,1,58,0
12451,0,0,8,16,2,129,0
11804,0,0,7,14,1,81,0
13179,0,0,6,8,1,109,0
12795,0,0,14,10,2,106,0
10987,0,0,5,17,1,65,0
12175,1,0,12,15,2,107,0
11209,2,0,13,18,1,111,1
13760,0,0,11,11,2,100,1
12934,0,0,17,16,2,135,0
13167,0,0,10,21,1,131,2
11975,0,0,13,13,2,127,0
12703,1,0,13,17,2,142,0
13503,0,0,14,12,2,124,0
11600,0,0,10,12,1,142,0
10985,1,2,8,12,0,143,0
12856,2,0,12,16,2,124,2
12698,1,0,11,18,1,108,0
13453,0,0,15,20,1,107,0
11447,1,0,7,17,1,131,0
12681,0,0,11,11,2,120,0
12712,2,0,8,18,2,106,1
11242,0,0,9,10,2,114,0
12279,0,0,9,16,2,126,0
11001,0,0,4,9,1,78,0
13788,0,0,14,14,2,125,0
11421,0,0,8,11,1,68,0
12009,1,0,11,14,2,86,0
12230,0,0,13,10,2,106,0
12620,1,0,17,12,2,122,0
13070,0,0,6,10,1,91,2
13155,0,0,9,7,1,87,1
13324,0,0,8,9,1,120,1
13872,0,0,5,5,1,96,2
12066,0,0,10,12,2,130,0
12120,1,0,15,11,2,102,1
12528,1,0,13,14,2,86,0
11161,0,0,12,19,2,109,0
12853,0,0,9,18,2,120,0
10990,1,1,16,18,1,138,0
11047,0,0,8,5,1,68,0
11170,0,0,9,14,1,84,0
12458,0,0,12,17,2,133,0
12811,1,0,11,16,2,125,1
12636,2,0,11,16,2,118,0
11320,0,0,14,19,2,122,1
12772,1,0,13,13,2,138,3
11056,0,0,11,7,1,84,0
11318,0,0,5,10,1,96,0
12825,1,0,14,15,2,117,1
12527,1,0,6,18,1,124,0
12915,1,0,10,14,2,123,0
13338,0,0,8,11,1,98,1
12683,1,0,13,15,2,124,0
13049,1,0,13,8,1,112,2
11947,1,0,11,13,2,92,0
13349,0,0,8,11,1,84,0
12015,1,0,8,15,2,123,0
11558,0,0,4,10,1,89,0
11307,0,0,13,12,2,104,1
11900,0,0,11,11,1,116,0
13439,0,0,8,12,1,141,0
11832,0,0,8,7,1,110,0
11435,0,1,9,12,1,135,0
13501,0,0,10,16,2,113,0
11918,0,0,7,7,1,80,0
12346,1,0,14,15,2,116,0
11515,0,0,17,14,2,119,1
13065,0,0,7,13,1,120,3
13860,0,0,8,6,1,78,2
11155,0,0,9,9,1,98,0
11604,0,0,17,13,2,130,0
13021,1,0,9,20,1,120,2
11282,1,0,9,3,0,100,0
13880,0,0,14,9,1,111,1
13793,0,0,9,22,2,136,0
11218,1,1,11,7,0,91,0
13711,0,0,12,13,2,108,0
11353,2,1,19,14,1,131,0
12248,2,0,11,25,1,114,0
13382,0,0,8,9,1,120,1
11190,0,0,9,16,2,134,0
12209,2,0,13,17,2,109,0
11233,0,0,13,10,2,105,0
12283,0,2,13,14,2,127,1
11512,0,0,7,7,1,111,0
13086,0,0,8,15,1,119,1
13042,1,0,17,10,1,134,1
12576,0,0,14,10,2,104,0
13834,1,0,7,9,1,92,0
11587,0,0,11,15,1,87,0
12119,1,0,14,19,2,132,0
12622,0,0,10,16,2,115,0
13594,0,0,9,15,1,127,0
13777,0,0,10,14,2,108,0
11709,0,2,10,16,1,142,0
11929,0,0,10,16,1,105,0
13308,0,0,10,21,1,116,1
11263,1,0,13,11,2,104,0
13831,0,0,6,29,1,132,0
11910,0,0,14,6,1,116,0
11063,0,0,10,13,1,133,0
10997,0,0,11,18,2,126,2
11952,0,0,9,12,2,123,1
13509,0,0,7,12,2,93,0
11838,1,0,16,18,2,138,0
13511,0,0,11,12,2,91,0
13151,0,0,9,12,1,118,1
13221,0,0,5,9,1,76,2
12388,2,0,14,17,2,109,0
11405,0,0,12,12,2,92,0
12517,0,0,10,16,2,128,0
13228,0,0,15,9,1,134,1
12146,1,0,18,17,2,124,1
13450,0,0,27,16,1,134,1
11413,0,0,5,12,1,99,0
11687,0,0,5,9,1,78,0
11197,1,0,9,13,1,99,0
12697,1,0,12,11,2,106,0
13855,0,0,6,9,1,116,0
12521,0,0,10,11,2,120,0
13686,0,0,5,7,1,86,1
13677,0,0,23,11,2,117,1
11229,0,0,14,14,2,130,0
11984,0,0,8,14,2,92,1
13053,0,0,5,17,1,139,0
10975,1,0,11,16,1,102,0
12539,1,0,13,16,2,124,0
13742,0,0,8,14,2,101,0
13292,0,0,5,13,1,81,1
13140,0,0,5,17,1,126,2
11583,0,0,3,10,1,70,0
13357,0,0,5,9,1,75,1
11848,1,0,18,15,1,136,0
10953,0,0,9,8,1,77,0
11659,0,0,8,7,1,71,0
12799,1,0,14,17,2,114,1
12954,0,0,20,14,2,136,2
12457,0,2,11,12,2,114,1
11787,0,0,7,16,1,143,0
12029,1,0,13,11,2,117,0
13146,0,0,8,5,1,82,1
13322,0,0,4,13,1,76,1
11526,0,0,8,9,1,91,0
11506,0,0,12,12,2,105,0
12899,0,0,13,16,2,121,0
12184,1,0,9,15,2,123,0
11331,0,0,9,13,2,108,0
11039,0,0,9,7,1,78,0
12866,1,0,12,11,2,121,0
12765,1,0,13,16,2,103,2
13794,0,0,11,14,2,106,0
12935,2,0,11,14,2,133,0
11735,0,0,10,14,2,119,0
13268,0,0,6,13,1,114,1
11442,1,2,7,16,0,125,2
12921,1,0,11,16,2,106,0
12353,1,0,15,17,2,115,0
11877,0,0,9,15,1,122,0
12203,0,0,7,12,2,128,0
13708,0,0,11,14,2,108,0
12005,1,0,11,13,2,94,0
11956,1,0,9,17,2,127,1
11115,0,5,22,16,0,145,0
12365,1,0,8,18,1,124,0
13326,0,0,11,18,1,103,1
11305,0,1,11,8,1,76,0
12992,1,0,8,6,1,99,0
12704,1,0,14,11,2,118,1
11793,0,0,6,5,1,58,0
11037,1,0,17,23,2,135,0
13101,0,1,15,9,1,102,0
11159,0,0,15,10,2,125,0
12415,0,0,16,12,2,130,0
11261,0,0,14,12,2,83,0
12008,1,0,12,18,2,100,0
13077,0,0,5,5,1,65,2
12829,0,0,9,16,2,124,1
13890,0,0,9,14,1,115,1
11438,0,0,8,9,1,80,0
13652,0,1,5,6,1,86,0
13363,0,0,6,11,1,113,1
12423,1,0,10,13,2,94,0
12433,0,0,10,20,2,126,0
11222,1,1,5,11,1,140,0
13534,0,0,9,9,1,102,0
11706,1,1,14,6,0,121,0
11278,1,0,9,8,0,128,0
11303,0,0,6,11,1,142,0
12933,0,0,16,16,2,135,0
11616,0,0,7,9,1,100,0
12885,1,0,7,8,1,109,0
13921,0,0,7,7,1,88,0
12084,0,0,7,16,2,113,1
12053,1,0,9,11,2,117,1
11097,0,0,7,7,1,107,0
12349,0,0,15,16,2,96,0
12751,1,0,12,17,2,113,0
13396,1,0,11,13,1,112,0
12758,1,0,15,15,2,127,4
12604,1,0,16,21,2,140,0
11801,1,0,8,11,1,79,0
11103,0,0,9,5,1,69,0
12412,1,0,12,14,2,115,0
11135,1,0,5,8,1,88,1
11849,2,0,19,15,2,125,0
11529,0,6,12,18,1,141,0
13489,0,0,6,5,1,94,0
13587,0,0,8,10,1,99,0
13331,0,0,6,10,1,91,2
13554,0,0,10,17,1,84,1
11726,0,0,10,5,1,67,0
12232,0,0,14,18,2,113,0
12397,2,0,15,13,2,129,0
11156,1,0,4,8,1,61,0
12393,1,0,14,15,2,109,0
13650,0,0,6,10,1,91,0
13599,0,0,5,10,1,123,0
11448,1,2,6,14,0,124,1
11672,0,0,9,12,2,106,1
12964,0,0,12,18,2,143,0
12025,1,0,12,11,2,106,0
12646,1,0,12,12,2,129,0
12293,2,0,12,23,1,121,0
12916,2,0,11,14,2,113,0
12173,1,0,15,21,2,128,0
13796,0,0,13,10,2,118,0
11577,1,3,22,8,0,125,0
13237,0,0,5,16,1,136,2
12879,1,0,9,19,2,131,1
12074,1,0,8,22,2,127,0
13499,0,0,11,17,1,107,0
10967,0,2,13,18,1,145,0
13761,0,0,9,12,2,131,0
13057,0,0,3,11,1,100,2
13048,1,0,10,8,1,99,1
11631,0,0,5,12,1,106,0
12994,1,0,12,10,1,118,0
11723,0,0,3,8,1,69,0
11592,0,0,9,7,1,81,0
13898,0,0,8,7,1,77,0
12744,1,0,11,11,2,124,2
13102,0,0,7,5,1,115,1
13592,0,0,7,5,1,93,0
11480,1,2,32,12,1,119,1
12493,1,1,15,24,2,122,1
12196,1,0,14,14,2,118,0
12334,2,0,9,12,2,132,0
12322,0,0,9,16,2,124,1
12124,0,0,15,16,2,135,0
13947,0,0,5,5,1,97,0
13923,0,0,11,5,1,106,0
13056,0,0,5,8,1,93,1
12571,3,0,14,18,2,122,0
13878,0,0,13,7,1,107,0
13571,0,0,12,15,2,96,1
13583,0,0,14,22,1,135,1
12267,1,0,13,13,2,137,0
11414,1,1,8,13,1,107,0
12228,1,0,17,15,2,120,0
11837,0,0,12,10,2,119,0
12550,0,0,10,12,2,107,0
12103,1,0,10,16,2,132,0
11689,0,0,7,13,1,81,0
12526,1,0,7,13,2,105,0
13284,1,0,8,12,1,93,0
13902,0,0,8,5,1,94,0
11193,0,0,15,10,1,140,0
13875,0,0,9,15,1,107,1
11456,1,1,13,21,2,142,0
11942,0,1,15,15,2,139,0
13567,0,0,21,14,2,135,1
12077,1,0,14,11,2,121,0
13847,0,0,6,10,1,91,0
12210,1,0,9,18,1,123,0
11128,0,0,11,12,2,135,0
11880,0,0,11,8,1,87,0
12181,0,0,10,12,2,130,1
12995,1,0,11,10,1,118,0
11982,1,0,16,17,2,124,1
13478,0,0,6,13,1,91,0
13672,0,0,7,8,1,111,0
11876,0,0,3,5,1,69,1
11010,0,0,12,17,2,108,0
12227,3,0,11,18,2,122,0
12980,1,0,8,10,1,88,2
11869,0,0,9,11,1,133,0
12472,0,0,10,13,2,121,1
12123,0,0,11,16,2,129,0
13258,0,0,7,8,1,85,1
10965,1,2,7,13,0,96,1
12149,1,0,7,14,2,124,2
13432,0,1,13,10,1,110,0
12656,1,0,13,19,2,114,0
13058,0,0,15,20,1,109,2
12836,2,0,15,17,2,110,1
11082,0,2,15,9,1,127,0
12383,0,0,6,12,2,128,0
12165,0,0,10,15,2,116,2
13869,0,0,10,17,1,135,0
11109,0,0,3,5,1,87,0
13527,0,0,5,11,1,125,0
11254,0,0,12,12,2,129,0
13905,0,0,7,8,1,74,0
12384,1,0,8,17,2,142,0
12401,1,0,15,15,2,104,0
13094,0,0,7,7,1,73,1
13790,0,0,9,16,2,127,0
11191,0,0,9,5,1,112,0
13791,0,0,21,13,2,132,0
13723,0,0,20,12,2,134,0
12116,1,0,15,12,2,122,0
11186,0,0,9,17,2,138,0
11426,0,0,5,10,1,84,0
13398,0,0,11,16,1,87,1
11790,1,0,9,14,2,96,0
12108,0,0,9,16,2,129,0
11236,1,0,14,17,2,121,1
11992,1,0,12,16,2,127,0
12748,2,0,9,12,2,133,1
11567,1,2,5,11,0,116,1
11468,0,1,15,14,1,135,0
11285,0,0,5,8,1,100,0
13528,0,0,15,11,1,129,0
12511,0,0,10,17,2,117,0
13720,0,0,11,11,1,129,0
11192,0,0,21,15,2,138,0
12949,0,0,13,16,2,123,2
11821,0,0,12,11,1,133,0
13934,0,0,7,11,1,94,0
13940,0,0,4,9,1,117,3
13664,0,0,10,14,2,106,0
13543,0,0,11,20,2,124,1
12245,1,0,17,13,2,94,0
12845,1,0,13,13,2,138,1
13423,0,0,8,14,1,89,0
13336,0,0,9,26,1,130,1
11946,0,0,8,19,1,134,0
11881,0,0,10,11,1,117,0
13917,0,0,7,5,1,102,0
13433,0,0,12,7,1,98,0
12102,0,0,9,16,2,129,0
12585,0,0,13,13,2,115,1
12778,1,0,11,13,2,121,2
12311,0,0,10,16,2,118,0
13614,0,0,7,9,1,100,0
12930,0,0,10,16,2,138,0
12621,0,0,9,17,2,133,0
11029,1,0,8,8,1,77,1
11808,0,1,20,16,2,113,0
11865,0,0,6,14,1,93,0
11408,0,0,10,16,2,132,1
12386,1,0,9,21,2,120,1
13032,1,0,12,11,1,137,2
11374,0,0,10,14,2,141,0
11245,1,0,12,13,2,140,0
12273,0,0,11,16,2,129,0
12278,0,0,6,16,2,129,0
10981,1,2,8,15,0,142,0
11762,0,0,4,7,1,75,0
13015,1,0,12,17,1,98,0
11240,1,1,17,15,2,132,0
12445,1,0,13,13,2,137,0
13719,0,0,23,11,2,117,1
12187,1,0,14,15,2,124,0
13370,0,0,5,9,1,121,1
12321,0,0,7,13,2,130,0
13475,0,0,10,11,1,103,0
10978,0,0,4,5,1,100,0
11973,0,0,8,14,2,115,0
12531,1,0,5,19,2,130,0
11578,0,0,16,18,2,123,0
11624,0,0,5,17,1,126,1
12045,1,0,12,13,2,132,0
13206,0,0,6,10,1,101,0
11150,0,0,8,8,1,111,0
12817,0,0,15,10,2,115,1
11682,0,0,12,18,2,113,0
13946,0,0,7,7,1,103,0
10961,1,2,9,10,0,143,1
12535,1,0,13,11,2,106,0
13897,0,0,5,9,1,78,0
13803,0,0,6,7,1,74,1
11251,0,0,7,9,1,105,0
13707,0,0,8,18,1,130,0
12440,0,0,10,15,2,109,0
11680,0,0,17,10,1,123,0
11064,0,0,7,7,1,60,1
13566,0,0,7,9,1,94,0
13745,0,0,10,17,2,124,0
11977,1,0,14,15,2,123,1
12769,1,0,13,12,2,132,2
12794,0,0,8,12,2,103,1
12326,1,0,11,19,2,114,0
11493,0,0,6,11,1,80,0
11292,0,0,7,13,2,115,1
12540,1,0,12,11,2,117,0
11347,0,0,7,12,1,67,0
11886,0,0,7,12,1,104,1
12352,0,0,10,16,2,128,0
11902,0,0,9,11,1,124,0
12959,0,0,14,15,2,97,2
11630,0,2,6,11,1,102,0
11180,0,0,9,17,2,139,0
11177,0,0,14,10,1,136,0
13401,0,0,7,19,1,107,1
13516,0,0,7,14,2,130,0
12932,1,0,12,14,1,122,0
12351,1,0,17,13,2,134,0
12010,0,0,11,14,2,99,0
12113,1,0,11,13,2,124,1
12499,2,0,11,16,2,118,0
12418,1,0,16,17,2,133,0
12163,0,0,12,14,2,131,0
13254,0,0,5,11,1,86,3
12368,1,0,12,17,2,129,0
13434,0,0,13,7,1,112,0
12024,0,0,8,14,2,100,0
11181,0,0,12,12,2,135,0
13899,0,0,15,20,1,137,0
12115,0,0,11,16,2,121,0
12957,0,0,9,11,2,102,2
12007,0,0,10,15,2,114,1
12128,0,0,13,16,2,105,0
13325,0,0,6,11,1,90,1
13584,0,0,8,10,1,112,0
12819,1,0,12,17,2,129,1
11341,0,0,4,8,1,104,0
11483,0,0,11,7,1,54,0
12085,0,0,9,12,2,106,0
12609,1,0,9,16,2,132,0
12061,3,0,15,18,2,122,0
13249,0,0,5,10,1,72,1
11935,0,0,4,7,1,72,0
11224,0,0,20,14,1,104,0
12804,1,0,11,13,2,113,1
12719,0,0,9,15,2,120,2
13051,0,0,8,9,1,90,0
12191,2,0,10,14,2,113,0
11068,0,0,8,18,2,96,1
13579,0,0,12,20,1,125,0
13136,0,0,6,9,1,118,1
11487,1,2,12,19,1,125,0
11885,0,0,5,10,1,99,0
12570,0,0,11,18,2,113,0
11909,0,0,5,9,1,69,1
13727,0,0,15,11,2,124,0
12224,1,0,10,11,2,111,1
13783,1,0,8,10,1,81,0
11144,1,0,8,13,2,85,0
13033,1,0,9,10,1,137,1
12842,0,0,9,21,2,111,1
11522,0,6,12,14,1,139,0
11919,0,0,5,9,1,93,0
11652,0,0,13,14,1,72,0
13726,0,0,13,10,2,127,0
12255,0,0,11,20,2,126,0
11339,0,1,12,16,1,83,0
13061,0,0,4,6,1,93,2
11312,0,0,17,15,2,140,1
11614,0,0,3,10,1,95,0
12672,1,0,11,17,2,124,0
11981,1,0,9,11,2,123,0
12689,0,0,13,16,2,126,0
12676,1,0,16,13,2,134,0
10963,1,0,11,16,1,102,0
11187,2,1,16,14,1,128,0
12990,1,0,14,8,1,112,2
13680,0,0,7,8,1,84,0
11575,1,0,22,15,1,122,0
12111,0,0,11,15,2,111,0
12742,1,0,12,20,2,139,1
11045,0,0,7,13,1,103,0
12408,0,0,11,10,2,106,0
13832,0,0,14,20,2,131,1
12429,1,0,7,15,2,126,0
10966,1,2,9,12,0,112,1
11632,0,0,8,16,1,131,1
11543,1,2,9,13,0,139,1
13198,0,0,9,5,1,69,2
13103,0,0,7,9,1,102,2
13615,0,0,11,8,1,92,0
11424,0,0,4,7,1,96,0
13623,0,0,9,18,1,117,1
12581,0,0,12,18,2,120,0
13170,0,0,5,16,1,135,2
11688,0,0,5,7,1,72,0
12461,0,0,14,16,2,138,0
12260,2,0,12,18,2,116,1
13638,0,0,13,14,1,87,0
12073,0,0,11,18,2,120,0
11241,0,1,7,1,0,69,0
12309,1,0,8,13,2,122,1
12797,1,0,10,13,2,111,1
13180,0,0,7,7,1,77,0
13717,0,0,10,20,2,125,2
13586,0,0,14,21,1,91,1
13288,0,0,10,21,1,130,1
12460,0,0,13,12,2,119,0
13712,0,0,10,10,2,96,2
11049,0,0,8,13,1,79,1
12562,1,0,10,14,1,122,0
13861,0,0,5,10,1,99,0
11888,0,0,6,7,1,95,0
12781,1,0,17,16,2,125,2
13660,0,0,8,10,2,126,0
12645,1,0,14,15,2,123,1
11898,0,0,7,9,1,80,0
12373,1,0,6,8,1,109,0
11862,0,0,14,13,2,125,0
12666,1,0,9,12,1,113,0
11134,1,0,9,13,2,93,0
11207,0,0,12,10,2,114,0
12198,0,0,8,14,2,100,0
11993,0,0,11,14,2,104,0
13826,0,0,18,21,2,130,0
12216,0,0,10,12,2,107,0
12818,0,0,7,28,2,145,0
12569,1,0,10,15,2,132,0
13485,0,0,11,10,1,94,0
11686,0,0,14,17,2,95,0
12773,0,0,11,18,2,120,0
11538,0,0,5,5,1,71,0
13603,0,0,4,5,1,81,0
11818,0,0,6,12,1,77,0
11002,0,0,10,15,1,128,0
11932,0,0,16,8,1,103,0
13400,0,0,17,14,1,119,1
11178,0,0,13,15,2,106,0
12988,1,0,12,17,1,100,2
12796,0,0,10,20,2,136,0
12104,1,0,8,13,2,110,0
12473,1,0,13,15,2,135,0
13545,0,0,13,10,2,126,0
11225,0,0,13,10,1,131,0
12735,1,0,11,15,2,109,0
13948,0,0,4,9,1,113,1
13697,0,0,15,12,2,96,1
13188,0,0,7,9,1,78,0
13200,0,0,5,5,1,87,0
12058,1,0,17,15,2,120,0
12075,1,0,14,17,2,133,0
11535,0,0,8,12,2,115,0
13692,0,0,9,14,1,97,0
12391,1,0,8,21,2,120,0
12761,1,0,14,15,2,104,0
13087,0,0,5,16,1,134,1
11780,0,0,7,7,1,82,0
11095,0,0,12,17,2,79,0
12858,1,0,10,15,2,107,1
13565,0,0,8,10,1,106,0
12808,1,0,15,16,2,118,1
11089,1,2,5,14,0,124,0
13260,0,0,5,9,1,122,2
12726,0,0,8,21,2,110,0
11955,0,0,13,19,2,114,1
13176,0,0,10,7,1,98,0
11748,0,0,12,10,2,87,0
12406,0,0,9,12,2,94,0
12162,1,0,10,11,2,105,0
11664,0,0,11,21,2,124,0
11200,0,0,6,15,1,136,0
12090,2,0,13,24,2,131,0
11537,0,0,10,9,1,94,0
11926,0,0,12,10,2,110,0
13299,0,0,7,8,1,85,1
11590,0,0,9,10,2,110,0
11651,0,0,12,19,2,98,0
13267,0,0,3,11,1,99,1
11450,1,2,6,15,0,128,2
13540,0,0,9,11,1,76,0
13302,0,0,6,7,1,91,1
11400,0,0,7,10,2,135,1
12169,1,0,14,14,2,128,0
11431,0,0,6,9,1,67,0
13597,0,0,11,8,1,95,0
13514,1,0,11,15,2,112,0
11776,0,0,7,7,1,66,0
12938,2,0,9,14,2,111,0
12374,1,0,12,15,2,128,1
13367,0,0,7,17,1,84,1
11386,0,0,15,18,2,141,0
12420,0,0,14,23,2,129,0
13654,0,0,9,11,1,87,1
11127,0,0,13,10,2,115,0
13854,0,0,7,9,1,78,0
11289,0,0,7,16,1,144,0
11112,0,0,8,14,1,113,0
12613,0,0,15,13,2,124,0
10983,1,2,7,12,0,130,0
11323,0,0,11,12,2,134,0
11658,0,1,8,9,1,121,0
12643,2,0,10,14,2,133,0
11308,0,0,10,10,1,139,0
11003,0,0,13,12,2,119,0
12244,0,0,11,15,2,94,0
13380,0,0,6,10,1,90,1
11411,0,0,9,13,1,110,0
13644,0,0,6,13,1,101,0
11597,0,0,12,12,2,114,0
13290,0,0,9,9,1,107,1
12031,1,0,10,17,2,142,0
13537,0,0,9,14,1,104,0
13166,0,0,5,5,1,65,2
13604,0,0,10,13,1,105,0
12285,0,0,10,13,2,125,0
13295,0,0,3,11,1,99,1
11644,0,0,7,5,1,87,0
11286,1,0,8,8,0,108,0
11759,1,0,5,13,1,114,0
12350,1,0,7,17,2,124,0
12463,0,0,12,16,2,115,0
11009,0,0,11,12,2,96,0
10984,1,2,7,11,0,102,1
11486,0,0,11,16,1,129,0
11370,0,0,6,7,1,62,0
12425,1,0,13,11,2,121,0
12975,1,0,13,22,1,144,2
11356,0,0,10,9,1,68,0
12800,1,0,9,13,2,95,1
13762,0,0,8,12,2,114,0
13842,0,0,5,9,1,84,0
11928,0,0,5,18,2,113,0
13812,0,0,10,19,2,139,1
13767,0,0,14,11,2,122,2
11822,0,0,19,12,2,140,0
13407,0,0,7,6,1,105,2
11703,1,1,14,5,0,140,0
11758,0,0,7,14,1,124,0
12596,0,0,11,12,2,92,0
13862,0,0,6,10,1,71,0
11998,1,0,9,15,2,121,0
13403,0,0,6,8,1,85,1
11741,0,0,8,7,1,65,0
13333,0,0,8,10,1,100,1
13120,0,0,5,16,1,137,3
13802,0,0,7,6,1,58,0
11231,1,1,17,12,2,129,0
11866,1,0,2,10,1,105,0
13095,0,0,6,10,1,102,1
11304,0,0,11,19,2,137,0
13075,0,0,8,9,1,114,1
12654,1,0,8,8,1,109,0
10979,0,0,4,11,1,88,1
13157,0,0,7,26,1,130,1
12510,1,0,14,15,2,116,0
11350,0,0,10,14,1,126,0
11561,0,1,11,10,1,97,0
13194,0,0,20,6,1,93,1
12810,0,0,8,14,2,121,1
13795,0,0,9,15,1,131,0
12431,0,0,10,13,2,115,1
12919,1,0,8,13,2,110,0
11544,1,2,13,13,1,102,1
13863,0,0,7,5,1,81,0
12847,1,0,11,21,2,121,1
12826,1,0,10,13,2,134,1
13368,0,0,10,21,1,116,1
13360,0,0,8,10,1,92,1
11040,0,0,8,9,1,84,0
12201,1,0,15,13,2,135,1
11354,0,2,11,17,1,142,0
12821,0,0,12,20,2,137,1
11528,0,0,8,17,1,88,0
13270,0,0,11,11,1,105,2
12678,1,0,9,13,2,135,0
11313,1,0,10,10,1,92,0
13721,0,0,15,16,2,123,1
13619,0,0,8,12,1,138,0
12497,1,0,12,16,2,127,0
13459,0,0,6,8,1,64,0
11684,0,0,11,14,2,127,0
11556,2,1,16,13,1,137,0
13518,0,0,15,15,2,125,0
13464,0,0,9,27,1,131,0
13751,0,0,9,5,1,90,0
13186,0,0,6,11,1,112,0
12013,1,0,13,16,2,129,0
12728,1,0,7,15,2,113,2
12310,1,0,12,13,2,105,0
13482,0,0,20,21,2,130,0
11179,0,0,8,14,1,121,0
13840,0,0,7,8,1,132,0
12631,1,0,15,13,2,114,0
12277,0,0,14,13,2,136,0
12870,1,0,15,22,2,132,2
13781,0,0,16,19,2,124,0
13914,0,0,10,10,1,84,0
12893,2,0,7,15,1,120,0
11219,0,0,9,10,2,133,0
11335,0,0,9,12,1,126,0
13494,0,0,9,6,1,111,0
