tweet_id,hashtags,mentions,uppercase,nonalpha,urls,len,numbers
12107,1,0,10,16,2,106,0
11716,0,0,9,12,2,137,0
12080,0,0,13,13,2,115,1
11463,1,1,13,15,2,136,0
11622,0,0,5,7,1,71,0
12679,1,0,11,13,2,94,0
13029,1,0,28,15,1,140,1
13205,0,0,9,12,1,118,1
12486,0,0,6,8,1,101,0
11817,0,0,16,22,2,133,0
13393,0,0,11,16,1,107,1
11906,0,0,8,5,1,110,0
13348,0,0,11,16,1,107,1
11524,0,1,7,7,1,101,0
13689,0,0,11,15,2,95,0
12081,0,0,15,21,2,131,0
11570,1,0,17,10,1,108,0
11108,0,0,6,12,1,114,0
12722,0,0,10,14,2,111,1
12913,1,0,13,13,2,137,0
12444,1,0,12,14,2,123,0
10969,0,0,7,10,2,81,1
11051,0,0,7,10,2,125,0
12314,1,0,13,15,2,123,1
12982,1,0,14,22,1,144,2
11789,0,0,5,10,1,107,1
13732,1,0,13,14,1,124,0
11580,0,0,13,10,2,111,0
13804,0,0,7,10,2,98,0
12160,0,0,16,18,2,128,0
11550,1,2,10,12,0,123,1
11070,0,0,6,6,1,85,0
11167,1,0,7,16,2,126,0
11267,0,1,14,13,2,117,0
13548,0,0,7,5,1,84,0
11366,0,2,7,15,1,141,1
12014,1,0,15,15,2,124,0
13235,0,0,8,9,1,114,1
11062,0,0,9,8,1,96,0
13412,0,0,8,9,1,113,0
13774,0,0,13,10,2,114,0
13105,1,0,8,10,1,59,0
13129,0,0,10,21,1,132,2
13429,0,0,6,11,1,97,0
12307,2,0,8,17,1,138,0
13770,0,0,14,10,2,137,0
13759,0,0,12,15,2,95,0
13435,0,0,10,10,1,102,0
13084,0,0,7,9,1,125,1
13304,0,0,8,5,1,82,1
11842,0,0,12,13,2,101,0
11052,0,0,9,10,2,121,0
13011,1,0,8,10,1,86,0
12489,1,0,10,20,2,119,0
12362,1,0,14,15,2,124,0
11444,1,2,10,16,1,126,1
13305,0,0,8,10,1,92,1
11677,0,0,20,18,1,145,0
11481,0,0,16,18,2,96,0
13512,0,0,14,14,2,116,0
13473,0,0,8,14,1,99,0
13168,0,0,28,16,1,135,2
11067,0,0,10,14,2,88,1
11497,0,0,4,12,1,78,0
12250,1,0,8,15,2,126,0
12985,1,0,10,17,1,146,1
12416,0,0,14,10,2,104,0
11855,0,0,14,17,2,140,0
10950,0,0,7,9,1,54,1
13839,0,0,4,9,1,113,1
11046,0,0,8,7,1,58,0
11863,0,0,6,5,1,103,0
13144,0,0,6,10,1,102,1
13064,0,0,7,9,1,108,2
13750,0,0,13,10,2,128,1
13195,0,0,11,17,1,97,0
11951,0,0,14,16,2,125,2
12099,2,0,13,14,2,113,0
12097,2,0,16,13,2,124,1
11840,0,1,12,7,1,89,0
13466,0,0,9,13,1,119,0
13306,0,0,8,11,1,114,2
11451,2,2,6,12,0,117,2
12572,0,0,12,12,2,130,0
13535,0,0,6,20,1,127,0
12258,1,0,6,13,2,118,0
11437,0,0,11,17,2,123,0
11513,0,0,10,10,2,117,0
13465,0,0,11,6,1,96,0
12944,1,0,14,15,2,116,0
11628,1,2,10,13,0,138,0
13674,0,0,8,11,1,91,0
13805,0,0,6,14,2,102,0
11367,0,2,7,13,1,143,1
11786,0,0,20,12,2,94,0
13632,0,0,6,10,1,71,0
11875,0,0,7,5,1,78,0
13137,0,0,5,8,1,93,1
11495,0,0,14,12,2,110,0
11845,1,0,8,13,1,137,0
13351,0,0,9,10,1,124,1
12812,2,0,10,14,2,112,1
13000,1,0,9,14,1,92,0
12861,1,0,13,15,2,125,1
12593,2,0,17,24,2,131,0
12857,1,0,12,15,2,111,1
13792,0,0,9,13,2,98,0
11369,0,1,10,15,1,141,0
12670,0,0,12,17,2,117,0
10956,0,0,7,7,1,87,0
12566,0,0,13,20,2,136,0
12860,0,0,10,18,2,121,1
13507,0,0,11,8,1,102,0
13926,0,0,9,18,1,118,1
11552,1,2,9,13,0,117,1
11223,0,0,18,15,1,136,2
11568,0,0,13,16,2,124,0
11433,0,1,13,14,1,87,0
12437,2,0,13,18,2,116,1
13364,0,0,7,9,1,79,1
11234,1,0,15,11,2,119,0
11725,0,0,11,10,2,94,0
11965,0,0,12,16,2,135,0
13460,0,0,3,7,1,81,0
11026,0,0,6,8,1,80,0
12895,1,0,9,20,2,143,0
11829,0,0,11,16,2,97,1
11751,0,0,17,12,2,125,1
12284,0,0,11,16,2,121,0
13624,0,0,7,9,1,86,0
11113,0,0,22,17,1,146,1
12155,1,0,11,16,2,127,0
11255,0,0,13,14,2,122,0
11934,0,0,6,14,1,121,0
11123,0,0,10,15,2,132,0
10964,0,1,8,8,1,99,0
13365,0,0,8,17,1,113,1
11004,0,0,5,8,1,129,0
11542,1,2,11,11,0,123,1
11903,0,0,8,5,1,76,0
11540,0,0,14,14,1,93,0
12713,0,0,14,12,2,120,1
12965,1,0,11,10,1,121,2
13621,0,0,11,10,2,125,0
13649,0,0,12,13,2,109,0
13243,0,0,13,16,1,107,1
12878,0,0,8,14,2,130,1
11807,1,0,12,12,2,94,0
12057,1,0,7,15,2,132,0
12718,1,0,15,14,2,117,2
13342,0,0,6,7,1,108,1
13415,1,1,8,13,1,115,0
11939,0,0,10,8,1,117,0
12801,0,0,19,13,2,125,1
11767,0,0,12,18,2,119,0
12337,1,0,7,15,2,121,0
11969,0,0,13,16,2,105,0
12207,1,0,11,11,2,79,0
13262,0,0,4,6,1,92,1
11657,0,0,15,10,2,134,0
12132,0,0,8,14,2,115,0
13756,0,0,13,10,2,105,0
13428,0,0,8,11,1,94,0
12459,0,0,15,15,2,111,0
13384,0,0,8,11,1,98,1
12257,1,0,12,13,2,109,0
13181,0,0,5,9,1,84,0
12979,1,0,9,9,1,124,2
13631,0,0,11,9,1,92,0
12865,1,0,11,16,2,133,1
12456,0,0,11,13,2,125,0
13730,0,0,13,16,2,97,0
13944,0,0,7,26,1,129,0
13008,1,0,13,22,1,141,0
12533,1,0,11,17,2,129,0
11827,0,0,6,13,2,104,0
13276,0,0,7,9,1,125,1
11534,0,0,8,8,1,93,0
11555,1,1,18,13,2,129,0
11287,0,0,6,13,1,126,0
11462,0,0,13,12,1,87,0
12707,1,0,16,15,2,121,1
12044,0,0,9,12,2,107,0
11130,1,0,7,12,1,127,0
11053,0,0,6,7,1,66,0
11683,0,0,8,20,1,145,0
11521,0,1,17,14,2,85,0
11892,0,0,15,14,2,116,0
11126,0,0,9,8,1,113,0
13204,0,0,5,8,1,122,0
12410,1,0,8,15,2,132,0
12582,1,0,13,11,2,121,0
13017,1,0,10,9,1,121,0
12971,1,0,11,13,1,132,2
11092,1,2,7,12,0,124,1
12534,1,0,13,14,2,118,0
11781,0,2,19,21,1,108,0
12948,0,0,10,12,2,106,0
11321,0,0,13,12,2,90,0
11171,1,0,10,17,1,142,1
13561,0,0,22,11,2,117,1
13849,0,0,7,11,1,89,0
13662,0,0,8,10,2,98,0
12956,0,0,11,12,2,133,2
12168,0,1,12,13,2,84,0
13416,0,1,12,8,1,106,0
13856,0,0,6,17,1,112,0
13191,0,0,8,11,1,91,0
11562,0,2,9,11,1,105,0
13910,0,0,16,8,1,108,0
12446,0,0,11,16,2,129,0
12552,1,0,7,15,2,109,0
11479,0,0,6,11,1,83,0
13559,0,0,8,8,1,85,0
12305,0,0,11,13,2,127,0
13705,0,0,14,26,2,139,0
13006,1,0,9,20,1,118,0
11352,1,2,11,11,0,122,2
11220,0,1,14,12,1,107,0
13625,0,0,7,5,1,70,0
13748,0,0,11,10,2,110,0
11872,0,0,8,7,1,123,0
12873,0,0,9,12,2,123,1
13667,0,0,13,10,2,118,0
12999,1,0,9,6,1,106,0
12212,0,0,8,12,2,105,1
11337,0,0,11,5,1,67,0
12317,1,0,12,16,2,100,0
13581,0,0,10,7,1,104,0
12282,0,0,9,12,2,115,1
12974,1,0,20,15,1,132,2
13020,1,0,15,8,1,119,2
12901,0,0,11,20,2,126,0
12194,0,0,9,13,2,125,0
11991,0,0,12,25,2,145,3
11640,0,0,11,9,1,101,1
11334,0,0,19,14,2,100,1
12684,1,0,14,16,2,129,0
13164,0,0,5,9,1,84,1
10991,0,0,12,14,2,111,1
13183,0,0,5,10,1,73,2
12161,1,0,8,15,2,121,0
11427,1,2,12,19,1,134,0
13251,0,0,10,21,1,131,2
13696,0,0,11,7,1,89,0
11100,0,0,11,12,2,127,0
11309,0,0,4,7,1,100,0
13078,0,0,5,9,1,76,2
12268,2,0,14,14,2,113,0
12048,1,0,15,14,2,118,0
11697,0,0,9,11,1,93,0
11990,0,0,10,20,2,127,1
11260,1,0,8,11,1,132,0
12023,1,0,13,17,2,119,1
13633,0,0,5,12,1,100,0
11582,0,0,8,10,1,102,0
11966,1,0,10,13,2,114,0
11138,1,1,7,10,0,85,0
13506,0,0,8,12,2,109,0
12523,1,0,15,18,2,100,0
13470,0,0,14,12,1,103,0
11099,0,0,5,7,1,71,0
13533,0,0,5,17,1,124,0
13116,0,0,7,15,1,107,1
13248,1,0,8,12,1,93,0
11662,0,0,8,15,1,62,0
12012,1,0,10,15,2,106,0
13610,0,0,5,15,1,121,0
11298,0,0,4,16,1,131,2
12869,1,0,13,17,2,142,0
12358,0,0,10,12,2,101,2
12449,0,0,14,13,2,124,0
13316,0,0,8,11,1,92,1
12619,0,0,12,16,2,121,0
11858,1,0,9,8,1,90,0
12398,1,0,13,14,2,118,0
13754,0,0,14,10,2,107,0
11711,0,0,9,6,1,111,1
11362,0,0,9,9,1,88,0
11250,0,0,8,10,2,106,0
12275,1,0,8,16,2,106,0
11042,0,0,8,7,1,75,0
11637,0,0,8,9,1,97,0
11750,0,0,9,15,2,139,1
11496,0,0,12,20,2,103,0
13409,0,0,28,16,1,134,1
11823,0,0,14,16,2,133,0
13827,0,0,9,13,2,109,0
13424,0,1,11,8,1,106,0
13570,0,0,8,12,2,131,0
12887,2,0,12,12,1,115,0
12715,2,0,16,17,2,109,0
11702,0,0,9,12,1,73,0
12153,1,0,12,19,2,114,0
13648,0,0,20,5,1,115,1
13544,0,0,13,18,2,99,0
11623,0,0,10,5,1,117,0
13867,0,0,13,16,1,129,0
12072,0,0,7,21,2,136,0
13007,1,0,9,10,1,136,0
11083,0,0,8,5,1,89,0
12037,0,0,7,10,2,103,1
11394,0,0,10,7,1,68,0
13343,0,0,5,10,1,72,1
11525,0,6,12,14,1,141,0
13611,0,0,9,9,1,106,0
11498,0,0,11,12,2,95,0
13729,0,0,5,11,1,122,0
11636,0,0,9,11,1,121,1
12375,0,0,9,13,2,125,0
13025,1,0,8,16,2,94,0
11392,0,0,9,12,2,131,0
12705,0,0,15,16,2,135,0
12359,1,0,9,14,2,86,0
12399,0,0,13,11,2,127,0
11079,0,0,11,12,1,81,0
11627,0,0,9,7,1,98,0
13213,0,0,9,9,1,106,0
11779,0,0,3,9,1,112,0
13716,0,0,14,12,2,121,0
11249,0,0,14,19,2,122,1
12849,1,0,11,22,2,127,0
13676,0,0,8,11,1,73,0
13702,0,0,7,12,1,118,0
11015,0,0,19,19,2,108,1
11381,0,2,6,12,0,135,1
12642,1,0,13,16,2,100,0
12987,1,0,13,14,1,131,2
13069,0,0,4,5,1,83,2
13456,0,0,7,5,1,96,2
12711,0,0,10,12,2,94,1
13573,0,0,7,8,1,84,0
11152,0,0,7,12,1,102,0
11707,0,0,16,12,2,103,0
12592,1,0,10,13,2,109,0
12225,1,0,11,15,2,132,0
11338,0,0,9,10,1,96,0
13852,0,0,5,6,1,98,2
11402,0,0,10,18,1,143,0
13572,0,0,7,9,1,106,0
11216,0,0,11,14,2,114,0
12834,1,0,14,20,2,122,2
13577,0,0,5,24,1,115,0
12589,1,0,15,14,2,136,0
13821,0,0,16,14,2,124,0
13927,0,0,8,5,1,113,0
12766,0,0,14,16,2,99,2
13488,0,0,10,10,1,72,0
11802,0,0,10,9,1,123,0
11563,0,0,11,18,2,132,0
12611,1,0,8,16,2,106,0
13844,0,0,10,5,1,90,0
13782,1,0,12,14,2,116,0
12942,1,0,12,16,2,133,0
12133,1,0,9,18,1,108,0
13933,0,0,8,13,1,104,0
12435,2,0,12,24,2,131,0
12306,0,0,16,16,2,135,0
11514,0,0,9,9,1,134,0
12422,0,0,10,21,2,131,0
11077,1,0,13,17,1,105,2
13373,0,0,8,8,1,89,1
13937,0,0,7,8,1,132,0
11226,2,0,15,12,1,138,0
12327,1,0,9,16,2,127,0
13112,0,0,6,7,1,110,3
11376,0,0,12,14,2,108,0
13311,0,0,8,17,1,113,1
13519,0,0,13,17,2,141,0
11455,1,2,12,14,0,145,0
12896,1,0,11,18,1,108,0
12551,1,0,11,21,2,120,0
13549,0,0,16,23,2,126,0
13319,0,0,5,16,1,134,1
12301,1,0,12,15,2,135,0
12543,1,0,14,17,2,142,0
13085,0,0,11,18,1,128,2
11679,0,0,7,12,1,130,0
12371,1,0,16,14,2,118,0
11921,0,0,5,13,2,121,0
11503,0,0,10,12,1,60,0
10952,0,0,8,16,2,115,0
10998,0,0,9,11,1,108,0
13490,0,0,11,6,1,120,0
12455,0,0,11,16,2,121,0
12407,3,0,13,18,2,122,0
12986,1,0,12,18,1,127,2
11722,0,0,5,14,1,121,0
12290,0,0,11,16,2,115,0
12788,1,0,18,15,2,120,0
11949,0,0,8,14,2,94,1
13679,0,0,6,15,1,101,2
12546,1,0,10,11,2,118,1
13199,0,0,6,11,1,89,0
11605,0,0,16,12,2,123,0
12859,2,0,10,18,2,126,1
10989,0,1,9,13,1,68,0
12732,1,0,13,17,2,122,2
12139,1,0,13,16,2,129,1
12369,2,0,8,14,2,113,0
11642,0,0,9,16,1,142,0
10951,0,0,5,9,1,92,0
