tweet_id,hashtags,mentions,uppercase,nonalpha,urls,len,numbers,spam
11080,1,0,17,23,2,135,0,n
11086,0,2,18,23,1,140,0,n
11089,1,2,5,14,0,124,0,n
11091,1,2,6,9,0,116,1,n
11093,1,2,5,13,0,145,1,n
11095,0,0,12,17,2,79,0,y
11020,0,0,8,14,2,116,0,n
11023,0,0,10,16,1,121,0,n
11026,0,0,6,8,1,80,0,n
11027,0,0,9,13,1,94,0,n
11031,0,0,7,10,1,109,1,n
11036,0,0,7,8,1,80,0,n
11038,0,0,7,8,1,99,0,n
11043,0,0,7,10,1,61,0,n
11048,0,0,4,5,1,78,0,n
11054,0,0,8,11,1,99,0,y
11052,0,0,9,10,2,121,0,n
11059,0,0,4,13,1,82,0,n
11060,0,0,6,9,1,63,0,n
11062,0,0,9,8,1,96,0,n
11069,1,2,13,13,0,145,1,n
11075,1,1,10,14,0,99,1,n
11076,1,1,12,23,2,137,0,n
11079,0,0,11,12,1,81,0,n
11083,0,0,8,5,1,89,0,y
11084,0,0,13,19,2,91,0,n
11092,1,2,7,12,0,124,1,n
11090,1,2,6,9,0,103,0,n
11088,1,2,8,14,0,133,0,n
11096,0,0,7,14,2,83,0,y
11097,0,0,7,7,1,107,0,n
11099,0,0,5,7,1,71,0,n
11098,0,0,4,5,1,97,0,n
11100,0,0,11,12,2,127,0,n
11101,1,1,12,9,0,126,1,y
11104,0,0,6,6,1,79,0,n
11103,0,0,9,5,1,69,0,n
11434,1,0,7,8,1,78,0,n
13985,2,1,15,10,1,101,1,y
11106,0,0,14,15,2,129,0,n
11112,0,0,8,14,1,113,0,n
11114,0,0,24,13,2,123,0,n
11109,0,0,3,5,1,87,0,n
11117,0,0,6,7,1,63,0,n
11118,0,0,8,10,1,78,0,n
11121,1,0,7,11,1,122,3,n
11119,0,0,9,14,2,89,0,n
11128,0,0,11,12,2,135,0,n
11130,1,0,7,12,1,127,0,n
11132,0,0,10,9,1,112,0,n
11134,1,0,9,13,2,93,0,n
11136,0,0,8,6,1,94,0,n
11138,1,1,7,10,0,85,0,n
11140,0,0,9,6,1,77,0,n
11145,0,0,6,11,1,74,0,n
11147,0,0,5,10,1,71,0,n
11149,1,0,7,13,1,115,0,n
11154,1,0,4,10,1,104,1,n
11157,0,0,8,5,1,74,0,n
11158,0,0,9,14,1,85,0,y
11160,1,0,16,16,2,114,0,n
11162,1,0,4,11,1,102,0,n
11166,1,0,7,15,2,124,0,n
11174,0,0,8,18,2,143,0,n
11176,0,0,12,16,2,119,0,n
11181,0,0,12,12,2,135,0,n
11186,0,0,9,17,2,138,0,n
11184,1,0,12,21,3,136,0,n
11192,0,0,21,15,2,138,0,n
11193,0,0,15,10,1,140,0,n
11197,1,0,9,13,1,99,0,y
11200,0,0,6,15,1,136,0,n
11438,0,0,8,9,1,80,0,n
11105,0,0,7,13,1,114,0,n
13981,1,2,11,13,0,110,0,n
11108,0,0,6,12,1,114,0,n
11111,0,0,7,11,1,112,0,n
11115,0,5,22,16,0,145,0,n
11110,0,0,11,10,1,109,0,y
11116,0,0,13,18,1,138,0,n
11124,1,0,7,11,1,117,0,n
11120,1,0,9,17,2,124,0,n
11127,0,0,13,10,2,115,0,y
11133,0,0,4,15,1,103,1,y
11135,1,0,5,8,1,88,1,y
11137,1,0,11,11,2,134,0,n
11142,0,0,12,7,1,104,0,n
11144,1,0,8,13,2,85,0,n
11148,0,0,11,7,1,83,0,n
11146,0,0,5,6,1,90,0,n
11150,0,0,8,8,1,111,0,n
11153,0,0,10,7,1,92,1,n
11156,1,0,4,8,1,61,0,n
11159,0,0,15,10,2,125,0,n
11164,1,0,9,14,1,136,1,n
11167,1,0,7,16,2,126,0,n
11171,1,0,10,17,1,142,1,n
11173,0,0,10,17,2,134,1,n
11177,0,0,14,10,1,136,0,n
