tweet_id,hashtags,mentions,uppercase,nonalpha,urls,len,numbers,favorite_count,retweet_count,cluster
13909,0,0,0.125,0.285714,0.333333,0.682692,0,0.42644,1.333521,cluster2
11864,0,0,0.21875,0.321429,0.333333,0.259615,0,0.637677,1.700737,cluster2
13288,0,0,0.25,0.714286,0.333333,0.817308,0.25,0.38029,1,cluster1
12062,0,0,0.375,0.678571,0.666667,0.875,0,0.348728,1.090508,cluster1
13203,0,0,0.125,0.392857,0.333333,0.423077,0,0,1,cluster2
12224,0.25,0,0.25,0.357143,0.666667,0.634615,0.25,0,0,cluster1
13570,0,0,0.1875,0.392857,0.666667,0.826923,0,0.42644,1.189207,cluster1
13518,0,0,0.40625,0.5,0.666667,0.769231,0,0.348728,1.090508,cluster1
12890,0.25,0,0.25,0.464286,0.333333,0.740385,0,0.348728,1.251033,cluster1
11246,0,0,0.4375,0.571429,0.666667,0.5,0,0.631065,1.604839,cluster1
11122,0,0,0.15625,0.178571,0.333333,0.298077,0,0.618572,1.837566,cluster2
13745,0,0,0.25,0.571429,0.666667,0.759615,0,0.348728,1.189207,cluster1
13326,0,0,0.28125,0.607143,0.333333,0.557692,0.25,0.475756,1.444921,cluster2
13783,0.25,0,0.1875,0.321429,0.333333,0.346154,0,0.348728,1.349504,cluster2
12975,0.25,0,0.34375,0.75,0.333333,0.951923,0.5,0.348728,1.090508,cluster1
13125,0,0,0.1875,0.428571,0.333333,0.653846,0.5,0.400062,1.222845,cluster2
12428,0.25,0,0.21875,0.392857,0.333333,0.653846,0,0.43627,1.402851,cluster2
11860,0,0,0.15625,0.321429,0.333333,0.759615,0,0.597229,1.799592,cluster2
11365,0.25,0.166667,0.15625,0.357143,0,0.951923,0,0.567233,1.782687,cluster2
13357,0,0,0.09375,0.285714,0.333333,0.288462,0.25,0.41471,1.090508,cluster2
11493,0,0,0.125,0.357143,0.333333,0.336538,0,0.539885,1.600234,cluster2
11267,0,0.166667,0.375,0.428571,0.666667,0.692308,0,0.578058,1.585833,cluster1
11135,0.25,0,0.09375,0.25,0.333333,0.413462,0.25,0.584165,1.700737,cluster2
13929,0,0,0.25,0.214286,0.333333,0.326923,0,0,1.189207,cluster2
12319,0.25,0,0.3125,0.357143,0.666667,0.75,0,0,1.29684,cluster1
11061,0,0,0.0625,0.285714,0.333333,0.365385,0,0.537812,1.471644,cluster2
12464,0.25,0,0.46875,0.571429,0.666667,0.826923,0,0.458952,1.251033,cluster1
11998,0.25,0,0.21875,0.5,0.666667,0.730769,0,0.348728,1.29684,cluster1
13499,0,0,0.28125,0.571429,0.333333,0.596154,0,0.452244,1.189207,cluster2
12676,0.25,0,0.4375,0.428571,0.666667,0.855769,0,0.348728,1.090508,cluster1
11265,0,0,0.25,0.357143,0.666667,0.528846,0.25,0.649056,1.715468,cluster1
12324,0.25,0,0.21875,0.5,0.666667,0.769231,0.25,0.400062,1.349504,cluster1
13100,0,0,0.15625,0.214286,0.333333,0,0.25,0.41471,1.251033,cluster2
11762,0,0,0.0625,0.214286,0.333333,0.288462,0,0.564286,1.542211,cluster2
12402,0.25,0,0.4375,0.535714,0.666667,0.692308,0,0,1,cluster1
12055,0.5,0,0.3125,0.392857,0.333333,0.673077,0,0.348728,1,cluster1
11326,0,0,0.28125,0.428571,0.666667,0.673077,0.25,0.587626,1.630689,cluster1
10991,0,0,0.3125,0.464286,0.666667,0.634615,0.25,0.606767,1.915181,cluster1
13719,0,0,0.65625,0.357143,0.666667,0.692308,0.25,0.458952,1.189207,cluster1
12170,0.25,0,0.375,0.5,0.666667,0.682692,0,0.42644,1.349504,cluster1
12167,0.5,0,0.1875,0.392857,0.666667,0.836538,0,0.38029,1.222845,cluster1
10987,0,0,0.09375,0.571429,0.333333,0.192308,0,0.598232,1.595534,cluster2
11317,0,0,0.15625,0.214286,0.333333,0.673077,0,0.565773,1.575698,cluster2
13163,0,0,0.09375,0.285714,0.333333,0.298077,0.5,0.41471,0,cluster2
11129,0,0,0.15625,0.464286,0.333333,0.557692,0,0.623929,1.773794,cluster2
11781,0,0.333333,0.53125,0.714286,0.333333,0.605769,0,0,1.463111,cluster2
11665,0,0,0.28125,0.535714,0.333333,0.692308,0,0.607665,1.712592,cluster2
13884,0,0,0.15625,0.142857,0.333333,0.5,0,0.348728,0,cluster2
11418,0,0,0.15625,0.464286,0.666667,0.682692,0.25,0.648491,1.80365,cluster1
12787,0,0,0.28125,0.714286,0.666667,0.894231,0.5,0.507126,1.529819,cluster1
13461,0,0,0.21875,0.178571,0.333333,0.25,0.5,0.38029,1.275373,cluster2
13770,0,0,0.375,0.321429,0.666667,0.884615,0,0,1.495349,cluster1
12353,0.25,0,0.40625,0.571429,0.666667,0.673077,0,0,0,cluster1
12048,0.25,0,0.40625,0.464286,0.666667,0.701923,0,0,1.435189,cluster1
11822,0,0,0.53125,0.392857,0.666667,0.913462,0,0.606767,1.471644,cluster1
12640,0.25,0,0.4375,0.428571,0.666667,0.576923,0,0.348728,1,cluster1
11371,0,0,0.25,0.321429,0.666667,0.528846,0,0.620907,1.678485,cluster1
12201,0.25,0,0.40625,0.428571,0.666667,0.865385,0.25,0.348728,1.390804,cluster1
12192,0.25,0,0.3125,0.571429,0.666667,0.807692,0,0.38029,1.463111,cluster1
12774,0.5,0,0.1875,0.5,0.333333,0.721154,0,0.348728,1,cluster1
11445,0.25,0.333333,0.09375,0.321429,0,0.807692,0.5,0.609434,1.830401,cluster2
11308,0,0,0.25,0.321429,0.333333,0.903846,0,0.749648,2.135802,cluster2
13180,0,0,0.15625,0.214286,0.333333,0.307692,0,0.38029,1.147203,cluster2
11164,0.25,0,0.21875,0.464286,0.333333,0.875,0.25,0.70594,2.119984,cluster1
12933,0,0,0.4375,0.535714,0.666667,0.865385,0,0.38029,1.364262,cluster1
12487,0.25,0,0.40625,0.571429,0.666667,0.759615,0.25,0.400062,1.189207,cluster1
11394,0,0,0.25,0.214286,0.333333,0.221154,0,0.537812,1.502698,cluster2
11123,0,0,0.25,0.5,0.666667,0.836538,0,0.699479,2.069921,cluster1
13409,0,0,0.8125,0.535714,0.333333,0.855769,0.25,0.400062,0,cluster1
11691,0,0,0.15625,0.142857,0.333333,0.557692,0,0.533491,1.548154,cluster2
11025,0,0,0.15625,0.214286,0.333333,0.230769,0.25,0.558046,1.62239,cluster2
13567,0,0,0.59375,0.464286,0.666667,0.865385,0.25,0.465036,1.630689,cluster1
13372,0,0,0.1875,0.285714,0.333333,0.596154,0.25,0.38029,1.090508,cluster2
12613,0,0,0.40625,0.428571,0.666667,0.759615,0,0.348728,1.275373,cluster1
13620,0,0,0.28125,0.464286,0.666667,0.480769,0,0.348728,1.090508,cluster1
12563,0,0,0.375,0.392857,0.666667,0.471154,0,0.38029,1.090508,cluster1
12261,0.5,0,0.40625,0.428571,0.666667,0.759615,0.25,0.348728,1.222845,cluster1
12737,0.5,0,0.28125,0.464286,0.666667,0.730769,0.75,0.38029,1.37798,cluster1
12271,0.25,0,0.0625,0.428571,0.666667,0.625,0,0.348728,1.147203,cluster1
11153,0,0,0.25,0.214286,0.333333,0.451923,0.25,0.545789,1.559583,cluster2
13429,0,0,0.125,0.357143,0.333333,0.5,0,0.38029,1.189207,cluster2
13187,0,0,0.0625,0.285714,0.333333,0.307692,0,0,1,cluster2
13922,0,0,0.0625,0.285714,0.333333,0.307692,0,0.348728,1.189207,cluster2
13881,0,0,0.28125,0.535714,0.333333,0.586538,0,0.43627,1.275373,cluster2
11059,0,0,0.0625,0.428571,0.333333,0.355769,0,0.516063,1.463111,cluster2
12508,0,0.166667,0.34375,0.428571,0.666667,0.375,0,0.348728,0,cluster2
10955,0,0,0.09375,0.5,0.666667,0.634615,0,0.533491,1.349504,cluster1
12706,0,0,0.1875,0.392857,0.666667,0.798077,0,0.38029,1.29684,cluster1
12120,0.25,0,0.40625,0.357143,0.666667,0.548077,0.25,0.38029,0,cluster1
12619,0,0,0.3125,0.535714,0.666667,0.730769,0,0.348728,1.316074,cluster1
12802,0.5,0,0.40625,0.607143,0.666667,0.701923,0.5,0.38029,1.29684,cluster1
13707,0,0,0.1875,0.607143,0.333333,0.817308,0,0.400062,1.251033,cluster1
13703,0,0,0.28125,0.607143,0.666667,0.519231,0,0.38029,1.189207,cluster1
11157,0,0,0.1875,0.142857,0.333333,0.278846,0,0.617779,1.755013,cluster2
13913,0,0,0.21875,0.357143,0.333333,0.644231,0,0.348728,1.189207,cluster2
13530,0,0,0.21875,0.321429,0.666667,0.634615,0,0,1.222845,cluster1
11162,0.25,0,0.0625,0.357143,0.333333,0.548077,0,0.63957,1.898829,cluster2
11540,0,0,0.375,0.464286,0.333333,0.461538,0,0.652376,1.834008,cluster2
13185,0,0,0.28125,0.357143,0.333333,0.625,0,0,0,cluster2
12775,0.25,0,0.4375,0.428571,0.666667,0.875,0.25,0,0,cluster1
13763,0,0,0.25,0.5,0.666667,0.75,0,0.444758,1.364262,cluster1
11016,0,0,0.1875,0.321429,0.666667,0.759615,0,0.574164,1.509804,cluster1
12291,0.25,0,0.46875,0.571429,0.666667,0.826923,0,0.41471,0,cluster1
13248,0.25,0,0.1875,0.392857,0.333333,0.461538,0,0,1.090508,cluster2
11873,0.25,0,0.15625,0.642857,0.333333,0.884615,0,0.649618,1.747591,cluster1
12481,0.5,0,0.21875,0.464286,0.666667,0.846154,0,0.400062,1,cluster1
12022,0.25,0,0.25,0.642857,0.666667,0.817308,0,0,0,cluster1
12241,0.25,0,0.34375,0.357143,0.666667,0.730769,0,0,1,cluster1
13420,0,0,0.125,0.321429,0.333333,0.432692,0.25,0.42644,1,cluster2
12381,0.25,0,0.40625,0.357143,0.666667,0.692308,0,0.348728,1.090508,cluster1
11107,0,0,0.21875,0.392857,0.666667,0.548077,0,0.653457,1.819272,cluster1
11585,0,0,0.15625,0.321429,0.333333,0.519231,0,0.626852,1.73734,cluster2
13552,0,0,0.25,0.285714,0.333333,0.240385,0,0.348728,0,cluster2
11200,0,0,0.125,0.5,0.333333,0.875,0,0.620136,1.688274,cluster2
12719,0,0,0.21875,0.5,0.666667,0.721154,0.5,0.348728,1.090508,cluster1
12934,0,0,0.46875,0.535714,0.666667,0.865385,0,0.43627,1.570454,cluster1
12840,0,0,0.28125,0.678571,0.666667,0.721154,0.25,0.38029,1,cluster1
13309,0,0,0.15625,0.285714,0.333333,0.336538,0.5,0,1.147203,cluster2
11557,0,0,0.15625,0.214286,0.333333,0.134615,0.25,0.7377,2.025225,cluster2
12489,0.25,0,0.25,0.678571,0.666667,0.711538,0,0,1.189207,cluster1
12298,0.25,0,0.4375,0.428571,0.666667,0.663462,0,0,1.090508,cluster1
13628,0,0,0.125,0.392857,0.333333,0.548077,0,0.38029,1,cluster2
13775,0,0,0.25,0.357143,0.333333,0.865385,0,0.348728,1.349504,cluster2
13334,0,0,0.09375,0.142857,0.333333,0.413462,0.25,0.38029,1.147203,cluster2
11248,0.25,0,0.5,0.678571,0.666667,0.788462,0,0.616979,2.055767,cluster1
13808,0,0,0.21875,0.321429,0.666667,0.548077,0,0.400062,1.090508,cluster1
12812,0.5,0,0.25,0.464286,0.666667,0.644231,0.25,0,1.090508,cluster1
12880,0,0,0.15625,0.392857,0.666667,0.644231,0.25,0,1,cluster1
13496,0,0,0.28125,0.642857,0.333333,0.567308,0,0.43627,1.414214,cluster1
10967,0,0.333333,0.34375,0.607143,0.333333,0.961538,0,0,1.316074,cluster2
11297,0,0,0.125,0.428571,0.333333,0.855769,0,0.579316,1.609354,cluster2
11464,0,0.333333,0.21875,0.535714,0.333333,0.951923,0.25,0,1.364262,cluster2
13077,0,0,0.09375,0.142857,0.333333,0.192308,0.5,0.400062,1.316074,cluster2
13614,0,0,0.15625,0.285714,0.333333,0.528846,0,0.444758,1.349504,cluster2
12465,0,0,0.28125,0.535714,0.666667,0.807692,0,0.348728,1.402851,cluster1
13280,0,0,0.09375,0.357143,0.333333,0.394231,0.75,0,0,cluster2
12902,0,0,0.28125,0.607143,0.666667,0.913462,0.25,0.42644,1.454215,cluster1
13819,0,0,0.25,0.607143,0.666667,0.730769,0,0.348728,1.275373,cluster1
12958,0,0,0.3125,0.714286,0.666667,0.625,0,0.42644,1.189207,cluster1
12429,0.25,0,0.15625,0.5,0.666667,0.778846,0,0.42644,1.147203,cluster1
10979,0,0,0.0625,0.357143,0.333333,0.413462,0.25,0.54387,1.691451,cluster2
12443,0.25,0,0.40625,0.714286,0.666667,0.913462,0,0.38029,1.37798,cluster1
12950,0,0,0.6875,0.357143,0.666667,0.711538,0.5,0.400062,0,cluster1
11939,0,0,0.25,0.25,0.333333,0.692308,0,0.565773,1.626577,cluster2
13746,0,0,0.125,0.25,0.333333,0.173077,0.25,0.348728,0,cluster2
11954,0,0,0.28125,0.5,0.666667,0.701923,0.25,0.348728,1,cluster1
12336,0,0,0.1875,0.464286,0.666667,0.826923,0,0.516063,1.559583,cluster1
13851,0,0,0.1875,0.142857,0.333333,0.653846,0,0.348728,1.402851,cluster2
12544,0.25,0,0.3125,0.535714,0.666667,0.788462,0.25,0.38029,1.390804,cluster1
13844,0,0,0.25,0.142857,0.333333,0.432692,0,0.400062,1.251033,cluster2
11511,0,0,0.25,0.5,0.666667,0.682692,0,0.554734,1.638704,cluster1
13543,0,0,0.28125,0.678571,0.666667,0.759615,0.25,0.400062,1.189207,cluster1
13307,0,0,0.1875,0.214286,0.333333,0.509615,0.25,0.38029,1.251033,cluster2
13714,0.25,0,0.4375,0.464286,0.666667,0.778846,0,0.43627,1.424971,cluster1
11483,0,0,0.28125,0.214286,0.333333,0.086538,0,0.52891,1.402851,cluster2
11625,0.25,0.333333,0.28125,0.428571,0,0.961538,0,0.701133,2.184721,cluster2
12862,0.25,0,0.25,0.464286,0.666667,0.759615,0.25,0,0,cluster1
13923,0,0,0.28125,0.142857,0.333333,0.586538,0,0.41471,1.189207,cluster2
13777,0,0,0.25,0.464286,0.666667,0.605769,0,0.38029,1.222845,cluster1
11487,0.25,0.333333,0.3125,0.642857,0.333333,0.769231,0,0.539885,1.570454,cluster2
13237,0,0,0.09375,0.535714,0.333333,0.875,0.5,0,1,cluster2
12717,0,0,0.21875,0.392857,0.666667,0.817308,0.5,0.348728,1.222845,cluster1
11953,0,0,0.25,0.428571,0.666667,0.75,0.5,0,1.189207,cluster1
12696,0.25,0,0.28125,0.535714,0.666667,0.759615,0,0,1.147203,cluster1
11747,0,0,0.25,0.5,0.666667,0.903846,0,0.689666,1.879925,cluster1
12050,0,0,0.15625,0.392857,0.666667,0.625,0,0,1.251033,cluster1
12808,0.25,0,0.40625,0.535714,0.666667,0.701923,0.25,0,0,cluster1
13601,0,0,0.0625,0.214286,0.333333,0.269231,0,0.348728,0,cluster2
11582,0,0,0.1875,0.321429,0.333333,0.548077,0,0.580555,1.630689,cluster2
13113,0,0,0.09375,0.178571,0.333333,0.326923,0.75,0.400062,1.147203,cluster2
13137,0,0,0.09375,0.25,0.333333,0.461538,0.25,0,0,cluster2
12547,0.5,0,0.1875,0.857143,0.333333,0.663462,0,0,1.275373,cluster1
13652,0,0.166667,0.09375,0.178571,0.333333,0.394231,0,0.38029,1,cluster2
12742,0.25,0,0.3125,0.678571,0.666667,0.903846,0.25,0,1.147203,cluster1
11282,0.25,0,0.21875,0.071429,0,0.528846,0,0.559652,1.479844,cluster2
11036,0,0,0.15625,0.25,0.333333,0.336538,0,0.507126,1.471644,cluster2
11035,0,0,0.25,0.214286,0.333333,0.451923,0,0.547661,1.548154,cluster2
11924,0,0,0.125,0.321429,0.333333,0.336538,0,0.623183,1.62239,cluster2
13504,0,0,0.3125,0.571429,0.666667,0.653846,0,0.38029,0,cluster1
11670,0,0,0.4375,0.214286,0.333333,0.278846,0,0.599223,1.867595,cluster2
13150,0,0,0.09375,0.142857,0.333333,0.413462,0.25,0.38029,1.090508,cluster2
12713,0,0,0.375,0.392857,0.666667,0.721154,0.25,0.38029,1.090508,cluster1
12213,0,0,0.1875,0.464286,0.666667,0.826923,0.25,0,1.251033,cluster1
12665,0,0,0.40625,0.464286,0.666667,0.567308,0,0.348728,1.251033,cluster1
11712,0,0,0.375,0.428571,0.333333,0.836538,0,0.63957,1.911184,cluster2
13829,0,0,0.09375,0.214286,0.333333,0.403846,0,0.348728,1.147203,cluster2
11602,0,0,0.40625,0.535714,0.666667,0.605769,0,0.575482,1.580822,cluster1
11502,0,0,0.25,0.785714,0.666667,0.865385,0,0.646195,1.778279,cluster1
12273,0,0,0.28125,0.535714,0.666667,0.807692,0,0.38029,1.333521,cluster1
11486,0,0,0.28125,0.535714,0.333333,0.807692,0,0.612868,1.875368,cluster2
12334,0.5,0,0.21875,0.392857,0.666667,0.836538,0,0.400062,1.316074,cluster1
11548,0.25,0.333333,0.5625,0.464286,0,0.951923,0.25,0.773689,2.358997,cluster2
12828,0,0,0.21875,0.428571,0.666667,0.5,0.5,0,0,cluster1
12418,0.25,0,0.4375,0.571429,0.666667,0.846154,0,0.348728,1.37798,cluster1
11181,0,0,0.3125,0.392857,0.666667,0.865385,0,0.567233,1.742518,cluster1
12311,0,0,0.25,0.535714,0.666667,0.701923,0,0,1.090508,cluster1
11538,0,0,0.09375,0.142857,0.333333,0.25,0,0.537812,1.402851,cluster2
13665,0.25,0,0.15625,0.321429,0.333333,0.211538,0,0.348728,1.316074,cluster2
11604,0,0,0.46875,0.428571,0.666667,0.817308,0,0.554734,1.570454,cluster1
11466,0.25,0,0.375,0.464286,0.666667,0.903846,0,0.746732,2.15318,cluster1
12677,0,0,0.375,0.535714,0.666667,0.798077,0,0.465036,1.189207,cluster1
13305,0,0,0.1875,0.321429,0.333333,0.451923,0.25,0.348728,1.090508,cluster2
12453,0,0,0.28125,0.535714,0.666667,0.778846,0,0.465036,1.444921,cluster1
11268,0,0,0.28125,0.464286,0.666667,0.884615,0.25,0.597229,1.709682,cluster1
13839,0,0,0.0625,0.285714,0.333333,0.653846,0.25,0.41471,1,cluster2
12672,0.25,0,0.28125,0.571429,0.666667,0.759615,0,0,1,cluster1
12308,0.25,0,0.25,0.25,0.333333,0.471154,0,0,0,cluster2
12709,0.75,0,0.34375,0.607143,0.666667,0.759615,0.5,0.38029,1.349504,cluster1
13804,0,0,0.15625,0.321429,0.666667,0.509615,0,0.38029,0,cluster1
12636,0.5,0,0.28125,0.535714,0.666667,0.701923,0,0,1.251033,cluster1
13350,0,0,0.15625,0.285714,0.333333,0.759615,0,0.41471,1.275373,cluster2
13506,0,0,0.1875,0.392857,0.666667,0.615385,0,0.348728,1,cluster1
11668,0,0,0.09375,0.392857,0.333333,0.913462,0,0.587626,1.762221,cluster2
12393,0.25,0,0.375,0.5,0.666667,0.615385,0,0.348728,1,cluster1
13742,0,0,0.1875,0.464286,0.666667,0.538462,0,0.38029,1.29684,cluster1
11322,0,0,0.28125,0.464286,0.666667,0.740385,0,0.606767,1.757439,cluster1
12146,0.25,0,0.5,0.571429,0.666667,0.759615,0.25,0.400062,1.189207,cluster1
11703,0.25,0.166667,0.375,0.142857,0,0.913462,0,0.630376,1.921716,cluster2
11766,0,0,0.3125,0.428571,0.666667,0.519231,0,0.535682,1.62239,cluster1
12460,0,0,0.34375,0.392857,0.666667,0.711538,0,0.38029,1.189207,cluster1
11652,0,0,0.34375,0.464286,0.333333,0.259615,0,0.559652,1.444921,cluster2
13582,0,0,0.28125,0.5,0.333333,0.576923,0,0,0,cluster1
12390,0,0,0.25,0.464286,0.666667,0.826923,0.25,0,1.147203,cluster1
12679,0.25,0,0.28125,0.428571,0.666667,0.471154,0,0.348728,1.147203,cluster1
13229,0,0,0.1875,0.428571,0.333333,0.644231,0.25,0.400062,1.147203,cluster2
12698,0.25,0,0.28125,0.607143,0.333333,0.605769,0,0.348728,1.251033,cluster1
12643,0.5,0,0.25,0.464286,0.666667,0.846154,0,0.348728,1.147203,cluster1
11979,0.25,0,0.25,0.535714,0.666667,0.644231,0,0.38029,1,cluster1
12833,0,0,0.34375,0.321429,0.666667,0.567308,0,0,1,cluster1
12732,0.25,0,0.34375,0.571429,0.666667,0.740385,0.5,0.38029,1,cluster1
11937,0,0,0.21875,0.214286,0.333333,0.384615,0,0.692927,2.372853,cluster2
11593,0,0,0.0625,0.357143,0.333333,0.567308,0.25,0.565773,1.638704,cluster2
12053,0.25,0,0.21875,0.357143,0.666667,0.692308,0.25,0,1.090508,cluster1
13942,0,0,0.09375,0.285714,0.333333,0.375,0,0.41471,1,cluster2
11189,0,0.166667,0.53125,0.678571,0.666667,0.903846,0.25,0.669251,1.971251,cluster1
13421,0,0,0.15625,0.178571,0.333333,0.567308,0.25,0.38029,0,cluster2
11443,0,0.166667,0.125,0.285714,0.333333,0.413462,0,0.551277,1.536103,cluster2
12877,0,0,0.28125,0.5,0.666667,0.471154,0,0,0,cluster1
12584,0,0,0.25,0.5,0.666667,0.471154,0,0,1,cluster1
12686,0.25,0,0.28125,0.607143,0.333333,0.759615,0,0.400062,1.390804,cluster1
12222,0,0,0.25,0.392857,0.666667,0.625,0,0,1.189207,cluster1
11249,0,0,0.375,0.642857,0.666667,0.740385,0.25,0.668337,1.963582,cluster1
11222,0.25,0.166667,0.09375,0.357143,0.333333,0.913462,0,0.553024,1.570454,cluster2
11820,0,0,0.34375,0.392857,0.666667,0.778846,0,0.718851,1.965794,cluster1
11961,0,0,0.3125,0.571429,0.666667,0.846154,0,0,1.147203,cluster1
12035,0.25,0,0.5,0.5,0.666667,0.769231,0,0,1,cluster1
12861,0.25,0,0.34375,0.5,0.666667,0.769231,0.25,0,1.147203,cluster1
13035,0.25,0.166667,0.4375,0.607143,0.333333,0.903846,0.5,0.465036,1.595534,cluster2
11477,0.25,0.333333,0.125,0.5,0,0.932692,0,0.597229,1.782687,cluster2
13934,0,0,0.15625,0.357143,0.333333,0.471154,0,0.38029,1.414214,cluster2
11857,0.25,0,0.25,0.464286,0.333333,0.711538,0,0.593095,1.600234,cluster1
11300,0,0,0.15625,0.428571,0.333333,0.769231,0.25,0.638312,1.723899,cluster2
13812,0,0,0.25,0.642857,0.666667,0.903846,0.25,0.348728,1,cluster1
11031,0,0,0.15625,0.321429,0.333333,0.615385,0.25,0.561227,1.548154,cluster2
12818,0,0,0.15625,0.964286,0.666667,0.961538,0,0,0,cluster1
13900,0,0,0.09375,0.5,0.333333,0.567308,0,0.348728,0,cluster2
11545,0.25,0.166667,0.4375,0.428571,0.666667,0.778846,0,0.77253,2.273192,cluster1
11257,0,0,0.28125,0.428571,0.666667,0.644231,0,0.539885,1.479844,cluster1
12978,0.25,0,0.46875,0.321429,0.333333,0.865385,0.5,0.452244,1.349504,cluster1
13204,0,0,0.09375,0.25,0.333333,0.740385,0,0.38029,1.189207,cluster2
13249,0,0,0.09375,0.321429,0.333333,0.259615,0.25,0.41471,1.390804,cluster2
12869,0.25,0,0.34375,0.571429,0.666667,0.932692,0,0.400062,1.275373,cluster1
11111,0,0,0.15625,0.357143,0.333333,0.644231,0,0.608554,1.839327,cluster2
13649,0,0,0.3125,0.428571,0.666667,0.615385,0,0.38029,1.251033,cluster1
12335,0.5,0,0.25,0.464286,0.666667,0.634615,0,0,1.251033,cluster1
13034,0.25,0,0.1875,0.571429,0.333333,0.971154,0.25,0.38029,1.251033,cluster1
12147,0.25,0,0.4375,0.678571,0.666667,0.711538,0,0,1.090508,cluster1
13814,0,0,0.125,0.142857,0.333333,0.298077,0.25,0.348728,1.189207,cluster2
11369,0,0.166667,0.25,0.5,0.333333,0.923077,0,0.82603,2.33112,cluster2
13848,0,0,0.15625,0.285714,0.333333,0.682692,0,0.444758,1.29684,cluster2
11054,0,0,0.1875,0.357143,0.333333,0.519231,0,0.537812,1.509804,cluster2
12843,0,0,0.28125,0.714286,0.666667,0.875,0,0.400062,1.390804,cluster1
11305,0,0.166667,0.28125,0.25,0.333333,0.298077,0,0.570076,1.618126,cluster2
11818,0,0,0.125,0.392857,0.333333,0.307692,0,0.599223,1.516683,cluster2
13540,0,0,0.21875,0.357143,0.333333,0.298077,0,0.444758,1.251033,cluster2
12052,0.25,0,0.40625,0.535714,0.666667,0.692308,0,0,1.090508,cluster1
13537,0,0,0.21875,0.464286,0.333333,0.567308,0,0.38029,0,cluster2
12751,0.25,0,0.3125,0.571429,0.666667,0.653846,0,0,0,cluster1
12200,0.25,0,0.3125,0.357143,0.666667,0.692308,0,0.38029,1,cluster1
13723,0,0,0.5625,0.392857,0.666667,0.855769,0,0.348728,1.189207,cluster1
12998,0.25,0,0.3125,0.321429,0.333333,0.663462,0,0.41471,1.424971,cluster2
12600,0.5,0,0.3125,0.428571,0.666667,0.759615,0.25,0,1.189207,cluster1
13681,0,0,0.1875,0.5,0.333333,0.788462,0,0.400062,1.275373,cluster2
13055,0,0,0.125,0.428571,0.333333,0.673077,0.5,0.348728,0,cluster2
11990,0,0,0.25,0.678571,0.666667,0.788462,0.25,0.348728,1.316074,cluster1
13106,0,0,0.25,0.714286,0.333333,0.836538,0.5,0.41471,0,cluster1
12398,0.25,0,0.34375,0.464286,0.666667,0.701923,0,0.348728,1.37798,cluster1
13075,0,0,0.1875,0.285714,0.333333,0.663462,0.25,0.458952,1.333521,cluster2
11738,0,0,0.28125,0.642857,0.666667,0.884615,0,0.632426,1.516683,cluster1
12654,0.25,0,0.1875,0.25,0.333333,0.615385,0,0.38029,1.147203,cluster2
13686,0,0,0.09375,0.214286,0.333333,0.394231,0.25,0.400062,1.316074,cluster2
11960,0,0,0.28125,0.392857,0.666667,0.711538,0,0.38029,1.189207,cluster1
11523,0,0,0.3125,0.357143,0.666667,0.711538,0,0.572824,1.609354,cluster1
13750,0,0,0.34375,0.321429,0.666667,0.798077,0.25,0.38029,1.316074,cluster1
13023,0.25,0,0.25,0.571429,0.333333,0.942308,0.25,0.465036,1.402851,cluster1
12434,0.25,0,0.25,0.428571,0.666667,0.701923,0,0.38029,1,cluster1
11807,0.25,0,0.3125,0.392857,0.666667,0.471154,0,0.638312,1.742518,cluster1
11354,0,0.333333,0.28125,0.571429,0.333333,0.932692,0,0.547661,1.64261,cluster2
13810,0,0,0.3125,0.321429,0.666667,0.778846,0,0.38029,1.251033,cluster1
13241,0,0,0.125,0.214286,0.333333,0.615385,0.5,0.41471,1,cluster2
12031,0.25,0,0.25,0.571429,0.666667,0.932692,0,0,1.147203,cluster1
12724,0.25,0,0.375,0.5,0.666667,0.769231,0,0,1,cluster1
11967,0.25,0,0.40625,0.642857,0.666667,0.836538,0,0.348728,1.189207,cluster1
13511,0,0,0.28125,0.392857,0.666667,0.442308,0,0,1.251033,cluster1
13211,0,0,0.09375,0.571429,0.333333,0.769231,0.25,0.348728,1,cluster2
12811,0.25,0,0.28125,0.535714,0.666667,0.769231,0.25,0,1,cluster1
13164,0,0,0.09375,0.285714,0.333333,0.375,0.25,0.348728,1.435189,cluster2
13738,0,0,0.5625,0.428571,0.666667,0.884615,0.25,0.41471,1.251033,cluster1
11137,0.25,0,0.28125,0.357143,0.666667,0.855769,0,0.657145,2.02343,cluster1
13692,0,0,0.21875,0.464286,0.333333,0.5,0,0.348728,1,cluster2
11507,0,0,0.34375,0.428571,0.666667,0.596154,0,0.705627,2.092816,cluster1
12922,0.25,0,0.40625,0.535714,0.666667,0.644231,0.25,0.348728,0,cluster1
12731,0.25,0,0.28125,0.464286,0.666667,0.807692,0.25,0.348728,1.222845,cluster1
11247,0,0,0.3125,0.535714,0.666667,0.663462,0,0.568667,1.600234,cluster1
12599,0,0,0.25,0.464286,0.666667,0.644231,0.5,0.400062,1.364262,cluster1
12666,0.25,0,0.21875,0.392857,0.333333,0.653846,0,0.38029,1.189207,cluster2
12889,0,0,0.21875,0.357143,0.333333,0.634615,0,0.348728,1.390804,cluster2
11437,0,0,0.28125,0.571429,0.666667,0.75,0,0.590949,1.638704,cluster1
