tweet_id,hashtags,mentions,uppercase,nonalpha,urls,len,numbers,favorite_count,retweet_count,cluster
13134,0,0,0.15625,0.642857,0.333333,0.605769,0.5,0,0,cluster1
11396,0,0,0.28125,0.535714,0.666667,0.759615,0,0.66695,1.824896,cluster1
13071,0,0,0.3125,0.214286,0.333333,0.576923,0,0.43627,1.349504,cluster2
12753,0.25,0,0.375,0.464286,0.666667,0.701923,0,0.38029,1.37798,cluster1
13947,0,0,0.09375,0.142857,0.333333,0.5,0,0,1.222845,cluster2
12739,0.25,0,0.3125,0.428571,0.666667,0.836538,0,0.531235,1.678485,cluster1
12100,0.25,0,0.3125,0.464286,0.666667,0.75,0,0.400062,1.090508,cluster1
12614,0.25,0,0.4375,0.535714,0.666667,0.644231,0.25,0,1.090508,cluster1
13631,0,0,0.28125,0.285714,0.333333,0.451923,0,0.348728,1.333521,cluster2
12603,0.5,0,0.40625,0.464286,0.666667,0.653846,0,0,1.147203,cluster1
11553,0.5,0,0.5,0.642857,0.666667,0.875,0.25,0.718021,2.223293,cluster1
12766,0,0,0.375,0.535714,0.666667,0.519231,0.5,0,1.189207,cluster1
13556,0,0,0.1875,0.142857,0.333333,0.740385,0,0.38029,1.189207,cluster2
11342,0,0,0.1875,0.285714,0.333333,0.336538,0.25,0.62613,1.700737,cluster2
13771,0,0,0.21875,0.464286,0.666667,0.913462,0,0,1.333521,cluster1
11677,0,0,0.5625,0.607143,0.333333,0.961538,0,0.643243,1.898829,cluster1
11906,0,0,0.1875,0.142857,0.333333,0.625,0,0.581776,1.479844,cluster2
12573,0,0,0.34375,0.607143,0.666667,0.932692,0,0.38029,1.222845,cluster1
13472,0,0,0.09375,0.178571,0.333333,0.567308,0,0.348728,1.147203,cluster2
12106,0,0,0.53125,0.428571,0.666667,0.759615,0,0.38029,1.147203,cluster1
11962,0.25,0,0.40625,0.571429,0.666667,0.826923,0,0.38029,1.222845,cluster1
12096,0,0,0.21875,0.5,0.666667,0.615385,0,0.348728,1,cluster1
13336,0,0,0.21875,0.892857,0.333333,0.817308,0.25,0.38029,1.090508,cluster1
12102,0,0,0.21875,0.535714,0.666667,0.807692,0,0.348728,1.090508,cluster1
13142,0,0,0.15625,0.25,0.333333,0.384615,0.25,0.42644,1.251033,cluster2
13040,0.25,0,0.28125,0.464286,0.333333,0.769231,0.5,0.41471,1.316074,cluster1
12488,0.25,0,0.28125,0.392857,0.666667,0.807692,0,0.38029,1.364262,cluster1
13207,0,0,0.1875,0.142857,0.333333,0.346154,0,0.400062,1.275373,cluster2
13550,0,0,0.09375,0.321429,0.333333,0.211538,0,0.38029,0,cluster2
10985,0.25,0.333333,0.1875,0.392857,0,0.942308,0,0.531235,1.559583,cluster2
11049,0,0,0.1875,0.428571,0.333333,0.326923,0.25,0.50049,1.364262,cluster2
11373,0.25,0.166667,0.625,0.678571,0.666667,0.932692,0,0,2.513686,cluster1
11627,0,0,0.21875,0.214286,0.333333,0.509615,0,0.632426,1.685055,cluster2
12275,0.25,0,0.1875,0.535714,0.666667,0.586538,0,0,1.275373,cluster1
12028,0.25,0,0.3125,0.428571,0.666667,0.865385,0.25,0,1.251033,cluster1
11175,0,0,0.25,0.392857,0.666667,0.711538,0,0.701133,2.062142,cluster1
11886,0,0,0.15625,0.392857,0.333333,0.567308,0.25,0.586488,1.75009,cluster2
13400,0,0,0.46875,0.464286,0.333333,0.711538,0.25,0.489213,1.575698,cluster1
12449,0,0,0.375,0.428571,0.666667,0.759615,0,0.43627,1.37798,cluster1
13870,0,0,0.28125,0.142857,0.333333,0.336538,0,0.458952,1.37798,cluster2
12658,0,0,0.3125,0.428571,0.666667,0.875,0,0.348728,1.222845,cluster1
13223,0,0,0.09375,0.535714,0.333333,0.846154,0,0.42644,0,cluster2
13793,0,0,0.21875,0.75,0.666667,0.875,0,0.348728,1.316074,cluster1
13562,0,0,0.34375,0.285714,0.333333,0.423077,0,0.348728,1,cluster2
12152,0,0,0.21875,0.678571,0.666667,0.711538,0,0.400062,1.147203,cluster1
12520,0.25,0,0.375,0.464286,0.666667,0.798077,0,0.42644,1,cluster1
13697,0,0,0.40625,0.392857,0.666667,0.490385,0.25,0.452244,1.222845,cluster1
12188,0.25,0,0.3125,0.535714,0.666667,0.807692,0,0.348728,1.316074,cluster1
13866,0,0,0.25,0.142857,0.333333,0.567308,0.25,0.348728,1.147203,cluster2
13269,0,0,0.34375,0.214286,0.333333,0.653846,0.25,0.348728,1.147203,cluster2
13678,0,0,0.1875,0.214286,0.333333,0.519231,0.25,0.41471,1,cluster2
12184,0.25,0,0.21875,0.5,0.666667,0.75,0,0.42644,1.222845,cluster1
12346,0.25,0,0.375,0.5,0.666667,0.682692,0,0.43627,1.333521,cluster1
11276,0.5,0.166667,0.625,0.357143,0.333333,0.721154,0.25,0,2.188902,cluster1
11281,0.25,0,0.25,0.142857,0,0.721154,0,0.539885,1.444921,cluster2
12598,0.5,0,0.3125,0.607143,0.666667,0.682692,0.25,0.38029,1.251033,cluster1
12875,0,0,0.1875,0.464286,0.666667,0.721154,0,0.41471,1.251033,cluster1
12587,0,0,0.09375,0.714286,0.666667,0.826923,0,0.348728,1.251033,cluster1
13485,0,0,0.28125,0.321429,0.333333,0.471154,0,0.348728,1.29684,cluster2
11719,0,0,0.5625,0.321429,0.333333,0.653846,0,0.903324,2.825221,cluster1
11759,0.25,0,0.09375,0.428571,0.333333,0.663462,0,0.620907,1.876895,cluster2
12151,0.25,0.166667,0.5,0.821429,0.666667,0.730769,0,0.348728,1.189207,cluster1
11043,0,0,0.15625,0.321429,0.333333,0.153846,0,0.564286,1.502698,cluster2
13666,0,0,0.34375,0.464286,0.333333,0.528846,0,0.38029,1,cluster2
11133,0,0,0.0625,0.5,0.333333,0.557692,0.25,0.615358,1.84454,cluster2
13873,0,0,0.21875,0.142857,0.333333,0.432692,0,0.348728,0,cluster2
10954,0,0,0.09375,0.285714,0.333333,0.615385,0,0.50049,1.52335,cluster2
11348,0,0,0.1875,0.285714,0.333333,0.221154,0.25,0.676263,1.876895,cluster2
11239,0,0,0.21875,0.357143,0.666667,0.807692,0,0.57678,1.580822,cluster1
13352,0,0,0.28125,0.214286,0.333333,0.538462,0,0,1.147203,cluster2
13105,0.25,0,0.1875,0.321429,0.333333,0.134615,0,0.43627,1.349504,cluster2
13432,0,0.166667,0.34375,0.321429,0.333333,0.625,0,0.444758,1.444921,cluster2
13867,0,0,0.34375,0.535714,0.333333,0.807692,0,0.38029,1.189207,cluster1
12494,0.25,0,0.28125,0.5,0.666667,0.778846,0.5,0,1.090508,cluster1
13401,0,0,0.15625,0.642857,0.333333,0.596154,0.25,0.348728,0,cluster2
11361,0,0,0.21875,0.428571,0.333333,0.423077,0,0.54387,1.536103,cluster2
12963,0.25,0,0.15625,0.25,0.333333,0.721154,0,0,1.251033,cluster2
11109,0,0,0.03125,0.142857,0.333333,0.403846,0,0.611168,1.634731,cluster2
12229,0,0,0.1875,0.678571,0.666667,0.875,0,0.348728,1.189207,cluster1
11042,0,0,0.1875,0.214286,0.333333,0.288462,0,0.541903,1.502698,cluster2
11788,0,0,0.3125,0.5,0.333333,0.884615,0,0.747573,2.058174,cluster2
11892,0,0,0.40625,0.464286,0.666667,0.682692,0,0.539885,1.487738,cluster1
12164,0.5,0,0.25,0.285714,0.333333,0.634615,0,0,1.147203,cluster1
12734,0.25,0,0.21875,0.714286,0.666667,0.721154,0,0.348728,1.222845,cluster1
12451,0,0,0.1875,0.535714,0.666667,0.807692,0,0.348728,1,cluster1
13837,0,0,0.34375,0.464286,0.333333,0.528846,0,0.348728,1,cluster2
11261,0,0,0.375,0.392857,0.666667,0.365385,0,0.600203,1.575698,cluster1
12554,0.25,0,0.25,0.428571,0.666667,0.740385,0,0,1.29684,cluster1
11032,0,0,0.1875,0.214286,0.333333,0.298077,0,0.553024,1.487738,cluster2
12805,0.25,0,0.40625,0.464286,0.666667,0.673077,0,0.43627,1.502698,cluster1
12159,0,0,0.3125,0.678571,0.666667,0.788462,0.25,0.348728,1.333521,cluster1
13615,0,0,0.28125,0.25,0.333333,0.451923,0,0.348728,1.222845,cluster2
13271,0,0,0.46875,0.464286,0.333333,0.721154,0.5,0.489213,1.634731,cluster1
12486,0,0,0.125,0.25,0.333333,0.538462,0,0.41471,1.349504,cluster2
13944,0,0,0.15625,0.892857,0.333333,0.807692,0,0.348728,0,cluster1
11010,0,0,0.3125,0.571429,0.666667,0.605769,0,0.568667,1.536103,cluster1
12845,0.25,0,0.34375,0.428571,0.666667,0.894231,0.25,0,0,cluster1
11767,0,0,0.3125,0.607143,0.666667,0.711538,0,0.581776,1.700737,cluster1
11817,0,0,0.4375,0.75,0.666667,0.846154,0,0.551277,1.575698,cluster1
12063,0,0,0.09375,0.428571,0.666667,0.490385,0.25,0,0,cluster1
12945,0.25,0,0.34375,0.428571,0.666667,0.865385,0,0.38029,1.29684,cluster1
12051,0.25,0,0.4375,0.5,0.666667,0.567308,0,0.348728,1.090508,cluster1
11755,0,0,0.125,0.285714,0.333333,0.278846,0,0.587626,1.575698,cluster2
12824,0.25,0,0.25,0.535714,0.666667,0.798077,0.5,0,1.222845,cluster1
13394,0,0,0.25,0.714286,0.333333,0.807692,0,0.38029,0,cluster1
12255,0,0,0.28125,0.678571,0.666667,0.778846,0,0.348728,1.090508,cluster1
11838,0.25,0,0.4375,0.607143,0.666667,0.894231,0,0.584165,1.509804,cluster1
12831,0,0,0.5,0.785714,0.666667,0.807692,0,0.38029,1.29684,cluster1
13186,0,0,0.125,0.357143,0.333333,0.644231,0,0,1,cluster2
12536,0,0,0.1875,0.464286,0.666667,0.528846,0,0.348728,1.275373,cluster1
12219,0.25,0,0.3125,0.535714,0.666667,0.692308,0,0,1.090508,cluster1
13720,0,0,0.28125,0.357143,0.333333,0.807692,0,0.444758,1.509804,cluster2
11343,1,0.166667,0.75,0.535714,0.333333,0.778846,0,0,2.130202,cluster1
13948,0,0,0.0625,0.285714,0.333333,0.653846,0.25,0,0,cluster2
11425,0,0,0.1875,0.214286,0.333333,0.432692,0,0.54387,1.66828,cluster2
11115,0,0.833333,0.625,0.535714,0,0.961538,0,0,1.390804,cluster2
13935,0,0,0.125,0.321429,0.333333,0.25,0,0.400062,1.275373,cluster2
11004,0,0,0.09375,0.25,0.333333,0.807692,0,0.564286,1.487738,cluster2
11431,0,0,0.125,0.285714,0.333333,0.211538,0,0.590949,1.509804,cluster2
13208,0,0,0.15625,0.285714,0.333333,0.586538,0,0,1.090508,cluster2
12908,0,0.166667,0.40625,0.428571,0.666667,0.375,0,0,1,cluster1
13734,0,0,0.40625,0.392857,0.666667,0.557692,0,0.38029,1.349504,cluster1
13312,0,0,0.21875,0.678571,0.333333,0.769231,0.25,0.42644,1.090508,cluster1
12772,0.25,0,0.34375,0.428571,0.666667,0.894231,0.75,0,1.316074,cluster1
12780,0.25,0,0.3125,0.535714,0.666667,0.807692,0.5,0,1.251033,cluster1
12081,0,0,0.40625,0.714286,0.666667,0.826923,0,0.400062,1.222845,cluster1
13256,0,0,0.09375,0.535714,0.333333,0.875,0.75,0.348728,1,cluster2
12315,0.25,0,0.21875,0.535714,0.666667,0.644231,0,0,0,cluster1
11566,0.5,0.333333,0.5,0.785714,0.666667,0.951923,0,0,2.221426,cluster2
12758,0.25,0,0.40625,0.5,0.666667,0.788462,1,0,1.147203,cluster1
13068,0,0,0.09375,0.357143,0.333333,0.403846,1,0.41471,1.090508,cluster2
12865,0.25,0,0.28125,0.535714,0.666667,0.846154,0.25,0,1.090508,cluster1
11145,0,0,0.125,0.357143,0.333333,0.278846,0,0.579316,1.809619,cluster2
12905,0.5,0,0.46875,0.821429,0.666667,0.826923,0,0.348728,1.251033,cluster1
11684,0,0,0.28125,0.464286,0.666667,0.788462,0,0.637677,1.732051,cluster1
12820,0,0,0.34375,0.392857,0.666667,0.817308,0,0,0,cluster1
11601,0,0,0.40625,0.392857,0.666667,0.730769,0,0.579316,1.797539,cluster1
11803,0,0,0.09375,0.642857,0.333333,0.778846,0,0.579316,1.62239,cluster2
11598,0,0,0.25,0.464286,0.333333,0.875,0,0.650731,1.851334,cluster2
12495,0,0,0.34375,0.678571,0.666667,0.711538,0,0.400062,1.090508,cluster1
12929,0.25,0,0.375,0.392857,0.666667,0.740385,0,0.348728,1.251033,cluster1
11380,0,0.333333,0.15625,0.607143,0,0.894231,0.75,0.52891,1.390804,cluster2
11746,0,0,0.1875,0.321429,0.333333,0.730769,0,0.567233,1.646453,cluster2
12523,0.25,0,0.40625,0.607143,0.666667,0.528846,0,0.348728,0,cluster1
13711,0,0,0.3125,0.428571,0.666667,0.605769,0,0.348728,1.090508,cluster1
12042,0.5,0,0.3125,0.607143,0.666667,0.769231,0,0.348728,1.147203,cluster1
13188,0,0,0.15625,0.285714,0.333333,0.317308,0,0.38029,0,cluster2
12575,0.5,0,0.375,0.785714,0.333333,0.730769,0,0,1.147203,cluster1
11776,0,0,0.15625,0.214286,0.333333,0.201923,0,0.572824,1.509804,cluster2
13161,0,0,0.15625,0.642857,0.333333,0.605769,0.5,0.348728,0,cluster2
12430,0.25,0,0.3125,0.678571,0.666667,0.942308,0,0.43627,1.251033,cluster1
11038,0,0,0.15625,0.25,0.333333,0.519231,0,0.533491,1.487738,cluster2
11877,0,0,0.21875,0.5,0.333333,0.740385,0,0.715773,1.842814,cluster2
12969,0.25,0,0.1875,0.214286,0.333333,0.432692,0.5,0.400062,1,cluster2
11294,0,0,0.28125,0.571429,0.666667,0.644231,0,0.584165,1.471644,cluster1
11578,0,0,0.4375,0.607143,0.666667,0.75,0,0.677523,1.826744,cluster1
13301,0,0,0.125,0.142857,0.333333,0.480769,0.25,0.400062,1.147203,cluster2
12122,0,0,0.28125,0.607143,0.666667,0.913462,0.25,0.452244,1.487738,cluster1
13936,0,0,0.25,0.142857,0.333333,0.432692,0,0.42644,1.275373,cluster2
12124,0,0,0.40625,0.535714,0.666667,0.865385,0,0.42644,1.402851,cluster1
12375,0,0,0.21875,0.428571,0.666667,0.769231,0,0.400062,1.435189,cluster1
13267,0,0,0.03125,0.357143,0.333333,0.519231,0.25,0,1,cluster2
13548,0,0,0.15625,0.142857,0.333333,0.375,0,0.348728,1.222845,cluster2
12158,0,0,0.3125,0.464286,0.666667,0.567308,0,0.348728,1.222845,cluster1
11359,0.25,0.166667,0.4375,0.75,0.666667,0.778846,0,0.622431,1.771522,cluster1
13335,0,0,0.28125,0.607143,0.333333,0.778846,0,0.503884,1.697681,cluster1
13006,0.25,0,0.21875,0.678571,0.333333,0.701923,0,0.348728,1,cluster1
13871,0,0,0.1875,0.142857,0.333333,0.394231,0,0.38029,1.090508,cluster2
13245,0,0,0.125,0.214286,0.333333,0.615385,0.5,0.38029,1.147203,cluster2
12904,0.25,0,0.34375,0.5,0.666667,0.769231,0.25,0,1.222845,cluster1
12801,0,0,0.53125,0.428571,0.666667,0.769231,0.25,0.38029,1.316074,cluster1
13817,0,0,0.125,0.392857,0.333333,0.423077,0,0.400062,1.090508,cluster2
12650,0.25,0,0.375,0.571429,0.666667,0.759615,0.25,0.348728,1,cluster1
11749,0,0,0.09375,0.142857,0.333333,0.105769,0,0.54387,1.618126,cluster2
13009,0.25,0,0.25,0.571429,0.333333,0.961538,0,0.42644,1.222845,cluster1
12540,0.25,0,0.3125,0.357143,0.666667,0.692308,0,0.348728,1,cluster1
11770,0,0,0.0625,0.214286,0.333333,0.490385,0,0.575482,1.694586,cluster2
12323,0.25,0,0.40625,0.678571,0.666667,0.711538,0,0.348728,1.147203,cluster1
11144,0.25,0,0.1875,0.428571,0.666667,0.384615,0,0.588748,1.859589,cluster1
13102,0,0,0.15625,0.142857,0.333333,0.673077,0.25,0.42644,1.333521,cluster2
12702,0.25,0,0.4375,0.428571,0.666667,0.865385,0.25,0.444758,1.471644,cluster1
13600,0,0,0.21875,0.357143,0.333333,0.538462,0,0.38029,1.222845,cluster2
11546,0,0,0.25,0.5,0.666667,0.673077,0.25,0.595187,1.759841,cluster1
12898,0.25,0,0.15625,0.5,0.666667,0.778846,0,0.348728,1.090508,cluster1
11510,0,0,0.21875,0.392857,0.333333,0.375,0,0.518816,1.463111,cluster2
11329,0,0,0.34375,0.535714,0.666667,0.692308,0,0.671498,1.832211,cluster1
11831,0.25,0,0.15625,0.25,0.333333,0.221154,0,0.559652,1.548154,cluster2
12474,0,0,0.375,0.535714,0.666667,0.576923,0,0,1,cluster1
12914,0.25,0,0.40625,0.714286,0.666667,0.913462,0,0.38029,1.349504,cluster1
13443,0.25,0,0.28125,0.285714,0.333333,0.740385,0,0.348728,1.275373,cluster2
12745,0.25,0,0.21875,0.535714,0.666667,0.615385,0.5,0,1.29684,cluster1
12099,0.5,0,0.34375,0.464286,0.666667,0.653846,0,0.348728,0,cluster1
