tweet_id,hashtags,mentions,uppercase,nonalpha,urls,len,numbers,spam
12036,1,1,19,24,2,114,0,y
11766,0,0,12,13,2,99,0,n
11133,0,0,4,15,1,103,1,y
12161,1,0,8,15,2,121,0,n
13223,0,0,5,16,1,133,0,y
12952,0,0,7,19,1,137,1,y
12749,1,0,9,15,2,124,2,n
13682,0,0,5,5,1,87,0,y
11672,0,0,9,12,2,106,1,n
11070,0,0,6,6,1,85,0,n
13755,0,0,7,20,1,138,0,y
12544,1,0,12,16,2,127,1,n
11658,0,1,8,9,1,121,0,n
12379,1,0,10,16,2,127,1,n
12445,1,0,13,13,2,137,0,n
12199,1,0,11,16,2,127,1,n
12845,1,0,13,13,2,138,1,n
