tweet_id,hashtags,mentions,uppercase,nonalpha,urls,len,numbers,spam
12649,1,0,12,20,2,119,0,y
11106,0,0,14,15,2,129,0,n
11492,0,0,21,9,1,117,0,n
13459,0,0,6,8,1,64,0,n
12578,1,0,10,22,2,127,0,y
13066,0,0,7,8,1,86,2,y
11152,0,0,7,12,1,102,0,n
11550,1,2,10,12,0,123,1,n
12586,0,0,11,14,2,120,0,n
11117,0,0,6,7,1,63,0,n
12801,0,0,19,13,2,125,1,n
12355,1,0,11,13,2,94,0,n
12463,0,0,12,16,2,115,0,n
11570,1,0,17,10,1,108,0,n
12058,1,0,17,15,2,120,0,n
11704,1,1,13,8,0,137,0,n
11983,1,0,13,20,2,119,0,y
13892,0,1,8,6,1,86,0,n
12672,1,0,11,17,2,124,0,n
13943,0,0,11,6,1,85,0,n
12117,0,0,14,16,2,138,0,n
12696,1,0,11,16,2,124,0,n
12468,1,0,15,13,2,114,0,n
11125,0,0,6,10,1,104,0,n
11449,1,2,6,9,0,95,3,n
12968,1,0,9,9,1,99,2,y
11236,1,0,14,17,2,121,1,n
11513,0,0,10,10,2,117,0,n
12334,2,0,9,12,2,132,0,n
10967,0,2,13,18,1,145,0,n
11129,0,0,7,14,1,103,0,n
12461,0,0,14,16,2,138,0,n
12419,1,0,9,22,2,127,0,y
13780,1,0,7,10,1,67,0,n
13164,0,0,5,9,1,84,1,n
13436,0,0,11,11,1,103,0,n
10978,0,0,4,5,1,100,0,n
11475,1,2,6,11,0,131,0,n
11519,0,1,10,15,1,140,0,n
11975,0,0,13,13,2,127,0,n
12327,1,0,9,16,2,127,0,n
12635,0,0,9,14,2,115,0,n
12530,1,0,13,22,2,130,0,y
11435,0,1,9,12,1,135,0,n
11427,1,2,12,19,1,134,0,n
11589,0,0,11,13,1,127,0,n
11764,0,0,8,10,2,94,0,n
12780,1,0,12,16,2,129,2,n
12740,2,0,12,18,2,125,0,n
12655,1,0,13,16,2,127,0,n
11204,1,2,16,5,0,137,0,n
13552,0,0,10,9,1,70,0,n
13156,0,0,5,8,1,122,0,n
12608,1,0,9,13,2,110,0,n
13225,0,0,5,9,1,84,1,n
12160,0,0,16,18,2,128,0,n
12709,3,0,13,18,2,124,2,n
13364,0,0,7,9,1,79,1,y
12132,0,0,8,14,2,115,0,n
13620,0,0,11,14,2,95,0,y
13727,0,0,15,11,2,124,0,n
12638,0,0,11,13,2,127,0,n
12131,0,0,14,13,2,127,0,n
11442,1,2,7,16,0,125,2,n
11459,0,1,10,22,1,146,0,n
13707,0,0,8,18,1,130,0,y
11296,0,0,16,21,2,121,1,n
13422,0,0,6,8,1,84,0,y
13665,1,0,7,10,1,67,0,n
11625,1,2,11,13,0,145,0,n
13258,0,0,7,8,1,85,1,y
11353,2,1,19,14,1,131,0,n
12383,0,0,6,12,2,128,0,n
12182,0,0,17,14,2,104,0,n
11994,0,0,11,13,2,136,0,n
13209,0,0,7,8,1,84,0,y
11680,0,0,17,10,1,123,0,n
13508,0,0,10,12,2,86,0,n
11542,1,2,11,11,0,123,1,n
12203,0,0,7,12,2,128,0,n
11895,0,0,8,8,1,92,0,n
11453,1,1,14,15,1,141,0,n
12797,1,0,10,13,2,111,1,n
11258,0,0,10,14,1,133,0,n
13734,0,0,15,12,2,103,0,n
13813,0,1,12,11,2,110,0,n
11581,0,0,6,8,1,79,0,n
13681,0,0,8,15,1,127,0,y
11480,1,2,32,12,1,119,1,n
13451,0,0,8,13,1,106,0,n
13833,1,0,8,16,2,94,0,n
12863,0,0,10,14,2,116,1,n
13901,0,0,5,9,1,82,0,y
12019,1,0,13,22,2,130,0,y
13621,0,0,11,10,2,125,0,n
13116,0,0,7,15,1,107,1,n
11544,1,2,13,13,1,102,1,n
12167,2,0,8,12,2,132,0,n
13783,1,0,8,10,1,81,0,n
13794,0,0,11,14,2,106,0,y
11017,0,0,13,12,2,93,0,n
12640,1,0,16,13,2,105,0,n
11559,1,2,16,13,1,105,0,n
12947,1,0,13,17,2,124,0,n
12882,1,0,11,14,2,136,0,n
11507,0,0,13,13,2,107,0,n
13424,0,1,11,8,1,106,0,n
13314,0,0,5,8,1,123,1,n
11508,0,0,12,16,2,117,0,n
11893,0,0,7,13,1,100,0,y
11548,1,2,20,14,0,144,1,n
12155,1,0,11,16,2,127,0,n
11351,1,2,11,11,0,143,2,n
12589,1,0,15,14,2,136,0,n
12078,0,0,8,14,2,120,0,n
