tweet_id,hashtags,mentions,uppercase,nonalpha,urls,len,numbers,spam
13905,0,0,7,8,1,74,0,n
13125,0,0,8,13,1,113,2,n
11154,1,0,4,10,1,104,1,n
13521,0,0,4,6,1,91,0,n
12256,2,0,16,24,2,131,0,n
12116,1,0,15,12,2,122,0,n
13007,1,0,9,10,1,136,0,n
11635,0,0,7,10,1,79,0,y
12825,1,0,14,15,2,117,1,n
11080,1,0,17,23,2,135,0,n
11005,0,0,12,10,2,120,0,n
12792,1,0,11,13,2,133,1,n
13720,0,0,11,11,1,129,0,n
12094,1,1,19,27,2,120,0,y
13819,0,0,10,18,2,121,0,n
13114,0,0,14,9,1,113,2,n
12805,1,0,15,14,2,115,0,n
11593,0,0,4,11,1,104,1,n
13065,0,0,7,13,1,120,3,n
13216,0,0,6,9,1,117,0,n
11186,0,0,9,17,2,138,0,n
12170,1,0,14,15,2,116,0,n
13098,0,0,6,8,1,110,1,n
12269,1,0,19,21,2,140,0,n
11222,1,1,5,11,1,140,0,n
12090,2,0,13,24,2,131,0,n
13172,0,0,7,13,1,119,2,n
12695,0,0,11,14,2,100,0,n
11144,1,0,8,13,2,85,0,n
11090,1,2,6,9,0,103,0,n
13688,0,0,8,9,1,126,0,n
13260,0,0,5,9,1,122,2,n
13040,1,0,11,14,1,125,2,n
13566,0,0,7,9,1,94,0,n
12412,1,0,12,14,2,115,0,n
11077,1,0,13,17,1,105,2,n
12775,1,0,16,13,2,136,1,n
12543,1,0,14,17,2,142,0,n
13559,0,0,8,8,1,85,0,n
11748,0,0,12,10,2,87,0,y
12645,1,0,14,15,2,123,1,n
13201,0,0,8,7,1,97,0,n
11134,1,0,9,13,2,93,0,n
12502,0,0,11,20,2,127,1,n
11567,1,2,5,11,0,116,1,n
13477,0,0,10,13,1,124,0,n
12365,1,0,8,18,1,124,0,n
11165,0,0,11,13,2,111,0,n
12667,0,0,8,13,2,125,0,n
11426,0,0,5,10,1,84,0,n
12815,1,0,15,12,2,123,1,n
12646,1,0,12,12,2,129,0,n
13013,1,0,10,14,1,129,0,n
11889,0,0,9,5,1,94,0,n
11051,0,0,7,10,2,125,0,n
13659,0,0,11,14,2,135,1,n
13318,0,0,5,9,1,121,1,n
13565,0,0,8,10,1,106,0,n
13417,0,0,7,13,1,104,0,n
12979,1,0,9,9,1,124,2,n
13825,0,0,8,14,2,135,1,n
11069,1,2,13,13,0,145,1,n
13791,0,0,21,13,2,132,0,n
11977,1,0,14,15,2,123,1,n
11081,0,2,9,18,1,124,0,n
11365,1,1,7,11,0,144,0,n
12568,1,0,14,16,2,133,0,n
13485,0,0,11,10,1,94,0,n
13547,0,0,7,10,1,116,1,n
13910,0,0,16,8,1,108,0,n
12674,1,0,14,15,2,116,0,n
11168,1,0,13,21,2,128,0,n
12217,2,0,15,13,2,129,0,n
12045,1,0,12,13,2,132,0,n
12216,0,0,10,12,2,107,0,n
12194,0,0,9,13,2,125,0,n
13143,0,0,7,5,1,115,1,n
13567,0,0,21,14,2,135,1,n
13144,0,0,6,10,1,102,1,y
12435,2,0,12,24,2,131,0,n
12878,0,0,8,14,2,130,1,n
12400,1,0,13,17,2,113,0,n
12855,1,0,11,13,2,116,1,n
12665,0,0,15,14,2,104,0,n
12620,1,0,17,12,2,122,0,n
13063,0,0,5,9,1,123,3,n
13096,0,0,8,13,1,112,1,n
12443,1,0,15,21,2,140,0,n
11113,0,0,22,17,1,146,1,n
13496,0,0,11,19,1,104,0,y
12198,0,0,8,14,2,100,0,n
11364,1,2,8,11,0,101,1,n
13660,0,0,8,10,2,126,0,n
13239,0,0,15,9,1,133,0,n
12285,0,0,10,13,2,125,0,n
13212,0,0,7,5,1,114,0,n
11887,0,0,4,7,1,112,0,n
13512,0,0,14,14,2,116,0,n
11104,0,0,6,6,1,79,0,n
12163,0,0,12,14,2,131,0,n
10983,1,2,7,12,0,130,0,n
12384,1,0,8,17,2,142,0,n
12799,1,0,14,17,2,114,1,n
11350,0,0,10,14,1,126,0,n
13307,0,0,8,7,1,98,1,n
13045,1,0,10,6,1,127,1,n
