tweet_id,hashtags,mentions,uppercase,nonalpha,urls,len,numbers,topic_id=0,topic_id=1,topic_id=2,topic_id=3,topic_id=4,topic_id=5,topic_id=6,topic_id=7,topic_id=8,topic_id=9,spam
12792,0.333333,0,0.275862,0.44,1,2.389985,0.333333,f,f,f,f,t,f,f,f,f,f,n
11298,0,0,0.034483,0.56,0.5,2.343124,0.666667,f,f,f,f,f,f,f,t,f,f,y
11279,0.333333,0,0.172414,0.12,0,1.515646,0,f,f,t,f,f,f,f,f,f,f,n
12925,0,0,0.344828,0.56,1,2.297182,0,f,f,f,f,f,f,f,f,t,f,n
12355,0.333333,0,0.275862,0.44,1,1.624416,0,f,t,f,f,f,f,f,f,f,f,n
12124,0,0,0.413793,0.56,1,2.437783,0,f,f,f,f,f,f,f,t,f,f,n
13720,0,0,0.275862,0.36,0.5,2.297182,0,f,f,f,f,t,f,f,f,f,f,n
11389,0,0,0.241379,0.64,1,2.58699,0.333333,f,f,f,f,f,f,f,t,f,f,n
12463,0,0,0.310345,0.56,1,1.999844,0,f,t,f,f,f,f,f,f,f,f,n
12490,0.333333,0,0.413793,0.56,1,2.27455,0,f,f,f,f,f,f,f,f,t,f,n
11570,0.333333,0,0.482759,0.32,0.5,1.865935,0,f,t,f,f,f,f,f,f,f,f,n
12094,0.333333,0.5,0.551724,1,1,2.101338,0,f,f,f,f,t,f,f,f,f,f,y
13819,0,0,0.241379,0.64,1,2.122247,0,f,f,f,f,t,f,f,f,f,f,n
12854,0,0,0.137931,0.72,1,2.320039,0.333333,f,f,f,f,f,f,f,t,f,f,n
12370,0.333333,0,0.068966,0.68,1,2.320039,0,f,f,f,f,f,f,f,t,f,f,n
12058,0.333333,0,0.482759,0.52,1,2.101338,0,f,t,f,f,f,f,f,f,f,f,n
12243,0,0,0.344828,0.44,1,1.999844,0.333333,f,f,f,f,f,f,f,t,f,f,y
13114,0,0,0.37931,0.28,0.5,1.960633,0.666667,f,f,f,f,t,f,f,f,f,f,n
11268,0,0,0.275862,0.48,1,2.486537,0.333333,f,f,f,f,f,f,f,t,f,f,n
12270,0.333333,0,0.137931,0.56,1,2.366439,0,f,f,t,f,f,f,f,f,f,f,y
11505,0,0,0.517241,0.2,0.5,1.903253,0,f,f,t,f,f,f,f,f,f,f,n
12251,0,0,0.206897,0.4,1,1.829349,0,f,f,f,f,f,f,f,t,f,f,n
12805,0.333333,0,0.413793,0.48,1,1.999844,0,f,f,f,f,t,f,f,f,f,f,n
11704,0.333333,0.5,0.344828,0.24,0,2.486537,0,f,t,f,f,f,f,f,f,f,f,n
12548,0.333333,0,0.275862,0.36,1,1.400226,0,f,f,f,f,f,f,f,t,f,f,y
11430,0.333333,0,0.206897,0.28,0.5,1.793481,0.333333,f,f,f,f,f,f,f,t,f,f,n
11983,0.333333,0,0.344828,0.72,1,2.080635,0,f,t,f,f,f,f,f,f,f,f,y
11766,0,0,0.310345,0.44,1,1.706857,0,f,f,f,t,f,f,f,f,f,f,n
11593,0,0,0.034483,0.36,0.5,1.793481,0.333333,f,f,f,f,t,f,f,f,f,f,n
12508,0,0.5,0.344828,0.44,1,1.471289,0,f,f,t,f,f,f,f,f,f,f,n
13002,0.333333,0,0.586207,0.52,0.5,2.320039,0,t,f,f,f,f,f,f,f,f,f,n
13065,0,0,0.137931,0.44,0.5,2.101338,1,f,f,f,f,t,f,f,f,f,f,n
10958,0,0.5,0.310345,0.32,0.5,1.69004,0,f,f,f,f,f,f,f,f,t,f,n
12890,0.333333,0,0.241379,0.48,0.5,2.143363,0,f,f,f,f,f,f,f,t,f,f,n
13764,0,0,0.344828,0.4,1,1.941316,0,f,f,t,f,f,f,f,f,f,f,n
13216,0,0,0.103448,0.28,0.5,2.03984,0,f,f,f,f,t,f,f,f,f,f,n
11133,0,0,0.034483,0.52,0.5,1.775811,0.333333,f,f,f,t,f,f,f,f,f,f,y
13680,0,0,0.137931,0.24,0.5,1.471289,0,f,f,f,f,f,f,f,f,f,t,n
13495,0,0,0.034483,0.32,0.5,1.640579,0.333333,f,f,f,f,f,f,f,t,f,f,n
13515,0,0,0.37931,0.48,1,2.186229,0,f,f,f,f,f,f,f,t,f,f,n
11186,0,0,0.206897,0.6,1,2.511279,0,f,f,f,f,t,f,f,f,f,f,n
12170,0.333333,0,0.37931,0.52,1,2.019743,0,f,f,f,f,t,f,f,f,f,f,n
13098,0,0,0.103448,0.24,0.5,1.903253,0.333333,f,f,f,f,t,f,f,f,f,f,n
12325,0,0,0.37931,0.56,1,1.69004,0,f,f,f,f,f,f,f,t,f,f,y
13892,0,0.5,0.172414,0.16,0.5,1.500713,0,f,t,f,f,f,f,f,f,f,f,n
12313,0.666667,0,0.206897,0.48,1,2.389985,0,f,f,f,f,f,f,t,f,f,f,n
12269,0.333333,0,0.551724,0.76,1,2.561503,0,f,f,f,f,t,f,f,f,f,f,n
11222,0.333333,0.5,0.068966,0.36,0.5,2.561503,0,f,f,f,f,t,f,f,f,f,f,n
11481,0,0,0.448276,0.64,1,1.656903,0,f,f,f,f,f,t,f,f,f,f,n
12090,0.666667,0,0.344828,0.88,1,2.343124,0,f,f,f,f,t,f,f,f,f,f,n
12420,0,0,0.37931,0.84,1,2.297182,0,f,f,t,f,f,f,f,f,f,f,n
11260,0.333333,0,0.172414,0.36,0.5,2.366439,0,f,f,t,f,f,f,f,f,f,f,n
12161,0.333333,0,0.172414,0.52,1,2.122247,0,f,f,f,t,f,f,f,f,f,f,n
13291,0,0,0.275862,0.56,0.5,1.515646,0.333333,t,f,f,f,f,f,f,f,f,f,y
11695,0,0,0.310345,0.32,0.5,1.847552,0,f,f,t,f,f,f,f,f,f,f,n
12341,0,0,0.413793,0.56,1,2.437783,0,f,f,f,f,f,f,f,t,f,f,n
12672,0.333333,0,0.275862,0.6,1,2.186229,0,f,t,f,f,f,f,f,f,f,f,n
13943,0,0,0.275862,0.16,0.5,1.485928,0,f,t,f,f,f,f,f,f,f,f,n
13172,0,0,0.137931,0.44,0.5,2.080635,0.666667,f,f,f,f,t,f,f,f,f,f,n
13152,0,0,0.103448,0.36,0.5,1.56134,0.333333,f,f,f,f,f,t,f,f,f,f,n
12458,0,0,0.310345,0.6,1,2.389985,0,t,f,f,f,f,f,f,f,f,f,y
12117,0,0,0.37931,0.56,1,2.511279,0,f,t,f,f,f,f,f,f,f,f,n
11935,0,0,0.034483,0.2,0.5,1.306467,0,t,f,f,f,f,f,f,f,f,f,n
13412,0,0,0.172414,0.28,0.5,1.960633,0,f,f,f,f,f,f,f,f,t,f,n
13361,0,0,0.103448,0.2,0.5,1.576876,0.666667,f,f,f,f,f,t,f,f,f,f,y
13708,0,0,0.275862,0.48,1,1.865935,0,f,f,t,f,f,f,f,f,f,f,n
13379,0,0,0.482759,0.48,0.5,2.080635,0.333333,t,f,f,f,f,f,f,f,f,f,n
12798,0,0,0.310345,0.56,1,2.252141,0.333333,f,f,f,f,f,t,f,f,f,f,n
12695,0,0,0.275862,0.48,1,1.72384,0,f,f,f,f,t,f,f,f,f,f,n
11144,0.333333,0,0.172414,0.44,1,1.485928,0,f,f,f,f,t,f,f,f,f,f,n
13072,0,0,0.310345,0.2,0.5,1.500713,0,f,f,f,f,f,f,f,t,f,f,y
11341,0,0,0.034483,0.24,0.5,1.793481,0,f,f,f,f,f,f,f,f,f,t,n
12696,0.333333,0,0.275862,0.56,1,2.186229,0,f,t,f,f,f,f,f,f,f,f,n
12468,0.333333,0,0.413793,0.44,1,1.980142,0,f,t,f,f,f,f,f,f,f,f,n
13148,0,0,0.206897,0.28,0.5,1.847552,0.333333,f,f,f,f,f,f,f,t,f,f,n
12741,0.333333,0,0.241379,0.44,1,2.143363,0,t,f,f,f,f,f,f,f,f,f,n
11090,0.333333,1,0.103448,0.28,0,1.775811,0,f,f,f,f,t,f,f,f,f,f,n
11125,0,0,0.103448,0.32,0.5,1.793481,0,f,t,f,f,f,f,f,f,f,f,n
11997,0,0,0.241379,0.4,1,2.229952,0.333333,f,f,f,f,f,f,f,t,f,f,y
12777,0,0,0.448276,0.64,1,2.019743,0.666667,t,f,f,f,f,f,f,f,f,f,y
13688,0,0,0.172414,0.28,0.5,2.229952,0,f,f,f,f,t,f,f,f,f,f,n
13616,0,0,0.103448,0.48,0.5,1.624416,0,f,f,f,f,f,f,f,t,f,f,n
11449,0.333333,1,0.103448,0.28,0,1.640579,1,f,t,f,f,f,f,f,f,f,f,n
13223,0,0,0.068966,0.56,0.5,2.389985,0,f,f,f,t,f,f,f,f,f,f,y
13260,0,0,0.068966,0.28,0.5,2.143363,0.666667,f,f,f,f,t,f,f,f,f,f,n
11360,0,0,0.241379,0.4,1,2.536266,0,f,f,f,f,f,f,f,f,f,t,n
13040,0.333333,0,0.275862,0.48,0.5,2.207983,0.666667,f,f,f,f,t,f,f,f,f,f,n
12892,0.333333,0,0.206897,0.64,0.5,2.16469,0,f,f,f,f,f,f,f,t,f,f,y
11518,0,0,0.413793,0.4,1,2.229952,0,f,f,f,f,f,t,f,f,f,f,n
13606,0,0,0.241379,0.48,0.5,1.811326,0,f,f,t,f,f,f,f,f,f,f,n
13566,0,0,0.137931,0.28,0.5,1.624416,0,f,f,f,f,t,f,f,f,f,f,n
12968,0.333333,0,0.206897,0.28,0.5,1.706857,0.666667,f,t,f,f,f,f,f,f,f,f,y
11236,0.333333,0,0.37931,0.6,1,2.122247,0.333333,f,t,f,f,f,f,f,f,f,f,n
12412,0.333333,0,0.310345,0.48,1,1.999844,0,f,f,f,f,t,f,f,f,f,f,n
11379,0,0.5,0.172414,0.48,0.5,2.019743,0.333333,f,f,f,f,f,t,f,f,f,f,n
12952,0,0,0.137931,0.68,0.5,2.486537,0.333333,f,f,f,t,f,f,f,f,f,f,y
11762,0,0,0.034483,0.2,0.5,1.345855,0,f,f,f,f,f,t,f,f,f,f,n
11077,0.333333,0,0.344828,0.6,0.5,1.811326,0.666667,f,f,f,f,t,f,f,f,f,f,n
12917,0.333333,0,0.275862,0.56,1,2.366439,0,f,f,t,f,f,f,f,f,f,f,n
13646,0,0,0.172414,0.48,0.5,1.592566,0,f,f,f,f,f,f,f,t,f,f,y
11574,0.333333,0,0.241379,0.32,0.5,1.980142,0,f,f,t,f,f,f,f,f,f,f,n
11513,0,0,0.241379,0.32,1,2.03984,0,f,t,f,f,f,f,f,f,f,f,n
13641,0,0,0.241379,0.12,0.5,1.69004,0,f,f,f,f,f,f,f,t,f,f,n
13668,0,0,0.206897,0.44,1,2.437783,0,t,f,f,f,f,f,f,f,f,f,n
13406,0,0,0.068966,0.12,0.5,1.195086,0,f,f,f,f,f,t,f,f,f,f,n
12334,0.666667,0,0.206897,0.4,1,2.366439,0,f,t,f,f,f,f,f,f,f,f,n
10967,0,1,0.344828,0.64,0.5,2.691501,0,f,t,f,f,f,f,f,f,f,f,n
11877,0,0,0.206897,0.52,0.5,2.143363,0,f,f,f,f,f,f,t,f,f,f,n
11129,0,0,0.137931,0.48,0.5,1.775811,0,f,t,f,f,f,f,f,f,f,f,n
13060,0,0,0.103448,0.12,0.5,1.656903,0.666667,f,f,f,f,f,f,f,f,t,f,n
11334,0,0,0.551724,0.48,1,1.72384,0.333333,f,f,t,f,f,f,f,f,f,f,n
13105,0.333333,0,0.172414,0.32,0.5,1.14868,0,f,f,f,f,f,f,f,t,f,f,n
13911,0,0,0.103448,0.12,0.5,1.624416,0,f,f,f,f,f,f,f,f,t,f,n
12837,0,0,0.172414,0.4,1,2.343124,0.333333,f,f,f,f,f,f,f,f,f,t,n
12775,0.333333,0,0.448276,0.44,1,2.46204,0.333333,f,f,f,f,t,f,f,f,f,f,n
13895,0,0,0.103448,0.36,0.5,1.545958,0,f,f,f,f,f,t,f,f,f,f,n
12461,0,0,0.37931,0.56,1,2.511279,0,f,t,f,f,f,f,f,f,f,f,n
13426,0,0,0.172414,0.72,0.5,2.536266,0,t,f,f,f,f,f,f,f,f,f,y
11044,0,0,0.137931,0.44,1,2.366439,0.333333,f,f,t,f,f,f,f,f,f,f,n
12543,0.333333,0,0.37931,0.6,1,2.612731,0,f,f,f,f,t,f,f,f,f,f,n
12419,0.333333,0,0.206897,0.8,1,2.252141,0,f,t,f,f,f,f,f,f,f,f,y
13780,0.333333,0,0.137931,0.32,0.5,1.243365,0,f,t,f,f,f,f,f,f,f,f,n
11136,0,0,0.172414,0.16,0.5,1.624416,0,f,f,t,f,f,f,f,f,f,f,n
13164,0,0,0.068966,0.28,0.5,1.471289,0.333333,f,t,f,f,f,f,f,f,f,f,n
12872,0.333333,0,0.206897,0.6,1,2.366439,0.333333,f,f,t,f,f,f,f,f,f,f,n
12413,0,0,0.37931,0.64,1,1.960633,0,t,f,f,f,f,f,f,f,f,f,y
12743,0.333333,0,0.310345,0.44,1,1.960633,0.666667,t,f,f,f,f,f,f,f,f,f,n
11912,0,0,0.206897,0.44,0.5,1.758316,0,t,f,f,f,f,f,f,f,f,f,n
12885,0.333333,0,0.137931,0.24,0.5,1.884502,0,f,f,f,f,f,f,f,t,f,f,n
13436,0,0,0.275862,0.36,0.5,1.775811,0,f,t,f,f,f,f,f,f,f,f,n
13559,0,0,0.172414,0.24,0.5,1.485928,0,f,f,f,f,t,f,f,f,f,f,n
10978,0,0,0.034483,0.12,0.5,1.72384,0,f,t,f,f,f,f,f,f,f,f,n
12749,0.333333,0,0.206897,0.52,1,2.186229,0.666667,f,f,f,t,f,f,f,f,f,f,n
12950,0,0,0.724138,0.36,1,2.080635,0.666667,f,f,f,f,f,f,t,f,f,f,n
12535,0.333333,0,0.344828,0.36,1,1.829349,0,t,f,f,f,f,f,f,f,f,f,n
11748,0,0,0.310345,0.32,1,1.515646,0,f,f,f,f,t,f,f,f,f,f,y
11485,0,0,0.137931,0.24,0.5,1.740993,0,f,f,f,f,f,f,f,t,f,f,n
13162,0,0,0.172414,0.28,0.5,1.999844,0.666667,f,f,f,f,f,f,f,f,t,f,n
11390,0,0,0.137931,0.24,0.5,1.372771,0,f,f,f,f,f,t,f,f,f,f,n
13296,0,0,0.034483,0.32,0.5,1.456793,0.333333,t,f,f,f,f,f,f,f,f,f,y
12645,0.333333,0,0.37931,0.52,1,2.16469,0.333333,f,f,f,f,t,f,f,f,f,f,n
13272,0,0,0.172414,0.72,0.5,2.561503,0.333333,t,f,f,f,f,f,f,f,f,f,y
13373,0,0,0.172414,0.24,0.5,1.545958,0.333333,f,f,f,f,f,f,f,t,f,f,n
13322,0,0,0.034483,0.44,0.5,1.359247,0.333333,t,f,f,f,f,f,f,f,f,f,n
11062,0,0,0.206897,0.24,0.5,1.656903,0,f,f,t,f,f,f,f,f,f,f,n
12975,0.333333,0,0.344828,0.8,0.5,2.664984,0.666667,f,f,f,f,f,f,t,f,f,f,y
11475,0.333333,1,0.103448,0.36,0,2.343124,0,f,t,f,f,f,f,f,f,f,f,n
11519,0,0.5,0.241379,0.52,0.5,2.561503,0,f,t,f,f,f,f,f,f,f,f,n
12999,0.333333,0,0.206897,0.16,0.5,1.829349,0,f,f,f,f,f,f,f,f,t,f,n
11975,0,0,0.344828,0.44,1,2.252141,0,f,t,f,f,f,f,f,f,f,f,n
13471,0,0,0.137931,0.16,0.5,1.280851,0,f,f,t,f,f,f,f,f,f,f,n
13719,0,0,0.689655,0.36,1,2.03984,0.333333,f,f,f,f,f,f,t,f,f,f,y
11741,0,0,0.172414,0.2,0.5,1.218987,0,f,f,t,f,f,f,f,f,f,f,y
12023,0.333333,0,0.344828,0.6,1,2.080635,0.333333,t,f,f,f,f,f,f,f,f,f,y
12538,0,0,0.37931,0.4,1,1.903253,0,f,f,f,f,f,f,t,f,f,f,n
12807,0,0,0.172414,0.44,1,1.656903,0.333333,f,f,t,f,f,f,f,f,f,f,y
10979,0,0,0.034483,0.36,0.5,1.530727,0.333333,f,f,f,f,f,f,f,f,f,t,n
11143,0,0,0.103448,0.12,0.5,1.268232,0,f,f,f,f,f,t,f,f,f,f,n
12327,0.333333,0,0.206897,0.56,1,2.252141,0,f,t,f,f,f,f,f,f,f,f,n
13923,0,0,0.275862,0.12,0.5,1.829349,0,f,f,t,f,f,f,f,f,f,f,n
12635,0,0,0.206897,0.48,1,1.999844,0,f,t,f,f,f,f,f,f,f,f,n
13233,0,0,0.137931,0.2,0.5,1.306467,0,f,f,t,f,f,f,f,f,f,f,n
11918,0,0,0.137931,0.2,0.5,1.414158,0,f,f,t,f,f,f,f,f,f,f,n
12530,0.333333,0,0.344828,0.8,1,2.320039,0,f,t,f,f,f,f,f,f,f,f,y
11392,0,0,0.206897,0.4,1,2.343124,0,f,f,f,f,f,t,f,f,f,f,n
13624,0,0,0.137931,0.28,0.5,1.500713,0,f,f,t,f,f,f,f,f,f,f,n
11195,0,0,0.37931,0.72,0.5,2.638728,0,f,f,f,f,f,t,f,f,f,f,y
13073,0,0,0.137931,0.68,0.5,1.847552,0.333333,f,f,f,f,f,f,f,t,f,f,y
13462,0,0,0.137931,0.16,0.5,1.306467,0,t,f,f,f,f,f,f,f,f,f,n
11667,0,0,0.586207,0.8,1,2.143363,0,f,f,f,f,f,t,f,f,f,f,n
11435,0,0.5,0.206897,0.4,0.5,2.437783,0,f,t,f,f,f,f,f,f,f,f,n
11427,0.333333,1,0.310345,0.68,0.5,2.413766,0,f,t,f,f,f,f,f,f,f,f,n
13399,0,0,0.172414,0.36,0.5,1.640579,0.333333,f,f,f,f,f,t,f,f,f,f,n
13077,0,0,0.068966,0.12,0.5,1.218987,0.666667,f,f,f,f,f,t,f,f,f,f,n
11589,0,0,0.275862,0.44,0.5,2.252141,0,f,t,f,f,f,f,f,f,f,f,n
13427,0,0,0.551724,0.16,0.5,1.608412,0.333333,f,f,f,f,f,f,t,f,f,f,y
11945,0,0,0.37931,0.4,1,1.656903,0,f,f,f,f,f,f,f,t,f,f,n
11397,0,0,0,0.2,0.5,1.576876,0,f,f,t,f,f,f,f,f,f,f,n
12819,0.333333,0,0.310345,0.6,1,2.297182,0.333333,f,f,f,f,f,f,f,f,t,f,n
11839,0,0,0.310345,0.24,0.5,1.740993,0,f,f,f,f,f,t,f,f,f,f,n
13201,0,0,0.172414,0.2,0.5,1.67339,0,f,f,f,f,t,f,f,f,f,f,n
11011,0,0,0.241379,0.32,1,1.69004,0,f,f,t,f,f,f,f,f,f,f,y
11764,0,0,0.172414,0.32,1,1.624416,0,f,t,f,f,f,f,f,f,f,f,n
12727,0.333333,0,0.275862,0.44,1,2.101338,0.333333,f,f,f,f,f,f,f,t,f,f,n
12780,0.333333,0,0.310345,0.56,1,2.297182,0.666667,f,t,f,f,f,f,f,f,f,f,n
11134,0.333333,0,0.206897,0.44,1,1.608412,0,f,f,f,f,t,f,f,f,f,f,n
13357,0,0,0.068966,0.28,0.5,1.345855,0.333333,f,f,f,f,f,f,f,t,f,f,n
12740,0.666667,0,0.310345,0.64,1,2.207983,0,f,t,f,f,f,f,f,f,f,f,n
12655,0.333333,0,0.344828,0.56,1,2.252141,0,f,t,f,f,f,f,f,f,f,f,n
12704,0.333333,0,0.37931,0.36,1,2.060137,0.333333,f,f,f,f,f,f,f,t,f,f,n
12502,0,0,0.275862,0.72,1,2.252141,0.333333,f,f,f,f,t,f,f,f,f,f,n
11567,0.333333,1,0.068966,0.36,0,2.019743,0.333333,f,f,f,f,t,f,f,f,f,f,n
13477,0,0,0.241379,0.44,0.5,2.186229,0,f,f,f,f,t,f,f,f,f,f,n
11204,0.333333,1,0.448276,0.12,0,2.486537,0,f,t,f,f,f,f,f,f,f,f,n
12365,0.333333,0,0.172414,0.64,0.5,2.186229,0,f,f,f,f,t,f,f,f,f,f,n
11814,0.333333,0,0.37931,0.52,1,2.060137,0,f,f,t,f,f,f,f,f,f,f,n
12408,0,0,0.275862,0.32,1,1.829349,0,t,f,f,f,f,f,f,f,f,f,y
10955,0,0,0.068966,0.52,1,1.92219,0,f,f,f,f,f,f,f,f,f,t,n
12974,0.333333,0,0.586207,0.52,0.5,2.366439,0.666667,t,f,f,f,f,f,f,f,f,f,n
13682,0,0,0.068966,0.12,0.5,1.515646,0,f,f,f,t,f,f,f,f,f,f,y
13552,0,0,0.241379,0.28,0.5,1.280851,0,f,t,f,f,f,f,f,f,f,f,n
11597,0,0,0.310345,0.4,1,1.980142,0,f,f,t,f,f,f,f,f,f,f,n
11690,0,0,0.068966,0.12,0.5,1.592566,0,f,f,f,f,f,f,f,f,f,t,y
11879,0,0,0.172414,0.28,0.5,1.656903,0,f,f,t,f,f,f,f,f,f,f,y
13266,0,0,0.068966,0.44,0.5,1.42823,0.333333,t,f,f,f,f,f,f,f,f,f,y
13839,0,0,0.034483,0.28,0.5,1.960633,0.333333,f,f,f,f,f,f,f,t,f,f,n
12520,0.333333,0,0.37931,0.48,1,2.27455,0,f,f,f,f,f,t,f,f,f,f,n
12647,0,0,0.413793,0.32,1,1.980142,0,t,f,f,f,f,f,f,f,f,f,n
12222,0,0,0.241379,0.4,1,1.903253,0,f,f,f,f,f,f,f,f,t,f,n
11165,0,0,0.275862,0.44,1,1.92219,0,f,f,f,f,t,f,f,f,f,f,n
12667,0,0,0.172414,0.44,1,2.207983,0,f,f,f,f,t,f,f,f,f,f,n
11049,0,0,0.172414,0.44,0.5,1.400226,0.333333,f,f,t,f,f,f,f,f,f,f,n
11426,0,0,0.068966,0.32,0.5,1.471289,0,f,f,f,f,t,f,f,f,f,f,n
12815,0.333333,0,0.413793,0.4,1,2.16469,0.333333,f,f,f,f,t,f,f,f,f,f,n
